source_study,paper_track,dataset,provider_or_ranker_family,candidate_pool_size,normalization_method,construction_rule,vote_semantics,extraction_method,repair_method,n_edges_or_density,cyclicity_indicator,scc_stats,fas_or_removed_weight_objective,ndcg_cutoff,ndcg_value,map_value,mrr_value,paired_delta,ci_lower,ci_upper,n_queries,practical_significance_decision,notes
baseline_fairness_rrf_combsum_vs_repair,JDIQ_2026,fiqa,combsum,,,,,hybrid_repaired_copeland_a0p3_minmax,hybrid_repaired_copeland,,,,,,,,,0.0135159059469852,0.0025911473191439,0.0327233330686935,120.0,not_meaningful (0/8 Holm-significant),"delta = combsum - hybrid_repaired_copeland, canonical (rrf_union_topk) pool"
baseline_fairness_rrf_combsum_vs_repair,JDIQ_2026,hotpotqa,rrf,,,,,hybrid_repaired_copeland_a0p3_minmax,hybrid_repaired_copeland,,,,,,,,,-0.0196534964670308,-0.0592784774742126,-0.0023048976348474,52.0,not_meaningful (0/8 Holm-significant),"delta = rrf - hybrid_repaired_copeland, canonical (rrf_union_topk) pool"
baseline_fairness_rrf_combsum_vs_repair,JDIQ_2026,hotpotqa,combsum,,,,,hybrid_repaired_copeland_a0p3_minmax,hybrid_repaired_copeland,,,,,,,,,0.0044888083875427,-0.0092430547984844,0.0212273290442129,52.0,not_meaningful (0/8 Holm-significant),"delta = combsum - hybrid_repaired_copeland, canonical (rrf_union_topk) pool"
baseline_fairness_rrf_combsum_vs_repair,JDIQ_2026,bright,rrf,,,,,hybrid_repaired_copeland_a0p3_minmax,hybrid_repaired_copeland,,,,,,,,,0.0136819878048917,0.0036550639261301,0.0334751660732029,50.0,not_meaningful (0/8 Holm-significant),"delta = rrf - hybrid_repaired_copeland, canonical (rrf_union_topk) pool"
baseline_fairness_rrf_combsum_vs_repair,JDIQ_2026,bright,combsum,,,,,hybrid_repaired_copeland_a0p3_minmax,hybrid_repaired_copeland,,,,,,,,,0.0250250993017472,-0.0024886640814989,0.0436026567262282,50.0,not_meaningful (0/8 Holm-significant),"delta = combsum - hybrid_repaired_copeland, canonical (rrf_union_topk) pool"
repair_frontier_real_llm,this_session,scidocs+fiqa,azure/gemini/cohere/fireworks/aggregate,6/8/10,,,,richer_repair_candidate_frontier,scc_local_protected_confidence_weighted,,,,,10,,,,0.005368560672655015,0.002910639677729014,0.008411473320923124,120.0,not_meaningful,decision=NO_MEANINGFUL_HEADROOM
extraction_method_comparison_real_llm,this_session,scidocs+fiqa,azure/gemini/cohere/fireworks/aggregate,,,,,borda,,,,,,10,,,,-0.007945523540362641,-0.013921111602947409,-0.0032872508287801533,120.0,not_meaningful,win/tie/loss=19/74/27
extraction_method_comparison_real_llm,this_session,scidocs+fiqa,azure/gemini/cohere/fireworks/aggregate,,,,,pagerank,,,,,,10,,,,-0.0007564390687269911,-0.0032661640334176395,0.0014647669275449184,120.0,not_meaningful,win/tie/loss=22/83/15
extraction_method_comparison_real_llm,this_session,scidocs+fiqa,azure/gemini/cohere/fireworks/aggregate,,,,,rank_centrality,,,,,,10,,,,0.002213226035546829,-0.00023584054500131043,0.00532497397441266,120.0,not_meaningful,win/tie/loss=14/95/11
extraction_method_comparison_real_llm,this_session,scidocs+fiqa,azure/gemini/cohere/fireworks/aggregate,,,,,balance_score,,,,,,10,,,,0.00023880458804501347,-0.00017741686126690562,0.0009593756281116583,120.0,not_meaningful,win/tie/loss=1/117/2
extraction_method_comparison_real_llm,this_session,scidocs+fiqa,azure/gemini/cohere/fireworks/aggregate,,,,,hodge_rank,,,,,,10,,,,0.00407436932389048,0.002013329365166317,0.006668486681499247,120.0,not_meaningful,win/tie/loss=29/87/4
extraction_method_comparison_real_llm,this_session,scidocs+fiqa,azure/gemini/cohere/fireworks/aggregate,,,,,fas_balance_prior_fusion,,,,,,10,,,,0.0007471947661633726,0.00011038346596598432,0.001502442396894044,120.0,not_meaningful,win/tie/loss=10/107/3
extraction_method_comparison_real_llm,this_session,scidocs+fiqa,azure/gemini/cohere/fireworks/aggregate,,,,,hybrid_rrf_prior_fusion,,,,,,10,,,,0.0005124657638985157,-0.0005158415058751122,0.0015815019197566208,120.0,not_meaningful,win/tie/loss=16/94/10
repair_predictability_diagnostic_real_llm,this_session,scidocs+fiqa,azure/gemini/cohere/fireworks/aggregate,,,,,,greedy_mwfas,,,,,10,,,,-0.00105096277948098,-0.0019134283023891348,-0.00018849725657282544,120.0,not_meaningful; net negative (decision=NO_IDENTIFIABLE_REPAIR_REGIME),"outcome counts: {'improves': {'n': 1, 'mean_delta': 0.010393774812847534, 'mean_ndcg_preserve': 0.9565912771023182, 'mean_ndcg_repair': 0.9669850519151657}, 'harms': {'n': 9, 'mean_delta': -0.013497422426815089, 'mean_ndcg_preserve': 0.8499598064920818, 'mean_ndcg_repair': 0.8364623840652666}, 'no_change': {'n': 110, 'mean_delta': 0.0, 'mean_ndcg_preserve': 0.8912440380705388, 'mean_ndcg_repair': 0.8912440380705388}}"
