family,dataset,regime,config_id,pool_size,metric_cutoff,query_id,pair_name,pair_family,unrepaired_ndcg,repaired_ndcg,delta_ndcg,graph_is_cyclic,repair_applied,solver_status,solver_proven_optimal,solver_time_s,removed_weight,n_edges_removed,top_k_membership_changed,top_k_order_changed,full_ranking_changed,reused_from
canonical,fiqa,ms1,pool20_ndcg20,20,20,454,bradley_terry_graph,graph,0.7977228895450266,0.7977228895450266,0.0,True,True,optimal,True,0.06125211715698242,2.267997517090535,9,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,456,copeland_graph,graph,0.8772153153380493,0.8772153153380493,0.0,True,True,optimal,True,0.020592689514160156,0.5527689607141563,1,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,456,balance_graph,graph,0.8503449055347546,0.8503449055347546,0.0,True,True,optimal,True,0.020592689514160156,0.5527689607141563,1,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,456,markov_graph,graph,0.8503449055347546,0.8503449055347546,0.0,True,True,optimal,True,0.020592689514160156,0.5527689607141563,1,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,456,copeland_hybrid,hybrid,0.9197207891481876,0.9197207891481876,0.0,True,True,optimal,True,0.020592689514160156,0.5527689607141563,1,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,456,balance_hybrid,hybrid,0.9197207891481876,0.9197207891481876,0.0,True,True,optimal,True,0.020592689514160156,0.5527689607141563,1,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,456,pagerank_graph,graph,0.8772153153380493,0.8772153153380493,0.0,True,True,optimal,True,0.020592689514160156,0.5527689607141563,1,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,456,rank_centrality_graph,graph,0.8315546295836225,0.8315546295836225,0.0,True,True,optimal,True,0.020592689514160156,0.5527689607141563,1,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,456,markov_hybrid,hybrid,0.9197207891481876,0.9197207891481876,0.0,True,True,optimal,True,0.020592689514160156,0.5527689607141563,1,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,456,bradley_terry_graph,graph,0.8503449055347546,0.8503449055347546,0.0,True,True,optimal,True,0.020592689514160156,0.5527689607141563,1,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,457,copeland_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020391464233398438,3.265757407784658,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,457,balance_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020391464233398438,3.265757407784658,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,457,markov_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020391464233398438,3.265757407784658,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,457,copeland_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.020391464233398438,3.265757407784658,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,457,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.020391464233398438,3.265757407784658,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,457,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020391464233398438,3.265757407784658,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,457,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020391464233398438,3.265757407784658,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,457,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.020391464233398438,3.265757407784658,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,457,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020391464233398438,3.265757407784658,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,458,copeland_graph,graph,0.5109559939712153,0.6509209298071326,0.1399649358359173,True,True,optimal,True,0.021247148513793945,5.528000357994971,31,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,458,balance_graph,graph,0.8772153153380493,0.8772153153380493,0.0,True,True,optimal,True,0.021247148513793945,5.528000357994971,31,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,458,markov_graph,graph,0.6509209298071326,0.6509209298071326,0.0,True,True,optimal,True,0.021247148513793945,5.528000357994971,31,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,458,copeland_hybrid,hybrid,0.5437713091520254,0.5437713091520254,0.0,True,True,optimal,True,0.021247148513793945,5.528000357994971,31,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,458,balance_hybrid,hybrid,0.6509209298071326,0.6509209298071326,0.0,True,True,optimal,True,0.021247148513793945,5.528000357994971,31,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,458,pagerank_graph,graph,0.9197207891481876,0.6509209298071326,-0.268799859341055,True,True,optimal,True,0.021247148513793945,5.528000357994971,31,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,458,rank_centrality_graph,graph,0.6509209298071326,0.6509209298071326,0.0,True,True,optimal,True,0.021247148513793945,5.528000357994971,31,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,458,markov_hybrid,hybrid,0.6509209298071326,0.6509209298071326,0.0,True,True,optimal,True,0.021247148513793945,5.528000357994971,31,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,458,bradley_terry_graph,graph,0.5437713091520254,0.6509209298071326,0.10714962065510714,True,True,optimal,True,0.021247148513793945,5.528000357994971,31,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,460,copeland_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021448135375976562,4.258623384411284,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,460,balance_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021448135375976562,4.258623384411284,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,460,markov_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021448135375976562,4.258623384411284,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,460,copeland_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021448135375976562,4.258623384411284,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,460,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021448135375976562,4.258623384411284,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,460,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021448135375976562,4.258623384411284,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,460,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021448135375976562,4.258623384411284,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,460,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021448135375976562,4.258623384411284,22,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,460,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021448135375976562,4.258623384411284,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,461,copeland_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021198272705078125,7.532959850771684,36,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,461,balance_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021198272705078125,7.532959850771684,36,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,461,markov_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021198272705078125,7.532959850771684,36,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,461,copeland_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021198272705078125,7.532959850771684,36,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,461,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021198272705078125,7.532959850771684,36,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,461,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021198272705078125,7.532959850771684,36,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,461,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021198272705078125,7.532959850771684,36,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,461,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021198272705078125,7.532959850771684,36,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,461,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021198272705078125,7.532959850771684,36,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,462,copeland_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02166295051574707,3.2305243699592134,26,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,462,balance_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02166295051574707,3.2305243699592134,26,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,462,markov_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02166295051574707,3.2305243699592134,26,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,462,copeland_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.02166295051574707,3.2305243699592134,26,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,462,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.02166295051574707,3.2305243699592134,26,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,462,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02166295051574707,3.2305243699592134,26,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,462,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02166295051574707,3.2305243699592134,26,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,462,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.02166295051574707,3.2305243699592134,26,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,462,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.02166295051574707,3.2305243699592134,26,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,464,copeland_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021327972412109375,3.9335572741125198,10,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,464,balance_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021327972412109375,3.9335572741125198,10,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,464,markov_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021327972412109375,3.9335572741125198,10,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,464,copeland_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021327972412109375,3.9335572741125198,10,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,464,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021327972412109375,3.9335572741125198,10,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,464,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021327972412109375,3.9335572741125198,10,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,464,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021327972412109375,3.9335572741125198,10,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,464,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021327972412109375,3.9335572741125198,10,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,464,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021327972412109375,3.9335572741125198,10,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,465,copeland_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021143674850463867,1.7395791939908867,25,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,465,balance_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021143674850463867,1.7395791939908867,25,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,465,markov_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021143674850463867,1.7395791939908867,25,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,465,copeland_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021143674850463867,1.7395791939908867,25,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,465,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021143674850463867,1.7395791939908867,25,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,465,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021143674850463867,1.7395791939908867,25,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,465,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021143674850463867,1.7395791939908867,25,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,465,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021143674850463867,1.7395791939908867,25,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,465,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021143674850463867,1.7395791939908867,25,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,466,copeland_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021459579467773438,10.623368169603475,48,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,466,balance_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021459579467773438,10.623368169603475,48,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,466,markov_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021459579467773438,10.623368169603475,48,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,466,copeland_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021459579467773438,10.623368169603475,48,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,466,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021459579467773438,10.623368169603475,48,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,466,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021459579467773438,10.623368169603475,48,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,466,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021459579467773438,10.623368169603475,48,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,466,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021459579467773438,10.623368169603475,48,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,466,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021459579467773438,10.623368169603475,48,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,467,copeland_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020987749099731445,4.144954243950143,17,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,467,balance_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020987749099731445,4.144954243950143,17,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,467,markov_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020987749099731445,4.144954243950143,17,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,467,copeland_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.020987749099731445,4.144954243950143,17,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,467,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.020987749099731445,4.144954243950143,17,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,467,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020987749099731445,4.144954243950143,17,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,467,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020987749099731445,4.144954243950143,17,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,467,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.020987749099731445,4.144954243950143,17,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,467,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020987749099731445,4.144954243950143,17,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,468,copeland_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.021022319793701172,1.7852339075816634,12,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,468,balance_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.021022319793701172,1.7852339075816634,12,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,468,markov_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.021022319793701172,1.7852339075816634,12,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,468,copeland_hybrid,hybrid,1.0,1.0,0.0,True,True,optimal,True,0.021022319793701172,1.7852339075816634,12,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,468,balance_hybrid,hybrid,1.0,1.0,0.0,True,True,optimal,True,0.021022319793701172,1.7852339075816634,12,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,468,pagerank_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.021022319793701172,1.7852339075816634,12,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,468,rank_centrality_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.021022319793701172,1.7852339075816634,12,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,468,markov_hybrid,hybrid,1.0,1.0,0.0,True,True,optimal,True,0.021022319793701172,1.7852339075816634,12,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,468,bradley_terry_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.021022319793701172,1.7852339075816634,12,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,470,copeland_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020865917205810547,4.937890606574567,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,470,balance_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020865917205810547,4.937890606574567,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,470,markov_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020865917205810547,4.937890606574567,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,470,copeland_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.020865917205810547,4.937890606574567,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,470,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.020865917205810547,4.937890606574567,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,470,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020865917205810547,4.937890606574567,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,470,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020865917205810547,4.937890606574567,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,470,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.020865917205810547,4.937890606574567,22,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,470,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020865917205810547,4.937890606574567,22,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,471,copeland_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020805835723876953,8.911047228052816,24,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,471,balance_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020805835723876953,8.911047228052816,24,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,471,markov_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020805835723876953,8.911047228052816,24,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,471,copeland_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.020805835723876953,8.911047228052816,24,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,471,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.020805835723876953,8.911047228052816,24,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,471,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020805835723876953,8.911047228052816,24,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,471,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020805835723876953,8.911047228052816,24,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,471,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.020805835723876953,8.911047228052816,24,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,471,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.020805835723876953,8.911047228052816,24,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,472,copeland_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.02079629898071289,3.23760731406518,21,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,472,balance_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.02079629898071289,3.23760731406518,21,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,472,markov_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.02079629898071289,3.23760731406518,21,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,472,copeland_hybrid,hybrid,1.0,1.0,0.0,True,True,optimal,True,0.02079629898071289,3.23760731406518,21,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,472,balance_hybrid,hybrid,1.0,1.0,0.0,True,True,optimal,True,0.02079629898071289,3.23760731406518,21,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,472,pagerank_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.02079629898071289,3.23760731406518,21,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,472,rank_centrality_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.02079629898071289,3.23760731406518,21,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,472,markov_hybrid,hybrid,1.0,1.0,0.0,True,True,optimal,True,0.02079629898071289,3.23760731406518,21,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,472,bradley_terry_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.02079629898071289,3.23760731406518,21,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,473,copeland_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021480083465576172,0.10786316350124497,2,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,473,balance_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021480083465576172,0.10786316350124497,2,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,473,markov_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021480083465576172,0.10786316350124497,2,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,473,copeland_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021480083465576172,0.10786316350124497,2,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,473,balance_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021480083465576172,0.10786316350124497,2,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,473,pagerank_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021480083465576172,0.10786316350124497,2,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,473,rank_centrality_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021480083465576172,0.10786316350124497,2,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,473,markov_hybrid,hybrid,0.0,0.0,0.0,True,True,optimal,True,0.021480083465576172,0.10786316350124497,2,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,473,bradley_terry_graph,graph,0.0,0.0,0.0,True,True,optimal,True,0.021480083465576172,0.10786316350124497,2,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,474,copeland_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.0205991268157959,3.643014129965083,16,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,474,balance_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.0205991268157959,3.643014129965083,16,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,474,markov_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.0205991268157959,3.643014129965083,16,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,474,copeland_hybrid,hybrid,1.0,1.0,0.0,True,True,optimal,True,0.0205991268157959,3.643014129965083,16,False,False,False,
canonical,fiqa,ms1,pool20_ndcg20,20,20,474,balance_hybrid,hybrid,1.0,1.0,0.0,True,True,optimal,True,0.0205991268157959,3.643014129965083,16,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,474,pagerank_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.0205991268157959,3.643014129965083,16,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,474,rank_centrality_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.0205991268157959,3.643014129965083,16,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,474,markov_hybrid,hybrid,1.0,1.0,0.0,True,True,optimal,True,0.0205991268157959,3.643014129965083,16,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,474,bradley_terry_graph,graph,1.0,1.0,0.0,True,True,optimal,True,0.0205991268157959,3.643014129965083,16,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,478,copeland_graph,graph,0.23137821315975915,0.23540891336663824,0.004030700206879095,True,True,optimal,True,0.020868301391601562,4.4632199517594975,19,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,478,balance_graph,graph,0.25,0.25,0.0,True,True,optimal,True,0.020868301391601562,4.4632199517594975,19,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,478,markov_graph,graph,0.2890648263178879,0.25,-0.03906482631788788,True,True,optimal,True,0.020868301391601562,4.4632199517594975,19,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,478,copeland_hybrid,hybrid,0.24465054211822604,0.24465054211822604,0.0,True,True,optimal,True,0.020868301391601562,4.4632199517594975,19,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,478,balance_hybrid,hybrid,0.27023815442731974,0.26264953503719357,-0.007588619390126172,True,True,optimal,True,0.020868301391601562,4.4632199517594975,19,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,478,pagerank_graph,graph,0.3562071871080222,0.2559580248098155,-0.10024916229820668,True,True,optimal,True,0.020868301391601562,4.4632199517594975,19,False,True,True,
canonical,fiqa,ms1,pool20_ndcg20,20,20,478,rank_centrality_graph,graph,0.3333333333333333,0.25,-0.08333333333333331,True,True,optimal,True,0.020868301391601562,4.4632199517594975,19,False,True,True,
