dataset,query_id,method,n_candidates,is_cyclic,n_fas_removed,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,backward_edge_weight,pairwise_inconsistency
scidocs,7445178858159988f2b17aa21376e13767fce5a6,greedy_fas_topological,20,True,78,0.403298,0.163772,0.25,1.0,64.0,64
scidocs,7445178858159988f2b17aa21376e13767fce5a6,greedy_fas_weighted_balance,20,True,78,0.399843,0.161468,0.25,1.0,74.0,74
scidocs,7445178858159988f2b17aa21376e13767fce5a6,greedy_fas_copeland,20,True,78,0.399843,0.161468,0.25,1.0,74.0,74
scidocs,7445178858159988f2b17aa21376e13767fce5a6,hybrid_rrf_repaired_copeland_a03,20,True,78,0.422131,0.186588,0.25,1.0,66.0,66
scidocs,7445178858159988f2b17aa21376e13767fce5a6,hybrid_rrf_unrepaired_copeland_a03,20,True,78,0.430809,0.196258,0.25,1.0,67.0,67
scidocs,7445178858159988f2b17aa21376e13767fce5a6,hybrid_rrf_repaired_balance_a03,20,True,78,0.422131,0.186588,0.25,1.0,66.0,66
scidocs,7445178858159988f2b17aa21376e13767fce5a6,hybrid_rrf_unrepaired_balance_a03,20,True,78,0.430809,0.196258,0.25,1.0,67.0,67
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,llm_pairwise_copeland,20,True,103,0.612904,0.4,0.25,1.0,70.0,70
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,bt_from_llm,20,True,103,0.612904,0.4,0.25,1.0,70.0,70
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,win_rate_from_llm,20,True,103,0.612904,0.4,0.25,1.0,70.0,70
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,markov_from_llm,20,True,103,0.704582,0.414219,0.25,1.0,71.0,71
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,tournament_sort_from_llm,20,True,103,0.784708,0.528205,0.25,1.0,69.0,69
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,greedy_fas_topological,20,True,103,0.401657,0.162301,0.25,1.0,89.0,89
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,greedy_fas_weighted_balance,20,True,103,0.399843,0.161468,0.25,1.0,97.0,97
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,greedy_fas_copeland,20,True,103,0.399843,0.161468,0.25,1.0,97.0,97
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,hybrid_rrf_repaired_copeland_a03,20,True,103,0.544862,0.288889,0.25,1.0,72.0,72
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,hybrid_rrf_unrepaired_copeland_a03,20,True,103,0.612904,0.4,0.25,1.0,70.0,70
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,hybrid_rrf_repaired_balance_a03,20,True,103,0.544862,0.288889,0.25,1.0,72.0,72
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,hybrid_rrf_unrepaired_balance_a03,20,True,103,0.612904,0.4,0.25,1.0,70.0,70
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,llm_pairwise_copeland,20,True,100,0.595928,0.410952,0.25,1.0,63.0,63
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,bt_from_llm,20,True,100,0.595928,0.410952,0.25,1.0,63.0,63
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,win_rate_from_llm,20,True,100,0.595928,0.410952,0.25,1.0,63.0,63
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,markov_from_llm,20,True,100,0.643318,0.417103,0.25,1.0,61.0,61
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,tournament_sort_from_llm,20,True,100,0.773388,0.528214,0.25,1.0,73.0,73
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,greedy_fas_topological,20,True,100,0.416422,0.172248,0.25,1.0,83.0,83
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,greedy_fas_weighted_balance,20,True,100,0.410268,0.170558,0.25,1.0,85.0,85
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,greedy_fas_copeland,20,True,100,0.410268,0.170558,0.25,1.0,85.0,85
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,hybrid_rrf_repaired_copeland_a03,20,True,100,0.544083,0.333056,0.25,1.0,63.0,63
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,hybrid_rrf_unrepaired_copeland_a03,20,True,100,0.595928,0.410952,0.25,1.0,63.0,63
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,hybrid_rrf_repaired_balance_a03,20,True,100,0.544083,0.333056,0.25,1.0,63.0,63
scidocs,0c3ffd5f1b577e38604f361ee71feb312b5b0cab,hybrid_rrf_unrepaired_balance_a03,20,True,100,0.595928,0.410952,0.25,1.0,63.0,63
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,llm_pairwise_copeland,20,True,94,0.572101,0.301681,0.25,1.0,70.0,70
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,bt_from_llm,20,True,94,0.572101,0.301681,0.25,1.0,69.0,69
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,win_rate_from_llm,20,True,94,0.572101,0.301681,0.25,1.0,70.0,70
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,markov_from_llm,20,True,94,0.716028,0.423844,0.25,1.0,72.0,72
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,tournament_sort_from_llm,20,True,94,0.448386,0.19719,0.25,1.0,73.0,73
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,greedy_fas_topological,20,True,94,0.401657,0.162301,0.25,1.0,85.0,85
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,greedy_fas_weighted_balance,20,True,94,0.401657,0.162301,0.25,1.0,87.0,87
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,greedy_fas_copeland,20,True,94,0.401657,0.162301,0.25,1.0,87.0,87
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,hybrid_rrf_repaired_copeland_a03,20,True,94,0.515606,0.252138,0.25,1.0,63.0,63
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,hybrid_rrf_unrepaired_copeland_a03,20,True,94,0.572101,0.301681,0.25,1.0,70.0,70
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,hybrid_rrf_repaired_balance_a03,20,True,94,0.515606,0.252138,0.25,1.0,63.0,63
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,hybrid_rrf_unrepaired_balance_a03,20,True,94,0.572101,0.301681,0.25,1.0,70.0,70
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,llm_pairwise_copeland,20,True,89,0.469774,0.220683,0.2,1.0,72.0,72
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,bt_from_llm,20,True,89,0.4642,0.213356,0.2,1.0,73.0,73
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,win_rate_from_llm,20,True,89,0.469774,0.220683,0.2,1.0,72.0,72
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,markov_from_llm,20,True,89,0.428145,0.186867,0.2,1.0,79.0,79
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,tournament_sort_from_llm,20,True,89,0.567718,0.339015,0.2,1.0,60.0,60
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,greedy_fas_topological,20,True,89,0.366609,0.132876,0.2,1.0,81.0,81
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,greedy_fas_weighted_balance,20,True,89,0.368697,0.133918,0.2,1.0,81.0,81
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,greedy_fas_copeland,20,True,89,0.368697,0.133918,0.2,1.0,81.0,81
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,hybrid_rrf_repaired_copeland_a03,20,True,89,0.440434,0.19127,0.2,1.0,72.0,72
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,hybrid_rrf_unrepaired_copeland_a03,20,True,89,0.469774,0.220683,0.2,1.0,72.0,72
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,hybrid_rrf_repaired_balance_a03,20,True,89,0.440434,0.19127,0.2,1.0,72.0,72
scidocs,4a343313042b654c7d85313de3d88486a1d0e9de,hybrid_rrf_unrepaired_balance_a03,20,True,89,0.469774,0.220683,0.2,1.0,72.0,72
scidocs,661a03482f0532b7355188059b2263091ade1bae,llm_pairwise_copeland,20,True,89,0.48903,0.235402,0.25,1.0,68.0,68
scidocs,661a03482f0532b7355188059b2263091ade1bae,bt_from_llm,20,True,89,0.476366,0.225439,0.25,1.0,65.0,65
scidocs,661a03482f0532b7355188059b2263091ade1bae,win_rate_from_llm,20,True,89,0.48903,0.235402,0.25,1.0,68.0,68
scidocs,661a03482f0532b7355188059b2263091ade1bae,markov_from_llm,20,True,89,0.476017,0.223422,0.25,1.0,74.0,74
scidocs,661a03482f0532b7355188059b2263091ade1bae,tournament_sort_from_llm,20,True,89,0.516437,0.252857,0.25,1.0,76.0,76
scidocs,661a03482f0532b7355188059b2263091ade1bae,greedy_fas_topological,20,True,89,0.406812,0.166685,0.25,1.0,73.0,73
scidocs,661a03482f0532b7355188059b2263091ade1bae,greedy_fas_weighted_balance,20,True,89,0.399843,0.161468,0.25,1.0,82.0,82
scidocs,661a03482f0532b7355188059b2263091ade1bae,greedy_fas_copeland,20,True,89,0.399843,0.161468,0.25,1.0,82.0,82
scidocs,661a03482f0532b7355188059b2263091ade1bae,hybrid_rrf_repaired_copeland_a03,20,True,89,0.444635,0.194303,0.25,1.0,71.0,71
scidocs,661a03482f0532b7355188059b2263091ade1bae,hybrid_rrf_unrepaired_copeland_a03,20,True,89,0.48903,0.235402,0.25,1.0,68.0,68
scidocs,661a03482f0532b7355188059b2263091ade1bae,hybrid_rrf_repaired_balance_a03,20,True,89,0.444635,0.194303,0.25,1.0,71.0,71
scidocs,661a03482f0532b7355188059b2263091ade1bae,hybrid_rrf_unrepaired_balance_a03,20,True,89,0.48903,0.235402,0.25,1.0,68.0,68
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,llm_pairwise_copeland,20,True,92,0.51733,0.289784,0.25,1.0,60.0,60
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,bt_from_llm,20,True,92,0.500876,0.275974,0.25,1.0,60.0,60
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,win_rate_from_llm,20,True,92,0.51733,0.289784,0.25,1.0,60.0,60
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,markov_from_llm,20,True,92,0.629491,0.396061,0.25,1.0,66.0,66
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,tournament_sort_from_llm,20,True,92,0.765108,0.517576,0.25,1.0,72.0,72
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,greedy_fas_topological,20,True,92,0.403678,0.163254,0.25,1.0,68.0,68
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,greedy_fas_weighted_balance,20,True,92,0.405319,0.164724,0.25,1.0,75.0,75
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,greedy_fas_copeland,20,True,92,0.405319,0.164724,0.25,1.0,75.0,75
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,hybrid_rrf_repaired_copeland_a03,20,True,92,0.483243,0.247522,0.25,1.0,55.0,55
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,hybrid_rrf_unrepaired_copeland_a03,20,True,92,0.51733,0.289784,0.25,1.0,60.0,60
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,hybrid_rrf_repaired_balance_a03,20,True,92,0.483243,0.247522,0.25,1.0,55.0,55
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,hybrid_rrf_unrepaired_balance_a03,20,True,92,0.51733,0.289784,0.25,1.0,60.0,60
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,llm_pairwise_copeland,20,True,91,0.461921,0.222059,0.25,1.0,65.0,65
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,bt_from_llm,20,True,91,0.472877,0.231186,0.25,1.0,63.0,63
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,win_rate_from_llm,20,True,91,0.461921,0.222059,0.25,1.0,65.0,65
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,markov_from_llm,20,True,91,0.455965,0.217292,0.25,1.0,76.0,76
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,tournament_sort_from_llm,20,True,91,0.895807,0.725359,0.25,1.0,63.0,63
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,greedy_fas_topological,20,True,91,0.399843,0.161468,0.25,1.0,82.0,82
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,greedy_fas_weighted_balance,20,True,91,0.399843,0.161468,0.25,1.0,85.0,85
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,greedy_fas_copeland,20,True,91,0.399843,0.161468,0.25,1.0,85.0,85
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,hybrid_rrf_repaired_copeland_a03,20,True,91,0.447757,0.19905,0.25,1.0,69.0,69
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,hybrid_rrf_unrepaired_copeland_a03,20,True,91,0.461921,0.222059,0.25,1.0,65.0,65
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,hybrid_rrf_repaired_balance_a03,20,True,91,0.447757,0.19905,0.25,1.0,69.0,69
scidocs,4d4dc6568e24f283f3c5bcb88f280908a35da0e3,hybrid_rrf_unrepaired_balance_a03,20,True,91,0.461921,0.222059,0.25,1.0,65.0,65
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,llm_pairwise_copeland,20,True,94,0.692247,0.389087,0.25,1.0,61.0,61
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,bt_from_llm,20,True,94,0.690606,0.386881,0.25,1.0,66.0,66
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,win_rate_from_llm,20,True,94,0.692247,0.389087,0.25,1.0,61.0,61
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,markov_from_llm,20,True,94,0.696056,0.39899,0.25,1.0,69.0,69
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,tournament_sort_from_llm,20,True,94,0.633318,0.405013,0.25,1.0,56.0,56
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,greedy_fas_topological,20,True,94,0.414906,0.168968,0.25,1.0,80.0,80
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,greedy_fas_weighted_balance,20,True,94,0.399843,0.161468,0.25,1.0,85.0,85
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,greedy_fas_copeland,20,True,94,0.399843,0.161468,0.25,1.0,85.0,85
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,hybrid_rrf_repaired_copeland_a03,20,True,94,0.562572,0.282581,0.25,1.0,66.0,66
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,hybrid_rrf_unrepaired_copeland_a03,20,True,94,0.692247,0.389087,0.25,1.0,61.0,61
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,hybrid_rrf_repaired_balance_a03,20,True,94,0.562572,0.282581,0.25,1.0,66.0,66
scidocs,6affd37b83d4fca0d0e54e5d75433a74cb142671,hybrid_rrf_unrepaired_balance_a03,20,True,94,0.692247,0.389087,0.25,1.0,61.0,61
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,llm_pairwise_copeland,20,True,100,0.733117,0.450512,0.25,1.0,75.0,75
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,bt_from_llm,20,True,100,0.731097,0.446702,0.25,1.0,74.0,74
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,win_rate_from_llm,20,True,100,0.733117,0.450512,0.25,1.0,75.0,75
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,markov_from_llm,20,True,100,0.712893,0.418288,0.25,1.0,78.0,78
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,tournament_sort_from_llm,20,True,100,0.631198,0.376546,0.25,1.0,68.0,68
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,greedy_fas_topological,20,True,100,0.399843,0.161468,0.25,1.0,89.0,89
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,greedy_fas_weighted_balance,20,True,100,0.403298,0.163772,0.25,1.0,91.0,91
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,greedy_fas_copeland,20,True,100,0.403298,0.163772,0.25,1.0,91.0,91
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,hybrid_rrf_repaired_copeland_a03,20,True,100,0.590554,0.319916,0.25,1.0,76.0,76
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,hybrid_rrf_unrepaired_copeland_a03,20,True,100,0.733117,0.450512,0.25,1.0,75.0,75
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,hybrid_rrf_repaired_balance_a03,20,True,100,0.590554,0.319916,0.25,1.0,76.0,76
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,hybrid_rrf_unrepaired_balance_a03,20,True,100,0.733117,0.450512,0.25,1.0,75.0,75
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,llm_pairwise_copeland,20,True,89,0.521245,0.272595,0.25,1.0,70.0,70
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,bt_from_llm,20,True,89,0.521245,0.272595,0.25,1.0,70.0,70
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,win_rate_from_llm,20,True,89,0.521245,0.272595,0.25,1.0,70.0,70
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,markov_from_llm,20,True,89,0.519017,0.287976,0.25,1.0,73.0,73
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,tournament_sort_from_llm,20,True,89,0.606447,0.398095,0.25,1.0,71.0,71
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,greedy_fas_topological,20,True,89,0.399843,0.161468,0.25,1.0,74.0,74
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,greedy_fas_weighted_balance,20,True,89,0.401657,0.162301,0.25,1.0,80.0,80
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,greedy_fas_copeland,20,True,89,0.401657,0.162301,0.25,1.0,80.0,80
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,hybrid_rrf_repaired_copeland_a03,20,True,89,0.453525,0.208095,0.25,1.0,75.0,75
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,hybrid_rrf_unrepaired_copeland_a03,20,True,89,0.521245,0.272595,0.25,1.0,70.0,70
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,hybrid_rrf_repaired_balance_a03,20,True,89,0.453525,0.208095,0.25,1.0,75.0,75
scidocs,6cdbbced12bff53bcbdde3cdb6d20b4bd02a9d6c,hybrid_rrf_unrepaired_balance_a03,20,True,89,0.521245,0.272595,0.25,1.0,70.0,70
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,llm_pairwise_copeland,20,True,92,0.483594,0.24787,0.25,1.0,73.0,73
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,bt_from_llm,20,True,92,0.483594,0.24787,0.25,1.0,73.0,73
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,win_rate_from_llm,20,True,92,0.483594,0.24787,0.25,1.0,73.0,73
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,markov_from_llm,20,True,92,0.523458,0.278681,0.25,1.0,70.0,70
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,tournament_sort_from_llm,20,True,92,0.549547,0.294444,0.25,1.0,61.0,61
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,greedy_fas_topological,20,True,92,0.405947,0.164353,0.25,1.0,81.0,81
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,greedy_fas_weighted_balance,20,True,92,0.399843,0.161468,0.25,1.0,88.0,88
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,greedy_fas_copeland,20,True,92,0.399843,0.161468,0.25,1.0,88.0,88
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,hybrid_rrf_repaired_copeland_a03,20,True,92,0.455238,0.212059,0.25,1.0,72.0,72
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,hybrid_rrf_unrepaired_copeland_a03,20,True,92,0.483594,0.24787,0.25,1.0,73.0,73
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,hybrid_rrf_repaired_balance_a03,20,True,92,0.455238,0.212059,0.25,1.0,72.0,72
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,hybrid_rrf_unrepaired_balance_a03,20,True,92,0.483594,0.24787,0.25,1.0,73.0,73
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,llm_pairwise_copeland,20,True,82,0.551327,0.276258,0.25,1.0,72.0,72
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,bt_from_llm,20,True,82,0.551327,0.276258,0.25,1.0,73.0,73
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,win_rate_from_llm,20,True,82,0.551327,0.276258,0.25,1.0,72.0,72
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,markov_from_llm,20,True,82,0.571234,0.30417,0.25,1.0,71.0,71
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,tournament_sort_from_llm,20,True,82,0.519285,0.256667,0.25,1.0,53.0,53
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,greedy_fas_topological,20,True,82,0.405319,0.164724,0.25,1.0,71.0,71
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,greedy_fas_weighted_balance,20,True,82,0.403678,0.163254,0.25,1.0,72.0,72
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,greedy_fas_copeland,20,True,82,0.403678,0.163254,0.25,1.0,72.0,72
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,hybrid_rrf_repaired_copeland_a03,20,True,82,0.497918,0.229797,0.25,1.0,70.0,70
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,hybrid_rrf_unrepaired_copeland_a03,20,True,82,0.551327,0.276258,0.25,1.0,72.0,72
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,hybrid_rrf_repaired_balance_a03,20,True,82,0.497918,0.229797,0.25,1.0,70.0,70
scidocs,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,hybrid_rrf_unrepaired_balance_a03,20,True,82,0.551327,0.276258,0.25,1.0,72.0,72
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,llm_pairwise_copeland,20,True,85,0.515735,0.265022,0.25,1.0,79.0,79
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,bt_from_llm,20,True,85,0.492925,0.23619,0.25,1.0,72.0,72
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,win_rate_from_llm,20,True,85,0.515735,0.265022,0.25,1.0,79.0,79
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,markov_from_llm,20,True,85,0.52842,0.266667,0.25,1.0,77.0,77
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,tournament_sort_from_llm,20,True,85,0.483861,0.223932,0.25,1.0,64.0,64
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,greedy_fas_topological,20,True,85,0.399843,0.161468,0.25,1.0,77.0,77
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,greedy_fas_weighted_balance,20,True,85,0.399843,0.161468,0.25,1.0,82.0,82
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,greedy_fas_copeland,20,True,85,0.399843,0.161468,0.25,1.0,82.0,82
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,hybrid_rrf_repaired_copeland_a03,20,True,85,0.450858,0.196405,0.25,1.0,79.0,79
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,hybrid_rrf_unrepaired_copeland_a03,20,True,85,0.515735,0.265022,0.25,1.0,79.0,79
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,hybrid_rrf_repaired_balance_a03,20,True,85,0.450858,0.196405,0.25,1.0,79.0,79
scidocs,5137d6a245dffe321df34999fa77e190c19b4c37,hybrid_rrf_unrepaired_balance_a03,20,True,85,0.515735,0.265022,0.25,1.0,79.0,79
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,llm_pairwise_copeland,20,True,96,0.522514,0.294179,0.25,1.0,72.0,72
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,bt_from_llm,20,True,96,0.522514,0.294179,0.25,1.0,72.0,72
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,win_rate_from_llm,20,True,96,0.522514,0.294179,0.25,1.0,72.0,72
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,markov_from_llm,20,True,96,0.574939,0.337372,0.25,1.0,69.0,69
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,tournament_sort_from_llm,20,True,96,0.429619,0.18237,0.25,1.0,70.0,70
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,greedy_fas_topological,20,True,96,0.399843,0.161468,0.25,1.0,85.0,85
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,greedy_fas_weighted_balance,20,True,96,0.406159,0.168072,0.25,1.0,82.0,82
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,greedy_fas_copeland,20,True,96,0.406159,0.168072,0.25,1.0,82.0,82
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,hybrid_rrf_repaired_copeland_a03,20,True,96,0.463392,0.236032,0.25,1.0,66.0,66
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,hybrid_rrf_unrepaired_copeland_a03,20,True,96,0.522514,0.294179,0.25,1.0,72.0,72
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,hybrid_rrf_repaired_balance_a03,20,True,96,0.463392,0.236032,0.25,1.0,66.0,66
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,hybrid_rrf_unrepaired_balance_a03,20,True,96,0.522514,0.294179,0.25,1.0,72.0,72
scidocs,9003fb79e7848ced3be975c3d87a9348a4b8d377,llm_pairwise_copeland,20,True,86,0.487961,0.2375,0.2,1.0,76.0,76
scidocs,9003fb79e7848ced3be975c3d87a9348a4b8d377,bt_from_llm,20,True,86,0.503532,0.259375,0.2,1.0,75.0,75
scidocs,9003fb79e7848ced3be975c3d87a9348a4b8d377,win_rate_from_llm,20,True,86,0.487961,0.2375,0.2,1.0,76.0,76
scidocs,9003fb79e7848ced3be975c3d87a9348a4b8d377,markov_from_llm,20,True,86,0.531727,0.283007,0.2,1.0,80.0,80
scidocs,9003fb79e7848ced3be975c3d87a9348a4b8d377,tournament_sort_from_llm,20,True,86,0.740513,0.471324,0.2,1.0,75.0,75
scidocs,9003fb79e7848ced3be975c3d87a9348a4b8d377,greedy_fas_topological,20,True,86,0.36472,0.131957,0.2,1.0,74.0,74
scidocs,9003fb79e7848ced3be975c3d87a9348a4b8d377,greedy_fas_weighted_balance,20,True,86,0.36472,0.131957,0.2,1.0,84.0,84
scidocs,9003fb79e7848ced3be975c3d87a9348a4b8d377,greedy_fas_copeland,20,True,86,0.36472,0.131957,0.2,1.0,84.0,84
