dataset,pool_label,pool_size,query_id,n_nodes,n_edges,density,n_weak_components,largest_weak_component,largest_scc,is_cyclic,edges_all3_agree,edges_exactly2_agree
scidocs,task1_larger,50,ddbf21ca1de9617894b15d45787a27557f02a494,50,178,0.07265306122448979,15,36,1,False,18,160
scidocs,task1_larger,50,f754cab548f2c209ea7d932084ef768b92b27614,50,122,0.04979591836734694,20,31,1,False,2,120
scidocs,task1_larger,50,373f76633cc1f6c7a421e31c989842021a52fca4,50,77,0.03142857142857143,23,28,1,False,2,75
scidocs,task1_larger,50,01d208b33561362f7714f714d3bc4a1f7aa1637c,50,160,0.0653061224489796,14,37,1,False,0,160
scidocs,task1_larger,50,f365ce3e68cb3795887e93baf5fed5d783b3904e,50,23,0.009387755102040816,35,16,1,False,0,23
scidocs,task1_larger,50,28e0707528f78fecb26fe7f003d94f6a5de32b98,50,188,0.07673469387755102,20,31,1,False,16,172
scidocs,task1_larger,50,fa8042d025895e22af2d9df3ffb9f67438610fcc,50,195,0.07959183673469387,10,41,1,False,2,193
scidocs,task1_larger,50,ae2b67d03512dd0f13a68636d1d7f83cc889318a,50,247,0.10081632653061225,10,41,1,False,20,227
scidocs,task1_larger,50,b8397b4418bb1d576210d9a39d44725d6ffb2a44,50,124,0.05061224489795919,16,35,1,False,7,117
scidocs,task1_larger,50,ebf4ef0701e6f6c2050e5bed0be54fd4d8a1d991,50,61,0.02489795918367347,27,24,1,False,1,60
scidocs,task1_larger,50,af441a4f1b754ad9b3a4401e8361ad9b66786778,50,334,0.1363265306122449,4,47,1,False,46,288
scidocs,task1_larger,50,8bb3a478db8951f42198a885d7245d58036ba55c,50,238,0.09714285714285714,8,43,1,False,26,212
scidocs,task1_larger,50,9e76a700f03ef476b964b27e23c071163e44c232,50,439,0.17918367346938777,8,43,1,False,133,306
scidocs,task1_larger,50,43da9037d50745002195abb864243ecc75d4b040,50,236,0.0963265306122449,9,42,1,False,0,236
scidocs,task1_larger,50,b21951a276dd940e052676b06e193f65fdc297f9,50,129,0.052653061224489796,11,40,1,False,3,126
scidocs,task1_larger,50,b9d502d98e3bb19f8179a4363e3f28c6b6def7a8,50,134,0.054693877551020405,5,46,1,False,1,133
scidocs,task1_larger,50,399acab2bee6eccbfffe4a2ce688b6b1075e9c5e,50,82,0.03346938775510204,21,30,1,False,11,71
scidocs,task1_larger,50,4649e3279edf653135f1f31da3e242ba451a93de,50,175,0.07142857142857142,11,40,1,False,1,174
scidocs,task1_larger,50,4ab6e67519411dbdb69c6111a3b8d5f334ebb579,50,362,0.14775510204081632,6,45,1,False,81,281
scidocs,task1_larger,50,924544f503070bb390cc51e4bac9cbb3171aa03f,50,277,0.11306122448979591,11,40,1,False,65,212
scidocs,task1_larger,50,d2e6250e95af09fefbe638f1580420476a2ecaee,50,7,0.002857142857142857,44,7,1,False,0,7
scidocs,task1_larger,50,79e13ff4a21f13d3839422568274ea84a9fe42b5,50,228,0.09306122448979592,10,41,1,False,36,192
fiqa,canonical,20,0,20,27,0.07105263157894737,1,20,1,False,8,19
fiqa,canonical,20,4,20,59,0.15526315789473685,1,20,1,False,17,42
fiqa,canonical,20,5,20,46,0.12105263157894737,4,17,1,False,0,46
fiqa,canonical,20,6,20,45,0.11842105263157894,1,20,1,False,9,36
fiqa,canonical,20,7,20,25,0.06578947368421052,3,18,1,False,0,25
fiqa,canonical,20,9,20,81,0.2131578947368421,1,20,1,False,20,61
fiqa,canonical,20,11,20,85,0.2236842105263158,1,20,1,False,25,60
fiqa,canonical,20,12,20,16,0.042105263157894736,10,11,1,False,1,15
fiqa,canonical,20,13,20,48,0.12631578947368421,3,18,1,False,8,40
fiqa,canonical,20,14,20,50,0.13157894736842105,1,20,1,False,1,49
fiqa,canonical,20,16,20,33,0.0868421052631579,4,17,1,False,0,33
fiqa,canonical,20,19,20,26,0.06842105263157895,2,19,1,False,3,23
fiqa,canonical,20,20,20,58,0.15263157894736842,1,20,1,False,3,55
fiqa,canonical,20,21,20,20,0.05263157894736842,5,16,1,False,0,20
fiqa,canonical,20,23,20,54,0.14210526315789473,4,17,1,False,0,54
fiqa,canonical,20,25,20,85,0.2236842105263158,1,20,1,False,23,62
fiqa,canonical,20,27,20,24,0.06315789473684211,6,15,1,False,0,24
fiqa,canonical,20,28,20,15,0.039473684210526314,9,11,1,False,0,15
fiqa,canonical,20,30,20,53,0.1394736842105263,1,20,1,False,0,53
fiqa,canonical,20,31,20,46,0.12105263157894737,1,20,1,False,0,46
fiqa,canonical,20,32,20,62,0.1631578947368421,1,20,1,False,8,54
fiqa,canonical,20,33,20,54,0.14210526315789473,1,20,1,False,15,39
fiqa,canonical,20,35,20,25,0.06578947368421052,2,19,1,False,0,25
fiqa,canonical,20,36,20,10,0.02631578947368421,11,10,1,False,0,10
fiqa,canonical,20,37,20,45,0.11842105263157894,2,19,1,False,1,44
fiqa,canonical,20,41,20,30,0.07894736842105263,3,18,1,False,0,30
fiqa,canonical,20,43,20,10,0.02631578947368421,10,10,1,False,0,10
fiqa,canonical,20,45,20,84,0.22105263157894736,2,19,1,False,9,75
fiqa,canonical,20,46,20,32,0.08421052631578947,1,20,1,False,0,32
fiqa,canonical,20,47,20,42,0.11052631578947368,1,20,1,False,7,35
fiqa,canonical,20,48,20,63,0.16578947368421051,1,20,1,False,0,63
fiqa,canonical,20,49,20,65,0.17105263157894737,2,19,1,False,2,63
fiqa,canonical,20,51,20,20,0.05263157894736842,3,18,1,False,0,20
fiqa,canonical,20,52,20,31,0.08157894736842106,1,20,1,False,0,31
fiqa,canonical,20,53,20,29,0.07631578947368421,2,19,1,False,2,27
fiqa,canonical,20,54,20,22,0.05789473684210526,2,19,1,False,0,22
fiqa,canonical,20,57,20,29,0.07631578947368421,1,20,1,False,2,27
fiqa,canonical,20,59,20,47,0.12368421052631579,2,19,1,False,0,47
fiqa,canonical,20,61,20,68,0.17894736842105263,2,19,1,False,15,53
fiqa,canonical,20,62,20,30,0.07894736842105263,2,18,1,False,0,30
fiqa,canonical,20,63,20,67,0.1763157894736842,2,19,1,False,5,62
fiqa,canonical,20,64,20,32,0.08421052631578947,1,20,1,False,11,21
fiqa,canonical,20,65,20,50,0.13157894736842105,1,20,1,False,10,40
fiqa,canonical,20,66,20,60,0.15789473684210525,1,20,1,False,10,50
fiqa,canonical,20,67,20,42,0.11052631578947368,1,20,1,False,0,42
fiqa,canonical,20,69,20,42,0.11052631578947368,6,15,1,False,4,38
fiqa,canonical,20,70,20,33,0.0868421052631579,2,19,1,False,1,32
fiqa,canonical,20,71,20,34,0.08947368421052632,3,18,1,False,0,34
fiqa,canonical,20,72,20,28,0.07368421052631578,7,14,1,False,2,26
fiqa,canonical,20,74,20,67,0.1763157894736842,1,20,1,False,16,51
fiqa,canonical,20,75,20,69,0.18157894736842106,1,20,1,False,14,55
fiqa,canonical,20,76,20,37,0.09736842105263158,3,18,1,False,0,37
fiqa,canonical,20,78,20,38,0.1,3,18,1,False,6,32
fiqa,canonical,20,80,20,25,0.06578947368421052,5,16,1,False,1,24
fiqa,canonical,20,81,20,38,0.1,3,18,1,False,5,33
fiqa,canonical,20,82,20,27,0.07105263157894737,2,19,1,False,3,24
fiqa,canonical,20,83,20,60,0.15789473684210525,1,20,1,False,0,60
fiqa,canonical,20,85,20,55,0.14473684210526316,1,20,1,False,0,55
fiqa,canonical,20,86,20,64,0.16842105263157894,2,19,1,False,19,45
fiqa,canonical,20,87,20,37,0.09736842105263158,3,18,1,False,3,34
fiqa,canonical,20,88,20,41,0.10789473684210527,2,19,1,False,8,33
fiqa,canonical,20,91,20,59,0.15526315789473685,4,17,1,False,6,53
fiqa,canonical,20,92,20,24,0.06315789473684211,6,15,1,False,0,24
fiqa,canonical,20,93,20,74,0.19473684210526315,1,20,1,False,22,52
fiqa,canonical,20,95,20,54,0.14210526315789473,1,20,1,False,0,54
fiqa,canonical,20,96,20,27,0.07105263157894737,3,18,1,False,0,27
fiqa,canonical,20,97,20,53,0.1394736842105263,1,20,1,False,5,48
fiqa,canonical,20,99,20,65,0.17105263157894737,1,20,1,False,5,60
fiqa,canonical,20,102,20,36,0.09473684210526316,1,20,1,False,2,34
fiqa,canonical,20,105,20,39,0.10263157894736842,1,20,1,False,1,38
fiqa,canonical,20,107,20,46,0.12105263157894737,4,17,1,False,6,40
fiqa,canonical,20,108,20,44,0.11578947368421053,4,17,1,False,4,40
fiqa,canonical,20,110,20,43,0.11315789473684211,3,18,1,False,1,42
fiqa,canonical,20,111,20,31,0.08157894736842106,4,17,1,False,0,31
fiqa,canonical,20,112,20,29,0.07631578947368421,1,20,1,False,7,22
fiqa,canonical,20,439,20,24,0.06315789473684211,1,20,1,False,1,23
fiqa,canonical,20,442,20,70,0.18421052631578946,1,20,1,False,2,68
fiqa,canonical,20,443,20,69,0.18157894736842106,1,20,1,False,19,50
fiqa,canonical,20,444,20,62,0.1631578947368421,1,20,1,False,10,52
fiqa,canonical,20,445,20,91,0.2394736842105263,1,20,1,False,0,91
fiqa,canonical,20,446,20,43,0.11315789473684211,1,20,1,False,1,42
fiqa,canonical,20,447,20,116,0.30526315789473685,1,20,1,False,13,103
fiqa,canonical,20,448,20,37,0.09736842105263158,3,18,1,False,0,37
fiqa,canonical,20,449,20,39,0.10263157894736842,2,19,1,False,0,39
fiqa,canonical,20,450,20,56,0.14736842105263157,4,17,1,False,21,35
fiqa,canonical,20,452,20,52,0.1368421052631579,4,17,1,False,1,51
fiqa,canonical,20,453,20,33,0.0868421052631579,2,19,1,False,0,33
fiqa,canonical,20,454,20,32,0.08421052631578947,1,20,1,False,10,22
fiqa,canonical,20,456,20,35,0.09210526315789473,2,19,1,False,5,30
fiqa,canonical,20,457,20,70,0.18421052631578946,1,20,1,False,20,50
fiqa,canonical,20,458,20,75,0.19736842105263158,1,20,1,False,26,49
fiqa,canonical,20,460,20,75,0.19736842105263158,1,20,1,False,3,72
fiqa,canonical,20,461,20,29,0.07631578947368421,3,18,1,False,0,29
fiqa,canonical,20,462,20,23,0.060526315789473685,3,17,1,False,0,23
fiqa,canonical,20,464,20,45,0.11842105263157894,3,18,1,False,0,45
fiqa,canonical,20,465,20,37,0.09736842105263158,1,20,1,False,0,37
fiqa,canonical,20,466,20,46,0.12105263157894737,2,19,1,False,0,46
fiqa,canonical,20,467,20,42,0.11052631578947368,3,18,1,False,0,42
fiqa,canonical,20,468,20,36,0.09473684210526316,1,20,1,False,4,32
fiqa,canonical,20,470,20,47,0.12368421052631579,2,19,1,False,1,46
fiqa,canonical,20,471,20,23,0.060526315789473685,6,15,1,False,2,21
fiqa,canonical,20,472,20,61,0.16052631578947368,1,20,1,False,10,51
fiqa,canonical,20,473,20,41,0.10789473684210527,2,19,1,False,0,41
fiqa,canonical,20,474,20,35,0.09210526315789473,1,20,1,False,7,28
fiqa,canonical,20,478,20,46,0.12105263157894737,4,17,1,False,0,46
fiqa,canonical,20,479,20,96,0.25263157894736843,1,20,1,False,8,88
fiqa,canonical,20,480,20,17,0.04473684210526316,5,16,1,False,0,17
fiqa,canonical,20,481,20,51,0.13421052631578947,1,20,1,False,0,51
fiqa,canonical,20,482,20,21,0.05526315789473684,4,17,1,False,0,21
fiqa,canonical,20,485,20,31,0.08157894736842106,3,18,1,False,0,31
fiqa,canonical,20,486,20,46,0.12105263157894737,1,20,1,False,1,45
fiqa,canonical,20,487,20,19,0.05,6,15,1,False,0,19
fiqa,canonical,20,488,20,40,0.10526315789473684,1,20,1,False,0,40
fiqa,canonical,20,489,20,25,0.06578947368421052,6,15,1,False,0,25
fiqa,canonical,20,490,20,24,0.06315789473684211,5,16,1,False,0,24
fiqa,canonical,20,491,20,19,0.05,1,20,1,False,4,15
fiqa,canonical,20,493,20,48,0.12631578947368421,1,20,1,False,5,43
fiqa,canonical,20,494,20,62,0.1631578947368421,1,20,1,False,5,57
fiqa,canonical,20,497,20,43,0.11315789473684211,1,20,1,False,4,39
fiqa,canonical,20,498,20,62,0.1631578947368421,1,20,1,False,0,62
fiqa,task1_larger,50,0,50,69,0.02816326530612245,20,31,1,False,9,60
fiqa,task1_larger,50,4,50,176,0.07183673469387755,12,39,1,False,15,161
fiqa,task1_larger,50,5,50,78,0.03183673469387755,29,22,1,False,0,78
fiqa,task1_larger,50,6,50,96,0.03918367346938775,18,33,1,False,10,86
fiqa,task1_larger,50,7,50,58,0.0236734693877551,20,31,1,False,0,58
fiqa,task1_larger,50,9,50,253,0.10326530612244898,7,44,1,False,23,230
fiqa,task1_larger,50,11,50,165,0.0673469387755102,16,35,1,False,27,138
fiqa,task1_larger,50,12,50,35,0.014285714285714285,29,22,1,False,1,34
fiqa,task1_larger,50,13,50,108,0.044081632653061226,16,35,1,False,8,100
fiqa,task1_larger,50,14,50,195,0.07959183673469387,11,40,1,False,1,194
fiqa,task1_larger,50,16,50,68,0.027755102040816326,22,29,1,False,0,68
fiqa,task1_larger,50,19,50,63,0.025714285714285714,21,30,1,False,3,60
fiqa,task1_larger,50,20,50,129,0.052653061224489796,16,35,1,False,3,126
fiqa,task1_larger,50,21,50,57,0.02326530612244898,21,30,1,False,0,57
fiqa,task1_larger,50,23,50,87,0.035510204081632656,28,23,1,False,0,87
fiqa,task1_larger,50,25,50,205,0.0836734693877551,17,34,1,False,23,182
fiqa,task1_larger,50,27,50,39,0.015918367346938776,33,18,1,False,0,39
fiqa,task1_larger,50,28,50,83,0.03387755102040816,22,29,1,False,0,83
fiqa,task1_larger,50,30,50,93,0.037959183673469385,25,26,1,False,0,93
fiqa,task1_larger,50,31,50,136,0.05551020408163265,17,34,1,False,0,136
fiqa,task1_larger,50,32,50,153,0.062448979591836734,13,38,1,False,11,142
fiqa,task1_larger,50,33,50,166,0.06775510204081632,15,36,1,False,15,151
fiqa,task1_larger,50,35,50,90,0.036734693877551024,15,36,1,False,0,90
fiqa,task1_larger,50,36,50,31,0.012653061224489797,31,20,1,False,0,31
fiqa,task1_larger,50,37,50,127,0.05183673469387755,19,32,1,False,1,126
fiqa,task1_larger,50,41,50,59,0.024081632653061225,23,28,1,False,0,59
fiqa,task1_larger,50,43,50,42,0.017142857142857144,30,19,1,False,0,42
fiqa,task1_larger,50,45,50,145,0.05918367346938776,20,31,1,False,10,135
fiqa,task1_larger,50,46,50,69,0.02816326530612245,22,29,1,False,0,69
fiqa,task1_larger,50,47,50,106,0.04326530612244898,18,33,1,False,8,98
fiqa,task1_larger,50,48,50,110,0.044897959183673466,24,27,1,False,0,110
fiqa,task1_larger,50,49,50,44,0.017959183673469388,29,22,1,False,0,44
fiqa,task1_larger,50,51,50,58,0.0236734693877551,17,34,1,False,0,58
fiqa,task1_larger,50,52,50,41,0.01673469387755102,27,24,1,False,0,41
fiqa,task1_larger,50,53,50,49,0.02,20,31,1,False,1,48
fiqa,task1_larger,50,54,50,38,0.015510204081632653,29,22,1,False,0,38
fiqa,task1_larger,50,57,50,71,0.028979591836734694,23,28,1,False,2,69
fiqa,task1_larger,50,59,50,125,0.05102040816326531,13,38,1,False,0,125
fiqa,task1_larger,50,61,50,151,0.061632653061224486,18,33,1,False,15,136
fiqa,task1_larger,50,62,50,91,0.037142857142857144,19,32,1,False,0,91
fiqa,task1_larger,50,63,50,152,0.062040816326530614,15,36,1,False,2,150
fiqa,task1_larger,50,64,50,89,0.036326530612244896,9,42,1,False,11,78
fiqa,task1_larger,50,65,50,171,0.06979591836734694,14,37,1,False,10,161
fiqa,task1_larger,50,66,50,178,0.07265306122448979,14,37,1,False,10,168
fiqa,task1_larger,50,67,50,110,0.044897959183673466,20,31,1,False,0,110
fiqa,task1_larger,50,69,50,69,0.02816326530612245,26,25,1,False,2,67
fiqa,task1_larger,50,70,50,105,0.04285714285714286,19,32,1,False,1,104
fiqa,task1_larger,50,71,50,65,0.026530612244897958,23,28,1,False,1,64
fiqa,task1_larger,50,72,50,62,0.025306122448979593,19,32,1,False,3,59
fiqa,task1_larger,50,74,50,151,0.061632653061224486,14,37,1,False,16,135
fiqa,task1_larger,50,75,50,126,0.05142857142857143,17,34,1,False,15,111
fiqa,task1_larger,50,76,50,72,0.029387755102040815,29,22,1,False,0,72
fiqa,task1_larger,50,78,50,100,0.04081632653061224,19,32,1,False,6,94
fiqa,task1_larger,50,80,50,73,0.02979591836734694,26,25,1,False,3,70
fiqa,task1_larger,50,81,50,185,0.07551020408163266,19,32,1,False,5,180
fiqa,task1_larger,50,82,50,104,0.04244897959183674,17,34,1,False,2,102
fiqa,task1_larger,50,83,50,137,0.05591836734693877,17,34,1,False,0,137
fiqa,task1_larger,50,85,50,88,0.035918367346938776,26,25,1,False,0,88
fiqa,task1_larger,50,86,50,188,0.07673469387755102,10,41,1,False,19,169
fiqa,task1_larger,50,87,50,42,0.017142857142857144,31,20,1,False,3,39
fiqa,task1_larger,50,88,50,102,0.04163265306122449,22,29,1,False,8,94
fiqa,task1_larger,50,91,50,151,0.061632653061224486,13,38,1,False,7,144
fiqa,task1_larger,50,92,50,57,0.02326530612244898,28,23,1,False,0,57
fiqa,task1_larger,50,93,50,168,0.06857142857142857,18,33,1,False,22,146
fiqa,task1_larger,50,95,50,122,0.04979591836734694,22,29,1,False,0,122
fiqa,task1_larger,50,96,50,63,0.025714285714285714,23,28,1,False,0,63
fiqa,task1_larger,50,97,50,230,0.09387755102040816,5,46,1,False,6,224
fiqa,task1_larger,50,99,50,159,0.06489795918367347,16,35,1,False,5,154
fiqa,task1_larger,50,102,50,63,0.025714285714285714,20,31,1,False,2,61
fiqa,task1_larger,50,105,50,55,0.022448979591836733,27,24,1,False,1,54
fiqa,task1_larger,50,107,50,111,0.045306122448979594,19,32,1,False,6,105
fiqa,task1_larger,50,108,50,111,0.045306122448979594,21,30,1,False,3,108
fiqa,task1_larger,50,110,50,86,0.03510204081632653,20,31,1,False,1,85
fiqa,task1_larger,50,111,50,132,0.053877551020408164,15,36,1,False,0,132
fiqa,task1_larger,50,112,50,59,0.024081632653061225,20,31,1,False,7,52
fiqa,task1_larger,50,439,50,59,0.024081632653061225,18,33,1,False,1,58
fiqa,task1_larger,50,442,50,176,0.07183673469387755,11,40,1,False,3,173
fiqa,task1_larger,50,443,50,211,0.08612244897959184,9,42,1,False,20,191
fiqa,task1_larger,50,444,50,137,0.05591836734693877,19,32,1,False,10,127
fiqa,task1_larger,50,445,50,182,0.07428571428571429,13,38,1,False,0,182
fiqa,task1_larger,50,446,50,138,0.0563265306122449,16,35,1,False,1,137
fiqa,task1_larger,50,447,50,438,0.17877551020408164,1,50,1,False,70,368
fiqa,task1_larger,50,448,50,131,0.053469387755102044,17,33,1,False,0,131
fiqa,task1_larger,50,449,50,60,0.024489795918367346,24,27,1,False,0,60
fiqa,task1_larger,50,450,50,117,0.04775510204081632,14,37,1,False,19,98
fiqa,task1_larger,50,452,50,190,0.07755102040816327,19,32,1,False,1,189
fiqa,task1_larger,50,453,50,70,0.02857142857142857,23,28,1,False,0,70
fiqa,task1_larger,50,454,50,65,0.026530612244897958,17,34,1,False,10,55
fiqa,task1_larger,50,456,50,72,0.029387755102040815,14,37,1,False,5,67
fiqa,task1_larger,50,457,50,146,0.05959183673469388,13,38,1,False,22,124
fiqa,task1_larger,50,458,50,158,0.06448979591836734,14,37,1,False,25,133
fiqa,task1_larger,50,460,50,244,0.09959183673469388,16,35,1,False,3,241
fiqa,task1_larger,50,461,50,33,0.013469387755102041,32,19,1,False,0,33
fiqa,task1_larger,50,462,50,52,0.02122448979591837,28,22,1,False,0,52
fiqa,task1_larger,50,464,50,94,0.03836734693877551,18,33,1,False,0,94
fiqa,task1_larger,50,465,50,53,0.02163265306122449,28,23,1,False,0,53
fiqa,task1_larger,50,466,50,0,0,50,1,1,False,0,0
fiqa,task1_larger,50,467,50,70,0.02857142857142857,28,23,1,False,0,70
fiqa,task1_larger,50,468,50,55,0.022448979591836733,25,26,1,False,4,51
fiqa,task1_larger,50,470,50,51,0.020816326530612245,30,21,1,False,1,50
fiqa,task1_larger,50,471,50,90,0.036734693877551024,22,29,1,False,2,88
fiqa,task1_larger,50,472,50,110,0.044897959183673466,19,32,1,False,10,100
fiqa,task1_larger,50,473,50,57,0.02326530612244898,24,27,1,False,0,57
fiqa,task1_larger,50,474,50,97,0.03959183673469388,17,34,1,False,7,90
fiqa,task1_larger,50,478,50,86,0.03510204081632653,26,25,1,False,0,86
fiqa,task1_larger,50,479,50,229,0.09346938775510204,9,42,1,False,9,220
fiqa,task1_larger,50,480,50,37,0.015102040816326531,26,25,1,False,0,37
fiqa,task1_larger,50,481,50,243,0.09918367346938775,4,47,1,False,0,243
fiqa,task1_larger,50,482,50,68,0.027755102040816326,21,30,1,False,0,68
fiqa,task1_larger,50,485,50,109,0.044489795918367346,23,28,1,False,0,109
fiqa,task1_larger,50,486,50,86,0.03510204081632653,22,29,1,False,1,85
fiqa,task1_larger,50,487,50,43,0.017551020408163264,25,26,1,False,0,43
fiqa,task1_larger,50,488,50,361,0.1473469387755102,6,45,1,False,0,361
fiqa,task1_larger,50,489,50,22,0.008979591836734694,36,15,1,False,0,22
fiqa,task1_larger,50,490,50,71,0.028979591836734694,22,29,1,False,0,71
fiqa,task1_larger,50,491,50,30,0.012244897959183673,20,31,1,False,4,26
fiqa,task1_larger,50,493,50,117,0.04775510204081632,22,29,1,False,4,113
fiqa,task1_larger,50,494,50,143,0.05836734693877551,18,33,1,False,4,139
fiqa,task1_larger,50,497,50,134,0.054693877551020405,11,40,1,False,4,130
fiqa,task1_larger,50,498,50,54,0.022040816326530613,28,23,1,False,0,54
hotpotqa,canonical,10,5a8c7595554299585d9e36b6,10,35,0.3888888888888889,1,10,1,False,20,15
hotpotqa,canonical,10,5a85ea095542994775f606a8,10,29,0.32222222222222224,1,10,1,False,5,24
hotpotqa,canonical,10,5adbf0a255429947ff17385a,10,31,0.34444444444444444,1,10,1,False,16,15
hotpotqa,canonical,10,5a8e3ea95542995a26add48d,10,16,0.17777777777777778,1,10,1,False,4,12
hotpotqa,canonical,10,5a85b2d95542997b5ce40028,10,15,0.16666666666666666,1,10,1,False,0,15
hotpotqa,canonical,10,5a87ab905542996e4f3088c1,10,24,0.26666666666666666,1,10,1,False,8,16
hotpotqa,canonical,10,5a7bbb64554299042af8f7cc,10,24,0.26666666666666666,1,10,1,False,2,22
hotpotqa,canonical,10,5a7166395542994082a3e814,10,19,0.2111111111111111,1,10,1,False,6,13
hotpotqa,canonical,10,5a877e5d5542993e715abf7d,10,21,0.23333333333333334,1,10,1,False,0,21
hotpotqa,canonical,10,5ab3b0bf5542992ade7c6e39,10,25,0.2777777777777778,1,10,1,False,6,19
hotpotqa,canonical,10,5ab56e32554299637185c594,10,25,0.2777777777777778,1,10,1,False,17,8
hotpotqa,canonical,10,5ab6d09255429954757d337d,10,25,0.2777777777777778,1,10,1,False,8,17
hotpotqa,canonical,10,5a75e05c55429976ec32bc5f,10,16,0.17777777777777778,1,10,1,False,7,9
hotpotqa,canonical,10,5ab3e45655429976abd1bcd4,10,24,0.26666666666666666,1,10,1,False,15,9
hotpotqa,canonical,10,5ae0d4c9554299603e418468,10,18,0.2,1,10,1,False,7,11
hotpotqa,canonical,10,5a8133725542995ce29dcbdb,10,35,0.3888888888888889,1,10,1,False,14,21
hotpotqa,canonical,10,5ae6050f55429929b0807a5e,10,10,0.1111111111111111,1,10,1,False,0,10
hotpotqa,canonical,10,5adddccd5542997dc7907069,10,31,0.34444444444444444,1,10,1,False,25,6
hotpotqa,canonical,10,5ae22b8d554299234fd0440f,10,27,0.3,1,10,1,False,15,12
hotpotqa,canonical,10,5a722b8655429971e9dc9329,10,36,0.4,1,10,1,False,25,11
hotpotqa,canonical,10,5adf37a95542995ec70e8f97,10,36,0.4,1,10,1,False,23,13
hotpotqa,canonical,10,5abd259d55429924427fcf1a,10,26,0.28888888888888886,1,10,1,False,6,20
hotpotqa,canonical,10,5a828c8355429966c78a6a50,10,34,0.37777777777777777,1,10,1,False,8,26
hotpotqa,canonical,10,5a8a3e745542996c9b8d5e70,10,29,0.32222222222222224,1,10,1,False,7,22
hotpotqa,canonical,10,5ac23ff0554299636651994d,10,21,0.23333333333333334,1,10,1,False,8,13
hotpotqa,canonical,10,5ae0361155429925eb1afc2c,10,28,0.3111111111111111,1,10,1,False,14,14
hotpotqa,canonical,10,5abc0a5d5542993f40c73c64,10,24,0.26666666666666666,1,10,1,False,4,20
hotpotqa,canonical,10,5a7cc50e554299452d57ba3e,10,30,0.3333333333333333,1,10,1,False,10,20
hotpotqa,canonical,10,5abf63f15542997ec76fd3ea,10,29,0.32222222222222224,1,10,1,False,10,19
hotpotqa,canonical,10,5a8ef2a75542995a26add583,10,15,0.16666666666666666,1,10,1,False,9,6
hotpotqa,canonical,10,5a80721b554299485f5985ef,10,35,0.3888888888888889,1,10,1,False,11,24
hotpotqa,canonical,10,5ab51dae5542991779162d82,10,29,0.32222222222222224,1,10,1,False,12,17
hotpotqa,canonical,10,5a7571135542992d0ec05f98,10,9,0.1,1,10,1,False,6,3
hotpotqa,canonical,10,5a7a0e1e5542990783324e1a,10,31,0.34444444444444444,1,10,1,False,13,18
hotpotqa,canonical,10,5a74106b55429979e288289e,10,22,0.24444444444444444,1,10,1,False,6,16
hotpotqa,canonical,10,5a79311755429970f5fffe67,10,15,0.16666666666666666,1,10,1,False,7,8
hotpotqa,canonical,10,5ab2d3df554299194fa9352c,10,25,0.2777777777777778,1,10,1,False,10,15
hotpotqa,canonical,10,5a760ab65542994ccc918697,10,14,0.15555555555555556,1,10,1,False,2,12
hotpotqa,canonical,10,5a7d54165542995f4f402256,10,36,0.4,1,10,1,False,22,14
hotpotqa,canonical,10,5ab859a955429934fafe6d7b,10,26,0.28888888888888886,1,10,1,False,2,24
hotpotqa,canonical,10,5add61d65542995b365fab21,10,20,0.2222222222222222,2,9,1,False,3,17
hotpotqa,canonical,10,5abbf698554299114383a0b5,10,25,0.2777777777777778,1,10,1,False,15,10
hotpotqa,canonical,10,5ab84bf555429916710eb01f,10,26,0.28888888888888886,1,10,1,False,6,20
hotpotqa,canonical,10,5ab96ab755429970cfb8eacd,10,28,0.3111111111111111,1,10,1,False,8,20
hotpotqa,canonical,10,5a8a43eb5542996c9b8d5e82,10,13,0.14444444444444443,1,10,1,False,0,13
hotpotqa,canonical,10,5a7320565542991f9a20c61d,10,23,0.25555555555555554,1,10,1,False,2,21
hotpotqa,canonical,10,5a8b20335542996c9b8d5fb3,10,36,0.4,1,10,1,False,10,26
hotpotqa,canonical,10,5a85fb085542994775f606de,10,16,0.17777777777777778,1,10,1,False,3,13
hotpotqa,canonical,10,5a8f4c8d554299458435d5a3,10,24,0.26666666666666666,1,10,1,False,0,24
hotpotqa,canonical,10,5a80840f554299485f59863b,10,9,0.1,1,10,1,False,1,8
hotpotqa,canonical,10,5ae7ba7a5542993210983f12,10,25,0.2777777777777778,1,10,1,False,0,25
hotpotqa,canonical,10,5ac2acff55429921a00ab02b,10,11,0.12222222222222222,3,8,1,False,1,10
hotpotqa,task1_larger,35,5a8c7595554299585d9e36b6,35,97,0.08151260504201681,15,21,1,False,21,76
hotpotqa,task1_larger,35,5a85ea095542994775f606a8,35,114,0.0957983193277311,10,26,1,False,3,111
hotpotqa,task1_larger,35,5adbf0a255429947ff17385a,35,159,0.13361344537815126,5,31,1,False,48,111
hotpotqa,task1_larger,35,5a8e3ea95542995a26add48d,35,54,0.0453781512605042,18,18,1,False,4,50
hotpotqa,task1_larger,35,5a85b2d95542997b5ce40028,35,38,0.031932773109243695,17,19,1,False,0,38
hotpotqa,task1_larger,35,5a87ab905542996e4f3088c1,35,87,0.073109243697479,5,31,1,False,8,79
hotpotqa,task1_larger,35,5a7bbb64554299042af8f7cc,35,98,0.08235294117647059,15,21,1,False,2,96
