dataset,pool_label,pool_size,metric_cutoff,construction,regime,query_id,n_edges,density,mutual_pair_count,is_cyclic,n_edges_removed,removed_weight,copeland_ndcg_unrepaired,copeland_ndcg_repaired,copeland_ndcg_delta,balance_ndcg_unrepaired,balance_ndcg_repaired,balance_ndcg_delta
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,df39e24c3cc21dc4c79995ec2b424a37dac999c7,522,0.21306122448979592,0,False,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,74bd4761b373447079c6e5cd31832c00fab2fa77,595,0.24285714285714285,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,ddbf21ca1de9617894b15d45787a27557f02a494,612,0.24979591836734694,0,True,2,0.4793436403511288,0.13565197343244778,0.13565197343244778,0.0,0.13565197343244778,0.13565197343244778,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,f754cab548f2c209ea7d932084ef768b92b27614,447,0.18244897959183673,0,True,2,0.4091971121257071,0.46927872602275644,0.46927872602275644,0.0,0.23463936301137822,0.23463936301137822,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,373f76633cc1f6c7a421e31c989842021a52fca4,571,0.2330612244897959,0,True,13,3.5511004037919895,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,01d208b33561362f7714f714d3bc4a1f7aa1637c,524,0.21387755102040817,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,f365ce3e68cb3795887e93baf5fed5d783b3904e,414,0.1689795918367347,0,False,0,0.0,0.6131471927654584,0.6131471927654584,0.0,0.6131471927654584,0.6131471927654584,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,28e0707528f78fecb26fe7f003d94f6a5de32b98,570,0.23265306122448978,0,True,3,0.6881103331560118,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,fa8042d025895e22af2d9df3ffb9f67438610fcc,611,0.2493877551020408,0,False,0,0.0,0.28097267762005274,0.28097267762005274,0.0,0.28097267762005274,0.28097267762005274,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,ae2b67d03512dd0f13a68636d1d7f83cc889318a,523,0.21346938775510205,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,b8397b4418bb1d576210d9a39d44725d6ffb2a44,608,0.24816326530612245,0,True,3,0.7320124454543588,0.6309297535714575,0.6309297535714575,0.0,0.6309297535714575,0.6309297535714575,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,ebf4ef0701e6f6c2050e5bed0be54fd4d8a1d991,324,0.13224489795918368,0,True,3,0.6826874427728772,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,af441a4f1b754ad9b3a4401e8361ad9b66786778,722,0.2946938775510204,0,True,1,0.18181951236050425,0.6963212427055517,0.6963212427055517,0.0,0.7081372529387284,0.7081372529387284,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,8bb3a478db8951f42198a885d7245d58036ba55c,756,0.30857142857142855,0,True,1,0.2292167089929993,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,9e76a700f03ef476b964b27e23c071163e44c232,741,0.30244897959183675,0,False,0,0.0,0.8449778036213867,0.8449778036213867,0.0,0.8033143750728156,0.8033143750728156,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,43da9037d50745002195abb864243ecc75d4b040,730,0.2979591836734694,0,True,17,3.812498777366138,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,b21951a276dd940e052676b06e193f65fdc297f9,614,0.2506122448979592,0,True,5,1.3329560886171659,0.2890648263178879,0.2890648263178879,0.0,0.3333333333333333,0.3333333333333333,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,b9d502d98e3bb19f8179a4363e3f28c6b6def7a8,676,0.27591836734693875,0,True,2,0.4951233686590688,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,399acab2bee6eccbfffe4a2ce688b6b1075e9c5e,341,0.13918367346938776,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,4649e3279edf653135f1f31da3e242ba451a93de,750,0.30612244897959184,0,True,20,5.4967276261268765,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,4ab6e67519411dbdb69c6111a3b8d5f334ebb579,760,0.31020408163265306,0,True,4,0.8433284331769709,0.20438239758848611,0.20438239758848611,0.0,0.20438239758848611,0.20438239758848611,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,924544f503070bb390cc51e4bac9cbb3171aa03f,639,0.26081632653061226,0,True,3,0.684000112723471,0.23719771276929622,0.23719771276929622,0.0,0.21840743681816419,0.21840743681816419,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,d2e6250e95af09fefbe638f1580420476a2ecaee,496,0.20244897959183675,0,True,1,0.1930429287786169,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,post_pool_minmax,ms1_drop_mutual,79e13ff4a21f13d3839422568274ea84a9fe42b5,584,0.2383673469387755,0,True,6,1.5395973717719322,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,78495383450e02c5fe817e408726134b3084905d,170,0.06938775510204082,0,False,0,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,177,0.07224489795918368,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,8c872ecd87945e71fcd9fa1b6cb1133cfe805bf2,211,0.08612244897959184,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,3a63667284dc8b9687ed1620406030bfe39af3c9,332,0.13551020408163264,0,False,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,071f47b7bc5830643e31dbed82e0375bf9b26559,167,0.06816326530612245,0,False,0,0.0,0.7653606369886217,0.7653606369886217,0.0,0.7653606369886217,0.7653606369886217,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,ee9596725d1db17f2b1e2207dd3ea260343bfe4f,253,0.10326530612244898,0,False,0,0.0,0.715696758318853,0.715696758318853,0.0,0.7668091220635322,0.7668091220635322,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,a65196dfff31425281c690a7f2ca65247147da6b,275,0.11224489795918367,0,False,0,0.0,0.0,0.0,0.0,0.17723928678404774,0.17723928678404774,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,a04b5b99f5d9d8748843e870536a4a9f65562012,480,0.19591836734693877,0,False,0,0.0,0.312706129752478,0.312706129752478,0.0,0.28097267762005274,0.28097267762005274,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,259,0.10571428571428572,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,224,0.09142857142857143,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,648678f1edab0d2139958070744b826d2b24c79e,109,0.044489795918367346,0,False,0,0.0,0.6508205185601091,0.6508205185601091,0.0,0.6713860725233041,0.6713860725233041,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,66,0.026938775510204082,0,False,0,0.0,0.3562071871080222,0.3562071871080222,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,4715401473dca02ebaa5bdd4d4003705ed91c380,338,0.13795918367346938,0,False,0,0.0,0.3903800499921017,0.3903800499921017,0.0,0.3903800499921017,0.3903800499921017,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,6519bf5580fcdcc9c50fd72c6c8dc5d040d443e8,370,0.1510204081632653,0,False,0,0.0,0.38685280723454163,0.38685280723454163,0.0,0.38685280723454163,0.38685280723454163,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,3be10c45163c61dfb9f250412699b3f8cb0ada1d,262,0.10693877551020409,0,False,0,0.0,0.2890648263178879,0.2890648263178879,0.0,0.31546487678572877,0.31546487678572877,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,566c89a1ace18f57ac3212e6d62634b501990b31,130,0.053061224489795916,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,370fda29c5aaff285311a87824c5f28db33da021,350,0.14285714285714285,0,False,0,0.0,0.1480409554829326,0.1480409554829326,0.0,0.14126697285982898,0.14126697285982898,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,6c89453c09abde95d998f5acd244f00519472ee0,263,0.1073469387755102,0,False,0,0.0,0.6309297535714575,0.6309297535714575,0.0,0.43067655807339306,0.43067655807339306,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,74d4bf32242a3d22df63e0cd3c7b5a0038220cd2,405,0.1653061224489796,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,714c194a2fc326151b905270558aa137f9f22730,292,0.11918367346938775,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,c79b88a8d8ba491cead38b431703d84015153a8f,207,0.08448979591836735,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,b2a20116c0609e23d3adfeaa604500fddca66178,139,0.05673469387755102,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,8a93cd1b6fbf7c8c86637bae18d979dafeb9a7c1,116,0.0473469387755102,0,False,0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.3010299956639812,0.3010299956639812,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,281b6888d5df1dddb350fac4e9be5c8272519109,99,0.04040816326530612,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,0a40663fdcf7c5fb7cfc459693116c41309e7eca,120,0.04897959183673469,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,8501e330d78391f4e690886a8eb8fac867704ea6,191,0.07795918367346939,0,False,0,0.0,0.2640681225725909,0.2640681225725909,0.0,0.2640681225725909,0.2640681225725909,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,beac53e8074b4822943a3374ff5e9fed98a891b8,327,0.13346938775510203,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,107,0.043673469387755105,0,False,0,0.0,0.17723928678404774,0.17723928678404774,0.0,0.19342640361727081,0.19342640361727081,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,7db20fcc1d71edc32c365f145148d24b9f1427a5,126,0.05142857142857143,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,335ad0ff82c728aca99fb0059c607cb18129526f,36,0.014693877551020407,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,04e4034344bda5c97015ea634e6eb1b65ef3a898,302,0.12326530612244897,0,False,0,0.0,0.5307212739772434,0.5307212739772434,0.0,0.5307212739772434,0.5307212739772434,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,271a4077c037b86fb7daf6bff3e66682322ff7d7,69,0.02816326530612245,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,3d23666c6d97d6ba3c86044d83c697821084bed6,294,0.12,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,fd4537b92ab9fa7c653e9e5b9c4f815914a498c0,209,0.08530612244897959,0,False,0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.3010299956639812,0.3010299956639812,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,191ea925c2115755b44380c99d84f4a1099b4dcd,209,0.08530612244897959,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,458f1428273254fc5dd399f3c104f507680ddd54,193,0.07877551020408163,0,False,0,0.0,0.6131471927654584,0.6131471927654584,0.0,0.6131471927654584,0.6131471927654584,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,19115f66f6ac1c02568bbb38eceedfa3521a8cc2,252,0.10285714285714286,0,False,0,0.0,0.19342640361727081,0.19342640361727081,0.0,0.20438239758848611,0.20438239758848611,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,84424eee012089dac9414979f0cb1465c97c4408,176,0.07183673469387755,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,5bb6b779de7929c573f39cd84169cafbd72e5bae,323,0.13183673469387755,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,7b6652910c5cc0df9ff6bc91912a02e58a742d26,115,0.04693877551020408,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,df0ef17f63582603dafb1ac5c489dec1416ecbf4,143,0.05836734693877551,0,False,0,0.0,0.21840743681816419,0.21840743681816419,0.0,0.20438239758848611,0.20438239758848611,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,f2d5039b55d626ef5466a80e950bddd5cc1819d4,163,0.06653061224489797,0,False,0,0.0,0.6257049680303419,0.6257049680303419,0.0,0.6257049680303419,0.6257049680303419,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,7492683af60d02dbd658acdc61249571f8c20fc8,176,0.07183673469387755,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,f7f32e86c23a902ac55fba8b8191026f563bec5b,234,0.09551020408163265,0,False,0,0.0,0.13565197343244778,0.13565197343244778,0.0,0.13565197343244778,0.13565197343244778,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,a22e737d38a1bc671893a7ed341aba436571097a,96,0.03918367346938775,0,False,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,4b80771429b786ea87740738378ba1eb1504a57f,156,0.0636734693877551,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,9003fb79e7848ced3be975c3d87a9348a4b8d377,147,0.06,0,False,0,0.0,0.8315546295836225,0.8315546295836225,0.0,0.8315546295836225,0.8315546295836225,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,ac58b487e864afafe71c6158553eed10fbc8eef5,243,0.09918367346938775,0,False,0,0.0,0.7039180890341347,0.7039180890341347,0.0,0.7039180890341347,0.7039180890341347,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,30c9a7660281ad8e4538ff9beb20282c74fac810,112,0.045714285714285714,0,True,1,0.5200943210912463,0.18154179253735267,0.16716045496620227,-0.014381337571150399,0.18154179253735267,0.16716045496620227,-0.014381337571150399
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,129397ed6557da93db5ba18cf112ee7b0a7927d8,308,0.12571428571428572,0,False,0,0.0,0.41443699955334395,0.41443699955334395,0.0,0.23719771276929622,0.23719771276929622,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,1a66df57f88e689438d505474eff73e3a9180c5b,143,0.05836734693877551,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,e00ab75a8aa637d9c4c5c020e9f2c54b31528031,174,0.07102040816326531,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,7707c7aac35a4d206eb061305256452051ae4dcf,305,0.12448979591836734,0,False,0,0.0,0.46927872602275644,0.46927872602275644,0.0,0.2960819109658652,0.2960819109658652,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,23386571ed332e4a465c0a6fa899f310caa217c8,166,0.06775510204081632,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,e7ec9e900556d9d9e47b274911ad304bcf198256,370,0.1510204081632653,0,False,0,0.0,0.8539316501572937,0.8539316501572937,0.0,0.8539316501572937,0.8539316501572937,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,ca464085b3da330f2ea895543a78c446a3af1bb6,255,0.10408163265306122,0,False,0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,f09db8a42d713774483f023b31e0ee96361823f4,116,0.0473469387755102,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,958ebc7e24012b419316489515f2c2f908773bd5,212,0.08653061224489796,0,False,0,0.0,0.6131471927654584,0.6131471927654584,0.0,0.6131471927654584,0.6131471927654584,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,73d54af530d22599cc76b9785ae0a663cc694df2,371,0.15142857142857144,0,False,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,de77514c78432a0b17cf30baa024434173908f89,149,0.060816326530612246,0,False,0,0.0,0.46927872602275644,0.46927872602275644,0.0,0.46927872602275644,0.46927872602275644,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,7c88a0f765ce3c9025345cf133251cb947fe6ee5,267,0.1089795918367347,0,False,0,0.0,0.448643819352159,0.448643819352159,0.0,0.44130740935663865,0.44130740935663865,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,a9d7e7e918a68d1b95c6c6b29f7fabbbe01010f7,119,0.04857142857142857,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,0bfa2ab02f3c9a9fe06fcebf34bd8f371e206512,211,0.08612244897959184,0,False,0,0.0,0.23719771276929622,0.23719771276929622,0.0,0.21840743681816419,0.21840743681816419,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,5e1b80b4774582b948c6dcd656daaba6724ffc2d,140,0.05714285714285714,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,382bbb79d7ffda63395db3d9b4ebce55d0b2f038,242,0.09877551020408164,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,f7bdc97a6b4c5d65c145479ae74b3a244121ae89,307,0.1253061224489796,0,False,0,0.0,0.11751610475642714,0.11751610475642714,0.0,0.11751610475642714,0.11751610475642714,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,e659e72b7962c9ad586a2d35a7099550102fb054,334,0.1363265306122449,0,False,0,0.0,0.2685357229842324,0.2685357229842324,0.0,0.2691828628414762,0.2691828628414762,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,3136f52540fb7925998eff94e9c016d2e1a6fe12,234,0.09551020408163265,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,0bf046038a555bc848030a28530f9836e5611b96,222,0.09061224489795919,0,False,0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,5a4b46ef8898610ab16a1ced6f4a976db0f1962c,182,0.07428571428571429,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,232427099d4a8acf1dc29efc852f09c5964e6165,207,0.08448979591836735,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,100636ca50edf63d4336bb071f3e172cb0ebccaa,227,0.0926530612244898,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,7a373793804ea9813d64641919e14841f927c38f,272,0.1110204081632653,0,False,0,0.0,0.3065735963827292,0.3065735963827292,0.0,0.3065735963827292,0.3065735963827292,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,e788f08148b4b06f4e537b27b51338f1c88ccea8,175,0.07142857142857142,0,False,0,0.0,0.6131471927654584,0.6131471927654584,0.0,0.6131471927654584,0.6131471927654584,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,8fad88b5678bfecab78d0d6389f649ccfb310d22,157,0.06408163265306123,0,False,0,0.0,0.15642624200758548,0.15642624200758548,0.0,0.1480409554829326,0.1480409554829326,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,e48e9cf407af2694ecfefd441c2c28faffdf0835,396,0.16163265306122448,0,False,0,0.0,0.6843515475204855,0.6843515475204855,0.0,0.5147714448836774,0.5147714448836774,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,065985d4d0854c51f52ad7a7507b267d9b88ab1c,169,0.06897959183673469,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,44a56dc083e3e2b07f11aae29c1ee560f46efa4a,325,0.1326530612244898,0,False,0,0.0,0.14126697285982898,0.14126697285982898,0.0,0.13565197343244778,0.13565197343244778,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,3b198869df03d98b81c0c882753845a3bca36c63,228,0.09306122448979592,0,False,0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,9a7e12ef462e779263ee3f2dd415d2d21233f15d,130,0.053061224489795916,0,False,0,0.0,0.6309297535714575,0.6309297535714575,0.0,0.6309297535714575,0.6309297535714575,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,76dac031066a95715a3b116eb2094ec9bdd15171,144,0.05877551020408163,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,26ebc1b9e21db68d5abf01acd2a0c38d260c65a1,238,0.09714285714285714,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,a1be02429ab4ec852656f8833c3160f4592cc547,73,0.02979591836734694,0,False,0,0.0,0.43067655807339306,0.43067655807339306,0.0,0.6309297535714575,0.6309297535714575,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,a1f5c39aece58f6504e0334d96eaede32c7329cf,263,0.1073469387755102,0,False,0,0.0,0.20210734650054757,0.20210734650054757,0.0,0.20210734650054757,0.20210734650054757,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,8ff6581f94c366e34c6f2d55806f7781194c33c8,260,0.10612244897959183,0,False,0,0.0,0.23719771276929622,0.23719771276929622,0.0,0.23719771276929622,0.23719771276929622,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,fd65ca4e3ae95302f74bf863988cdb95d6a12824,504,0.2057142857142857,0,False,0,0.0,0.5,0.5,0.0,0.5,0.5,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,3565d884735ead613a5aa0903f06a2cc86d05b6b,267,0.1089795918367347,0,False,0,0.0,0.7227265726449519,0.7227265726449519,0.0,0.7227265726449519,0.7227265726449519,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,c2e57b2871fdfd06566820c5329815ac06f66197,68,0.027755102040816326,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,59e2037f5079794cb9128c7f0900a568ced14c2a,199,0.08122448979591837,0,False,0,0.0,0.123151194370365,0.123151194370365,0.0,0.123151194370365,0.123151194370365,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,3f95e155b1c40911149fe994197a502ef44ebbbe,332,0.13551020408163264,0,False,0,0.0,0.3065735963827292,0.3065735963827292,0.0,0.3065735963827292,0.3065735963827292,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,0674058618d04def58c79a0b28174301ef591433,235,0.09591836734693877,0,False,0,0.0,0.18457569677956817,0.18457569677956817,0.0,0.19342640361727081,0.19342640361727081,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,23a7c8d9f142184d28e56b0751e172fef6539275,235,0.09591836734693877,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,ee6b940d3ae36f9b124586b15a49cec45f24b90a,256,0.10448979591836735,0,False,0,0.0,0.44615333764087994,0.44615333764087994,0.0,0.32703966649239957,0.32703966649239957,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,2bd338ef8751b62d23e53fbb44d67042d634da2f,96,0.03918367346938775,0,True,1,0.4565943061779315,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,ddbb6e0913ac127004be73e2d4097513a8f02d37,333,0.13591836734693877,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,d6b56cc6e05300426b6194dd3f6a38720678827e,239,0.09755102040816327,0,False,0,0.0,0.15101961822780524,0.15101961822780524,0.0,0.15101961822780524,0.15101961822780524,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,df39e24c3cc21dc4c79995ec2b424a37dac999c7,138,0.0563265306122449,0,False,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,74bd4761b373447079c6e5cd31832c00fab2fa77,142,0.05795918367346939,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scidocs,task1_larger,50,10,pre_pool_minmax,ms2,ddbf21ca1de9617894b15d45787a27557f02a494,208,0.08489795918367347,0,False,0,0.0,0.1480409554829326,0.1480409554829326,0.0,0.14126697285982898,0.14126697285982898,0.0
