dataset,pool_label,regime,query_id,post_pool_removed_count,pre_pool_removed_count,removed_edge_jaccard
fiqa,canonical,ms1_drop_mutual,489,0,0,1.0
fiqa,canonical,ms1_drop_mutual,49,0,0,1.0
fiqa,canonical,ms1_drop_mutual,490,0,0,1.0
fiqa,canonical,ms1_drop_mutual,491,0,0,1.0
fiqa,canonical,ms1_drop_mutual,493,1,1,1.0
fiqa,canonical,ms1_drop_mutual,494,0,0,1.0
fiqa,canonical,ms1_drop_mutual,497,0,0,1.0
fiqa,canonical,ms1_drop_mutual,498,0,0,1.0
fiqa,canonical,ms1_drop_mutual,5,0,0,1.0
fiqa,canonical,ms1_drop_mutual,51,5,4,0.8
fiqa,canonical,ms1_drop_mutual,52,0,0,1.0
fiqa,canonical,ms1_drop_mutual,53,1,1,1.0
fiqa,canonical,ms1_drop_mutual,54,0,0,1.0
fiqa,canonical,ms1_drop_mutual,57,0,0,1.0
fiqa,canonical,ms1_drop_mutual,59,0,0,1.0
fiqa,canonical,ms1_drop_mutual,6,0,0,1.0
fiqa,canonical,ms1_drop_mutual,61,0,0,1.0
fiqa,canonical,ms1_drop_mutual,62,1,1,1.0
fiqa,canonical,ms1_drop_mutual,63,0,0,1.0
fiqa,canonical,ms1_drop_mutual,64,0,0,1.0
fiqa,canonical,ms1_drop_mutual,65,0,2,0.0
fiqa,canonical,ms1_drop_mutual,66,2,2,1.0
fiqa,canonical,ms1_drop_mutual,67,0,0,1.0
fiqa,canonical,ms1_drop_mutual,69,0,1,0.0
fiqa,canonical,ms1_drop_mutual,7,1,1,0.0
fiqa,canonical,ms1_drop_mutual,70,0,0,1.0
fiqa,canonical,ms1_drop_mutual,71,1,2,0.5
fiqa,canonical,ms1_drop_mutual,72,0,0,1.0
fiqa,canonical,ms1_drop_mutual,74,0,0,1.0
fiqa,canonical,ms1_drop_mutual,75,0,0,1.0
fiqa,canonical,ms1_drop_mutual,76,0,0,1.0
fiqa,canonical,ms1_drop_mutual,78,0,0,1.0
fiqa,canonical,ms1_drop_mutual,80,0,0,1.0
fiqa,canonical,ms1_drop_mutual,81,0,0,1.0
fiqa,canonical,ms1_drop_mutual,82,0,0,1.0
fiqa,canonical,ms1_drop_mutual,83,0,0,1.0
fiqa,canonical,ms1_drop_mutual,85,0,0,1.0
fiqa,canonical,ms1_drop_mutual,86,2,2,1.0
fiqa,canonical,ms1_drop_mutual,87,0,7,0.0
fiqa,canonical,ms1_drop_mutual,88,1,1,1.0
fiqa,canonical,ms1_drop_mutual,9,0,0,1.0
fiqa,canonical,ms1_drop_mutual,91,1,1,0.0
fiqa,canonical,ms1_drop_mutual,92,5,2,0.16666666666666666
fiqa,canonical,ms1_drop_mutual,93,0,0,1.0
fiqa,canonical,ms1_drop_mutual,95,0,0,1.0
fiqa,canonical,ms1_drop_mutual,96,4,3,0.75
fiqa,canonical,ms1_drop_mutual,97,0,0,1.0
fiqa,canonical,ms1_drop_mutual,99,0,0,1.0
fiqa,canonical,ms2,0,0,0,1.0
fiqa,canonical,ms2,102,0,0,1.0
fiqa,canonical,ms2,105,0,0,1.0
fiqa,canonical,ms2,107,0,0,1.0
fiqa,canonical,ms2,108,0,0,1.0
fiqa,canonical,ms2,11,0,0,1.0
fiqa,canonical,ms2,110,0,0,1.0
fiqa,canonical,ms2,111,0,0,1.0
fiqa,canonical,ms2,112,0,0,1.0
fiqa,canonical,ms2,12,0,0,1.0
fiqa,canonical,ms2,13,0,0,1.0
fiqa,canonical,ms2,14,0,0,1.0
fiqa,canonical,ms2,16,0,0,1.0
fiqa,canonical,ms2,19,0,0,1.0
fiqa,canonical,ms2,20,0,0,1.0
fiqa,canonical,ms2,21,0,0,1.0
fiqa,canonical,ms2,23,0,0,1.0
fiqa,canonical,ms2,25,0,0,1.0
fiqa,canonical,ms2,27,0,0,1.0
fiqa,canonical,ms2,28,0,0,1.0
fiqa,canonical,ms2,30,0,0,1.0
fiqa,canonical,ms2,31,0,0,1.0
fiqa,canonical,ms2,32,0,0,1.0
fiqa,canonical,ms2,33,0,0,1.0
fiqa,canonical,ms2,35,0,0,1.0
fiqa,canonical,ms2,36,0,0,1.0
fiqa,canonical,ms2,37,0,0,1.0
fiqa,canonical,ms2,4,0,0,1.0
fiqa,canonical,ms2,41,0,0,1.0
fiqa,canonical,ms2,43,0,0,1.0
fiqa,canonical,ms2,439,0,0,1.0
fiqa,canonical,ms2,442,0,0,1.0
fiqa,canonical,ms2,443,0,0,1.0
fiqa,canonical,ms2,444,0,0,1.0
fiqa,canonical,ms2,445,0,0,1.0
fiqa,canonical,ms2,446,0,0,1.0
fiqa,canonical,ms2,447,0,0,1.0
fiqa,canonical,ms2,448,0,0,1.0
fiqa,canonical,ms2,449,0,0,1.0
fiqa,canonical,ms2,45,0,0,1.0
fiqa,canonical,ms2,450,0,0,1.0
fiqa,canonical,ms2,452,0,0,1.0
fiqa,canonical,ms2,453,0,0,1.0
fiqa,canonical,ms2,454,0,0,1.0
fiqa,canonical,ms2,456,0,0,1.0
fiqa,canonical,ms2,457,0,0,1.0
fiqa,canonical,ms2,458,0,0,1.0
fiqa,canonical,ms2,46,0,0,1.0
fiqa,canonical,ms2,460,0,0,1.0
fiqa,canonical,ms2,461,0,0,1.0
fiqa,canonical,ms2,462,0,0,1.0
fiqa,canonical,ms2,464,0,0,1.0
fiqa,canonical,ms2,465,0,0,1.0
fiqa,canonical,ms2,466,0,0,1.0
fiqa,canonical,ms2,467,0,0,1.0
fiqa,canonical,ms2,468,0,0,1.0
fiqa,canonical,ms2,47,0,0,1.0
fiqa,canonical,ms2,470,0,0,1.0
fiqa,canonical,ms2,471,0,0,1.0
fiqa,canonical,ms2,472,0,0,1.0
fiqa,canonical,ms2,473,0,0,1.0
fiqa,canonical,ms2,474,0,0,1.0
fiqa,canonical,ms2,478,0,0,1.0
fiqa,canonical,ms2,479,0,0,1.0
fiqa,canonical,ms2,48,0,0,1.0
fiqa,canonical,ms2,480,0,0,1.0
fiqa,canonical,ms2,481,0,0,1.0
fiqa,canonical,ms2,482,0,0,1.0
fiqa,canonical,ms2,485,0,0,1.0
fiqa,canonical,ms2,486,0,0,1.0
fiqa,canonical,ms2,487,0,0,1.0
fiqa,canonical,ms2,488,0,0,1.0
fiqa,canonical,ms2,489,0,0,1.0
fiqa,canonical,ms2,49,0,0,1.0
fiqa,canonical,ms2,490,0,0,1.0
fiqa,canonical,ms2,491,0,0,1.0
fiqa,canonical,ms2,493,0,0,1.0
fiqa,canonical,ms2,494,0,0,1.0
fiqa,canonical,ms2,497,0,0,1.0
fiqa,canonical,ms2,498,0,0,1.0
fiqa,canonical,ms2,5,0,0,1.0
fiqa,canonical,ms2,51,0,0,1.0
fiqa,canonical,ms2,52,0,0,1.0
fiqa,canonical,ms2,53,1,0,0.0
fiqa,canonical,ms2,54,0,0,1.0
fiqa,canonical,ms2,57,0,0,1.0
fiqa,canonical,ms2,59,0,0,1.0
fiqa,canonical,ms2,6,0,0,1.0
fiqa,canonical,ms2,61,0,0,1.0
fiqa,canonical,ms2,62,0,0,1.0
fiqa,canonical,ms2,63,0,0,1.0
fiqa,canonical,ms2,64,0,0,1.0
fiqa,canonical,ms2,65,0,0,1.0
fiqa,canonical,ms2,66,0,0,1.0
fiqa,canonical,ms2,67,0,0,1.0
fiqa,canonical,ms2,69,0,0,1.0
fiqa,canonical,ms2,7,0,0,1.0
fiqa,canonical,ms2,70,0,0,1.0
fiqa,canonical,ms2,71,0,0,1.0
fiqa,canonical,ms2,72,0,0,1.0
fiqa,canonical,ms2,74,0,0,1.0
fiqa,canonical,ms2,75,0,0,1.0
fiqa,canonical,ms2,76,0,0,1.0
fiqa,canonical,ms2,78,0,0,1.0
fiqa,canonical,ms2,80,0,0,1.0
fiqa,canonical,ms2,81,0,0,1.0
fiqa,canonical,ms2,82,0,0,1.0
fiqa,canonical,ms2,83,0,0,1.0
fiqa,canonical,ms2,85,0,0,1.0
fiqa,canonical,ms2,86,0,0,1.0
fiqa,canonical,ms2,87,0,0,1.0
fiqa,canonical,ms2,88,0,0,1.0
fiqa,canonical,ms2,9,0,0,1.0
fiqa,canonical,ms2,91,0,0,1.0
fiqa,canonical,ms2,92,0,0,1.0
fiqa,canonical,ms2,93,0,0,1.0
fiqa,canonical,ms2,95,0,0,1.0
fiqa,canonical,ms2,96,0,0,1.0
fiqa,canonical,ms2,97,0,0,1.0
fiqa,canonical,ms2,99,0,0,1.0
fiqa,task1_larger,ms1,0,31,33,0.9393939393939394
fiqa,task1_larger,ms1,102,2,2,1.0
fiqa,task1_larger,ms1,105,3,3,1.0
fiqa,task1_larger,ms1,107,93,93,1.0
fiqa,task1_larger,ms1,108,43,41,0.8260869565217391
fiqa,task1_larger,ms1,11,20,19,0.95
fiqa,task1_larger,ms1,110,20,22,0.9090909090909091
fiqa,task1_larger,ms1,111,54,53,0.9814814814814815
fiqa,task1_larger,ms1,112,10,10,1.0
fiqa,task1_larger,ms1,12,96,96,1.0
fiqa,task1_larger,ms1,13,91,91,1.0
fiqa,task1_larger,ms1,14,9,9,1.0
fiqa,task1_larger,ms1,16,50,45,0.8269230769230769
fiqa,task1_larger,ms1,19,12,12,1.0
fiqa,task1_larger,ms1,20,140,142,0.9448275862068966
fiqa,task1_larger,ms1,21,84,84,0.8064516129032258
fiqa,task1_larger,ms1,23,46,46,1.0
fiqa,task1_larger,ms1,25,141,143,0.9722222222222222
fiqa,task1_larger,ms1,27,45,39,0.68
fiqa,task1_larger,ms1,28,41,40,0.975609756097561
fiqa,task1_larger,ms1,30,20,21,0.8636363636363636
fiqa,task1_larger,ms1,31,13,13,1.0
fiqa,task1_larger,ms1,32,35,36,0.9722222222222222
fiqa,task1_larger,ms1,33,37,35,0.9459459459459459
fiqa,task1_larger,ms1,35,103,107,0.926605504587156
fiqa,task1_larger,ms1,36,87,88,0.9662921348314607
fiqa,task1_larger,ms1,37,8,9,0.8888888888888888
fiqa,task1_larger,ms1,4,47,46,0.8979591836734694
fiqa,task1_larger,ms1,41,63,60,0.9523809523809523
fiqa,task1_larger,ms1,43,72,63,0.8493150684931506
fiqa,task1_larger,ms1,439,8,6,0.75
fiqa,task1_larger,ms1,442,53,55,0.9636363636363636
fiqa,task1_larger,ms1,443,44,45,0.9777777777777777
fiqa,task1_larger,ms1,444,26,26,1.0
fiqa,task1_larger,ms1,445,43,45,0.9555555555555556
fiqa,task1_larger,ms1,446,29,27,0.9310344827586207
fiqa,task1_larger,ms1,447,85,93,0.9139784946236559
fiqa,task1_larger,ms1,448,40,40,1.0
fiqa,task1_larger,ms1,449,111,122,0.8790322580645161
fiqa,task1_larger,ms1,45,40,41,0.975609756097561
fiqa,task1_larger,ms1,450,41,40,0.9285714285714286
fiqa,task1_larger,ms1,452,51,52,0.9433962264150944
fiqa,task1_larger,ms1,453,8,8,1.0
fiqa,task1_larger,ms1,454,18,19,0.9473684210526315
fiqa,task1_larger,ms1,456,9,9,1.0
fiqa,task1_larger,ms1,457,56,57,0.9482758620689655
fiqa,task1_larger,ms1,458,36,36,1.0
fiqa,task1_larger,ms1,46,6,6,1.0
fiqa,task1_larger,ms1,460,38,36,0.9473684210526315
fiqa,task1_larger,ms1,461,49,49,1.0
fiqa,task1_larger,ms1,462,24,22,0.9166666666666666
fiqa,task1_larger,ms1,464,35,37,0.9459459459459459
fiqa,task1_larger,ms1,465,5,5,1.0
fiqa,task1_larger,ms1,466,11,11,1.0
fiqa,task1_larger,ms1,467,21,21,1.0
fiqa,task1_larger,ms1,468,5,5,1.0
fiqa,task1_larger,ms1,47,86,85,0.9431818181818182
fiqa,task1_larger,ms1,470,41,40,0.975609756097561
fiqa,task1_larger,ms1,471,86,85,0.9883720930232558
fiqa,task1_larger,ms1,472,21,20,0.9523809523809523
fiqa,task1_larger,ms1,473,0,0,1.0
fiqa,task1_larger,ms1,474,42,43,0.9767441860465116
fiqa,task1_larger,ms1,478,41,41,1.0
fiqa,task1_larger,ms1,479,27,27,1.0
fiqa,task1_larger,ms1,48,34,36,0.9444444444444444
fiqa,task1_larger,ms1,480,30,29,0.9666666666666667
fiqa,task1_larger,ms1,481,2,2,1.0
fiqa,task1_larger,ms1,482,25,25,1.0
fiqa,task1_larger,ms1,485,99,100,0.99
fiqa,task1_larger,ms1,486,22,23,0.9565217391304348
fiqa,task1_larger,ms1,487,76,73,0.9102564102564102
fiqa,task1_larger,ms1,488,35,37,0.9459459459459459
fiqa,task1_larger,ms1,489,51,50,0.9423076923076923
fiqa,task1_larger,ms1,49,17,17,1.0
fiqa,task1_larger,ms1,490,77,74,0.9358974358974359
fiqa,task1_larger,ms1,491,13,14,0.8
fiqa,task1_larger,ms1,493,34,39,0.8717948717948718
fiqa,task1_larger,ms1,494,24,24,1.0
fiqa,task1_larger,ms1,497,56,56,1.0
fiqa,task1_larger,ms1,498,13,13,1.0
fiqa,task1_larger,ms1,5,40,40,1.0
fiqa,task1_larger,ms1,51,48,50,0.96
fiqa,task1_larger,ms1,52,10,6,0.6
fiqa,task1_larger,ms1,53,46,47,0.9787234042553191
fiqa,task1_larger,ms1,54,36,36,1.0
fiqa,task1_larger,ms1,57,0,0,1.0
fiqa,task1_larger,ms1,59,16,16,1.0
fiqa,task1_larger,ms1,6,37,37,1.0
fiqa,task1_larger,ms1,61,30,29,0.9666666666666667
fiqa,task1_larger,ms1,62,51,54,0.9444444444444444
fiqa,task1_larger,ms1,63,67,69,0.9428571428571428
fiqa,task1_larger,ms1,64,83,82,0.9879518072289156
fiqa,task1_larger,ms1,65,125,123,0.9682539682539683
fiqa,task1_larger,ms1,66,36,39,0.9230769230769231
fiqa,task1_larger,ms1,67,6,6,1.0
fiqa,task1_larger,ms1,69,49,56,0.875
fiqa,task1_larger,ms1,7,52,48,0.8518518518518519
fiqa,task1_larger,ms1,70,24,24,1.0
fiqa,task1_larger,ms1,71,38,38,1.0
fiqa,task1_larger,ms1,72,59,51,0.8333333333333334
fiqa,task1_larger,ms1,74,192,197,0.9068627450980392
fiqa,task1_larger,ms1,75,77,79,0.9024390243902439
fiqa,task1_larger,ms1,76,70,69,0.9857142857142858
fiqa,task1_larger,ms1,78,25,28,0.8928571428571429
fiqa,task1_larger,ms1,80,63,50,0.7384615384615385
fiqa,task1_larger,ms1,81,85,88,0.8602150537634409
fiqa,task1_larger,ms1,82,32,29,0.90625
fiqa,task1_larger,ms1,83,84,84,1.0
fiqa,task1_larger,ms1,85,53,49,0.9245283018867925
fiqa,task1_larger,ms1,86,82,80,0.975609756097561
fiqa,task1_larger,ms1,87,120,116,0.9032258064516129
fiqa,task1_larger,ms1,88,22,22,1.0
fiqa,task1_larger,ms1,9,50,49,0.9038461538461539
fiqa,task1_larger,ms1,91,165,168,0.9704142011834319
fiqa,task1_larger,ms1,92,67,68,0.9852941176470589
fiqa,task1_larger,ms1,93,30,31,0.967741935483871
fiqa,task1_larger,ms1,95,15,15,1.0
fiqa,task1_larger,ms1,96,136,131,0.9632352941176471
fiqa,task1_larger,ms1,97,80,81,0.9876543209876543
fiqa,task1_larger,ms1,99,14,14,1.0
fiqa,task1_larger,ms1_drop_mutual,0,2,2,1.0
fiqa,task1_larger,ms1_drop_mutual,102,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,105,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,107,22,22,1.0
fiqa,task1_larger,ms1_drop_mutual,108,10,6,0.6
fiqa,task1_larger,ms1_drop_mutual,11,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,110,1,1,1.0
fiqa,task1_larger,ms1_drop_mutual,111,4,0,0.0
fiqa,task1_larger,ms1_drop_mutual,112,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,12,13,13,1.0
fiqa,task1_larger,ms1_drop_mutual,13,15,15,1.0
fiqa,task1_larger,ms1_drop_mutual,14,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,16,23,12,0.2962962962962963
fiqa,task1_larger,ms1_drop_mutual,19,6,6,1.0
fiqa,task1_larger,ms1_drop_mutual,20,21,19,0.9047619047619048
fiqa,task1_larger,ms1_drop_mutual,21,21,20,0.9523809523809523
fiqa,task1_larger,ms1_drop_mutual,23,6,6,1.0
fiqa,task1_larger,ms1_drop_mutual,25,24,25,0.96
fiqa,task1_larger,ms1_drop_mutual,27,35,32,0.7631578947368421
fiqa,task1_larger,ms1_drop_mutual,28,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,30,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,31,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,32,7,8,0.875
fiqa,task1_larger,ms1_drop_mutual,33,3,3,1.0
fiqa,task1_larger,ms1_drop_mutual,35,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,36,12,13,0.9230769230769231
fiqa,task1_larger,ms1_drop_mutual,37,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,4,1,1,1.0
fiqa,task1_larger,ms1_drop_mutual,41,9,7,0.7777777777777778
fiqa,task1_larger,ms1_drop_mutual,43,18,8,0.4444444444444444
fiqa,task1_larger,ms1_drop_mutual,439,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,442,13,12,0.9230769230769231
fiqa,task1_larger,ms1_drop_mutual,443,3,4,0.75
fiqa,task1_larger,ms1_drop_mutual,444,2,2,1.0
fiqa,task1_larger,ms1_drop_mutual,445,4,3,0.75
fiqa,task1_larger,ms1_drop_mutual,446,12,12,1.0
fiqa,task1_larger,ms1_drop_mutual,447,3,5,0.6
fiqa,task1_larger,ms1_drop_mutual,448,3,3,1.0
fiqa,task1_larger,ms1_drop_mutual,449,8,8,1.0
fiqa,task1_larger,ms1_drop_mutual,45,2,2,1.0
fiqa,task1_larger,ms1_drop_mutual,450,9,9,0.8
fiqa,task1_larger,ms1_drop_mutual,452,4,4,1.0
fiqa,task1_larger,ms1_drop_mutual,453,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,454,3,4,0.75
fiqa,task1_larger,ms1_drop_mutual,456,4,4,1.0
fiqa,task1_larger,ms1_drop_mutual,457,8,8,1.0
fiqa,task1_larger,ms1_drop_mutual,458,2,2,1.0
fiqa,task1_larger,ms1_drop_mutual,46,1,1,1.0
fiqa,task1_larger,ms1_drop_mutual,460,1,1,1.0
fiqa,task1_larger,ms1_drop_mutual,461,7,7,1.0
fiqa,task1_larger,ms1_drop_mutual,462,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,464,4,5,0.8
fiqa,task1_larger,ms1_drop_mutual,465,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,466,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,467,1,1,1.0
fiqa,task1_larger,ms1_drop_mutual,468,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,47,9,9,1.0
fiqa,task1_larger,ms1_drop_mutual,470,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,471,20,19,0.95
fiqa,task1_larger,ms1_drop_mutual,472,5,5,1.0
fiqa,task1_larger,ms1_drop_mutual,473,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,474,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,478,17,18,0.9444444444444444
fiqa,task1_larger,ms1_drop_mutual,479,3,3,1.0
fiqa,task1_larger,ms1_drop_mutual,48,17,19,0.8947368421052632
fiqa,task1_larger,ms1_drop_mutual,480,2,2,1.0
fiqa,task1_larger,ms1_drop_mutual,481,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,482,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,485,5,5,1.0
fiqa,task1_larger,ms1_drop_mutual,486,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,487,20,12,0.6
fiqa,task1_larger,ms1_drop_mutual,488,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,489,16,13,0.8125
fiqa,task1_larger,ms1_drop_mutual,49,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,490,6,6,1.0
fiqa,task1_larger,ms1_drop_mutual,491,2,2,1.0
fiqa,task1_larger,ms1_drop_mutual,493,8,9,0.8888888888888888
fiqa,task1_larger,ms1_drop_mutual,494,1,1,1.0
fiqa,task1_larger,ms1_drop_mutual,497,1,1,1.0
fiqa,task1_larger,ms1_drop_mutual,498,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,5,6,6,1.0
fiqa,task1_larger,ms1_drop_mutual,51,18,24,0.75
fiqa,task1_larger,ms1_drop_mutual,52,3,1,0.0
fiqa,task1_larger,ms1_drop_mutual,53,6,8,0.75
fiqa,task1_larger,ms1_drop_mutual,54,3,3,1.0
fiqa,task1_larger,ms1_drop_mutual,57,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,59,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,6,1,1,1.0
fiqa,task1_larger,ms1_drop_mutual,61,8,6,0.75
fiqa,task1_larger,ms1_drop_mutual,62,13,15,0.8666666666666667
fiqa,task1_larger,ms1_drop_mutual,63,4,4,1.0
fiqa,task1_larger,ms1_drop_mutual,64,29,29,1.0
fiqa,task1_larger,ms1_drop_mutual,65,50,51,0.9803921568627451
fiqa,task1_larger,ms1_drop_mutual,66,11,13,0.8461538461538461
fiqa,task1_larger,ms1_drop_mutual,67,0,0,1.0
fiqa,task1_larger,ms1_drop_mutual,69,1,1,1.0
fiqa,task1_larger,ms1_drop_mutual,7,16,16,1.0
fiqa,task1_larger,ms1_drop_mutual,70,1,1,1.0
fiqa,task1_larger,ms1_drop_mutual,71,3,3,1.0
fiqa,task1_larger,ms1_drop_mutual,72,4,4,1.0
fiqa,task1_larger,ms1_drop_mutual,74,3,6,0.5
fiqa,task1_larger,ms1_drop_mutual,75,8,7,0.6666666666666666
fiqa,task1_larger,ms1_drop_mutual,76,7,6,0.8571428571428571
fiqa,task1_larger,ms1_drop_mutual,78,3,5,0.6
fiqa,task1_larger,ms1_drop_mutual,80,14,10,0.7142857142857143
fiqa,task1_larger,ms1_drop_mutual,81,24,23,0.9583333333333334
fiqa,task1_larger,ms1_drop_mutual,82,17,12,0.7058823529411765
fiqa,task1_larger,ms1_drop_mutual,83,20,20,1.0
fiqa,task1_larger,ms1_drop_mutual,85,3,1,0.3333333333333333
fiqa,task1_larger,ms1_drop_mutual,86,19,18,0.5416666666666666
fiqa,task1_larger,ms1_drop_mutual,87,26,26,1.0
fiqa,task1_larger,ms1_drop_mutual,88,4,4,1.0
fiqa,task1_larger,ms1_drop_mutual,9,9,9,1.0
fiqa,task1_larger,ms1_drop_mutual,91,26,26,0.9259259259259259
fiqa,task1_larger,ms1_drop_mutual,92,11,11,1.0
fiqa,task1_larger,ms1_drop_mutual,93,1,1,1.0
fiqa,task1_larger,ms1_drop_mutual,95,4,4,1.0
fiqa,task1_larger,ms1_drop_mutual,96,40,39,0.717391304347826
fiqa,task1_larger,ms1_drop_mutual,97,13,13,1.0
fiqa,task1_larger,ms1_drop_mutual,99,1,1,1.0
fiqa,task1_larger,ms2,0,0,0,1.0
fiqa,task1_larger,ms2,102,0,0,1.0
fiqa,task1_larger,ms2,105,0,0,1.0
fiqa,task1_larger,ms2,107,0,0,1.0
fiqa,task1_larger,ms2,108,0,0,1.0
fiqa,task1_larger,ms2,11,0,0,1.0
fiqa,task1_larger,ms2,110,0,0,1.0
fiqa,task1_larger,ms2,111,0,0,1.0
fiqa,task1_larger,ms2,112,0,0,1.0
fiqa,task1_larger,ms2,12,0,0,1.0
fiqa,task1_larger,ms2,13,0,0,1.0
fiqa,task1_larger,ms2,14,0,0,1.0
fiqa,task1_larger,ms2,16,0,0,1.0
fiqa,task1_larger,ms2,19,0,0,1.0
fiqa,task1_larger,ms2,20,0,0,1.0
fiqa,task1_larger,ms2,21,0,0,1.0
fiqa,task1_larger,ms2,23,0,0,1.0
fiqa,task1_larger,ms2,25,0,0,1.0
fiqa,task1_larger,ms2,27,0,0,1.0
fiqa,task1_larger,ms2,28,0,0,1.0
fiqa,task1_larger,ms2,30,0,0,1.0
fiqa,task1_larger,ms2,31,0,0,1.0
fiqa,task1_larger,ms2,32,0,0,1.0
fiqa,task1_larger,ms2,33,0,0,1.0
fiqa,task1_larger,ms2,35,0,0,1.0
fiqa,task1_larger,ms2,36,0,0,1.0
fiqa,task1_larger,ms2,37,0,0,1.0
fiqa,task1_larger,ms2,4,0,0,1.0
fiqa,task1_larger,ms2,41,0,0,1.0
fiqa,task1_larger,ms2,43,0,0,1.0
fiqa,task1_larger,ms2,439,0,0,1.0
fiqa,task1_larger,ms2,442,0,0,1.0
fiqa,task1_larger,ms2,443,0,0,1.0
fiqa,task1_larger,ms2,444,0,0,1.0
fiqa,task1_larger,ms2,445,0,0,1.0
fiqa,task1_larger,ms2,446,0,0,1.0
fiqa,task1_larger,ms2,447,0,0,1.0
fiqa,task1_larger,ms2,448,0,0,1.0
fiqa,task1_larger,ms2,449,0,0,1.0
fiqa,task1_larger,ms2,45,0,0,1.0
fiqa,task1_larger,ms2,450,0,0,1.0
fiqa,task1_larger,ms2,452,0,0,1.0
fiqa,task1_larger,ms2,453,0,0,1.0
fiqa,task1_larger,ms2,454,0,0,1.0
fiqa,task1_larger,ms2,456,0,0,1.0
fiqa,task1_larger,ms2,457,0,0,1.0
fiqa,task1_larger,ms2,458,0,0,1.0
fiqa,task1_larger,ms2,46,0,0,1.0
fiqa,task1_larger,ms2,460,0,0,1.0
fiqa,task1_larger,ms2,461,0,0,1.0
fiqa,task1_larger,ms2,462,0,0,1.0
fiqa,task1_larger,ms2,464,0,0,1.0
fiqa,task1_larger,ms2,465,0,0,1.0
fiqa,task1_larger,ms2,466,0,0,1.0
fiqa,task1_larger,ms2,467,0,0,1.0
fiqa,task1_larger,ms2,468,0,0,1.0
fiqa,task1_larger,ms2,47,0,0,1.0
fiqa,task1_larger,ms2,470,0,0,1.0
fiqa,task1_larger,ms2,471,0,0,1.0
fiqa,task1_larger,ms2,472,0,0,1.0
fiqa,task1_larger,ms2,473,0,0,1.0
fiqa,task1_larger,ms2,474,0,0,1.0
fiqa,task1_larger,ms2,478,0,0,1.0
fiqa,task1_larger,ms2,479,0,0,1.0
fiqa,task1_larger,ms2,48,0,0,1.0
fiqa,task1_larger,ms2,480,0,0,1.0
fiqa,task1_larger,ms2,481,0,0,1.0
fiqa,task1_larger,ms2,482,0,0,1.0
fiqa,task1_larger,ms2,485,0,0,1.0
fiqa,task1_larger,ms2,486,0,0,1.0
fiqa,task1_larger,ms2,487,0,0,1.0
fiqa,task1_larger,ms2,488,0,0,1.0
fiqa,task1_larger,ms2,489,0,0,1.0
fiqa,task1_larger,ms2,49,0,0,1.0
fiqa,task1_larger,ms2,490,0,0,1.0
fiqa,task1_larger,ms2,491,0,0,1.0
fiqa,task1_larger,ms2,493,0,0,1.0
fiqa,task1_larger,ms2,494,0,0,1.0
fiqa,task1_larger,ms2,497,0,0,1.0
fiqa,task1_larger,ms2,498,0,0,1.0
fiqa,task1_larger,ms2,5,0,0,1.0
fiqa,task1_larger,ms2,51,0,0,1.0
fiqa,task1_larger,ms2,52,0,0,1.0
fiqa,task1_larger,ms2,53,0,0,1.0
fiqa,task1_larger,ms2,54,0,0,1.0
fiqa,task1_larger,ms2,57,0,0,1.0
fiqa,task1_larger,ms2,59,0,0,1.0
fiqa,task1_larger,ms2,6,0,0,1.0
fiqa,task1_larger,ms2,61,0,0,1.0
fiqa,task1_larger,ms2,62,0,0,1.0
fiqa,task1_larger,ms2,63,0,0,1.0
fiqa,task1_larger,ms2,64,0,0,1.0
fiqa,task1_larger,ms2,65,0,0,1.0
fiqa,task1_larger,ms2,66,0,0,1.0
fiqa,task1_larger,ms2,67,0,0,1.0
fiqa,task1_larger,ms2,69,0,0,1.0
fiqa,task1_larger,ms2,7,0,0,1.0
fiqa,task1_larger,ms2,70,0,0,1.0
