dataset,query_id,provider,model,prompt,orientation,judgment_mode,policy,repair,ndcg_at_k,delta_vs_unrepaired,is_cyclic,fas_weight_removed,cell_status,source
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,9,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,11,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.5,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.5,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.43067655807339306,-0.06932344192660694,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.5,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.5,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.5,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.5,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,1.0,0.5,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.6309297535714575,0.13092975357145753,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.6309297535714575,0.13092975357145753,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.6309297535714575,0.13092975357145753,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.5,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.6309297535714575,0.13092975357145753,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,12,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,13,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,1.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,1.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,1.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,1.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,1.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,1.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,1.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,1.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,1.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,1.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,1.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.6309297535714575,-0.36907024642854247,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,1.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,14,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,16,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,19,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.3562071871080222,-0.030645620126519446,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.3562071871080222,-0.030645620126519446,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.3562071871080222,-0.030645620126519446,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.43067655807339306,0.04382375083885143,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.38685280723454163,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.38685280723454163,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.38685280723454163,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.6309297535714575,0.2440769463369159,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.5,0.11314719276545837,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.38685280723454163,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.5,0.11314719276545837,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.3562071871080222,-0.030645620126519446,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.43067655807339306,0.04382375083885143,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,20,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,21,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,23,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.2890648263178879,-0.011965169346093318,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.2890648263178879,-0.011965169346093318,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.2890648263178879,-0.011965169346093318,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.3010299956639812,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.3010299956639812,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.3010299956639812,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.2890648263178879,-0.011965169346093318,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.2890648263178879,-0.011965169346093318,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.2890648263178879,-0.011965169346093318,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.3010299956639812,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.3010299956639812,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,bradley_terry,unknown,0.2890648263178879,-0.011965169346093318,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,local_kemenization,unknown,0.2890648263178879,-0.011965169346093318,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_cohere_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,25,azure+cohere,mixed,failure_mining,debias_position,pairwise,llm_azure_pairwise,unknown,,,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,27,azure+cohere,mixed,failure_mining,debias_position,pairwise,score_sum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,27,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,27,azure+cohere,mixed,failure_mining,debias_position,pairwise,pagerank,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,27,azure+cohere,mixed,failure_mining,debias_position,pairwise,rank_centrality,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,27,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,27,azure+cohere,mixed,failure_mining,debias_position,pairwise,markov_graph_repaired,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,27,azure+cohere,mixed,failure_mining,debias_position,pairwise,greedy_fas_topological,greedy,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,27,azure+cohere,mixed,failure_mining,debias_position,pairwise,prior_only,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,27,azure+cohere,mixed,failure_mining,debias_position,pairwise,rrf,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,27,azure+cohere,mixed,failure_mining,debias_position,pairwise,combsum,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
fiqa,27,azure+cohere,mixed,failure_mining,debias_position,pairwise,borda_fuse,unknown,0.0,0.0,False,0.0,reconstructible,failure_mining_llm_v3_metrics
