dataset,query_id,n_judgments,providers,models,prompts,orientations,judgment_modes,top_k,has_qrels,canonical_cache,sources
scidocs,866b1a9819f662ac2499be231965ded8e0323c7f,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,8bb3a478db8951f42198a885d7245d58036ba55c,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,8bb49c0658d7b7cff42c655a6d7e005372ad32ea,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,8d37da5a9f05ee71d06cc6afcc1b14f8ff83147f,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,9003fb79e7848ced3be975c3d87a9348a4b8d377,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,9e76a700f03ef476b964b27e23c071163e44c232,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,a829c1093eb4d78a198ebb9b4a33a8137b0359df,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,ac24b99a5db633ce45f053287ca806157fff9663,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,b045f045e331700cdef309e0d40b15a64cdf5b8a,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,b37225fc67e1aeeb7877c4691f9036ed5cc01efa,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,b47402a9a68f23b548ae6e0349700ea651b7a373,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,b8397b4418bb1d576210d9a39d44725d6ffb2a44,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,b8eea99bb5345329ea058072133f568f7bdd27bd,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,ba69c46c62b525941e91d0788d20b6ef91847cc4,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,bfebba8356c5d20dc6a9b2f72ff66adaf63321b7,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,c05ae45c262b270df1e99a32efa35036aae8d950,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,c20b4068be640ebaffbc56382c3e4e0bcf62664e,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,c4e76b318149a106563d53892dde801a37a637cc,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,dc344ea8e993584b924522d95febaeb74de2ad30,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,e5adfc2f23602a5256e89b84615e1434e5375f0e,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,e642d6014a5762128a28f85dae2228826e682974,105,openai,gpt-4o-mini,legacy_pairwise,none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15
scidocs,eb3d1b885bfa800badfd79c6921a07d01491aedb,105,azure|cohere|fireworks|gemini|openai,accounts/fireworks/models/gpt-oss-120b|command-r-plus-08-2024|gemini-2.5-flash|gpt-4.1-mini|gpt-4o-mini,legacy_pairwise|legacy_v1,ab|ba|none,pairwise,15,True,outputs/openai_scidocs_real_pairwise_q50_k15/judgment_cache/llm_pairwise_judgments.jsonl,openai_scidocs_pairwise_openai_scidocs_real_pairwise_q50_k15|multi_provider_scidocs_pilot
