dataset,query_id,method,preference_source,preference_source_note,n_nodes,n_edges,graph_density,n_sccs,largest_scc,is_cyclic,n_non_trivial_sccs,scc_cycle_burden,fas_weight_removed,fas_n_edges_removed,graph_ref_bew_pre,graph_ref_bew_post,graph_ref_pic_pre,graph_ref_pic_post,n_eval_candidates,primary_metric,backward_edge_weight,pairwise_inconsistency,kendall_tau,kendall_tau_legacy,ndcg_at_k,map_at_k,precision_at_k,recall_at_k,pairwise_accuracy,runtime_pref_gen_s,runtime_graph_build_s,runtime_cycle_detect_s,runtime_fas_solver_s,runtime_ranking_s,runtime_evaluation_s,runtime_total_s
scidocs,848c3eb292d721e53631c0d6c988f380cbb0e225,greedy_fas_copeland,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.390476,1.0,1.0,0.25,1.0,1.0,9e-05,0.000109,1.8e-05,0.0004,1.7e-05,0.000885,0.002726
scidocs,848c3eb292d721e53631c0d6c988f380cbb0e225,greedy_fas_score_augmented_topological,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,-0.210526,0.561905,1.0,1.0,0.25,1.0,1.0,9e-05,0.000109,1.8e-05,0.0004,3.4e-05,0.000885,0.002726
scidocs,848c3eb292d721e53631c0d6c988f380cbb0e225,fas_balance_score_prior_alpha_beta,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.390476,1.0,1.0,0.25,1.0,1.0,9e-05,0.000109,1.8e-05,0.0004,3.3e-05,0.000885,0.002726
scidocs,848c3eb292d721e53631c0d6c988f380cbb0e225,hybrid_rrf_fas_regularized,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.390476,1.0,1.0,0.25,1.0,1.0,9e-05,0.000109,1.8e-05,0.0004,2.9e-05,0.000885,0.002726
scidocs,848c3eb292d721e53631c0d6c988f380cbb0e225,hybrid_rrf_balance_a05,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.390476,1.0,1.0,0.25,1.0,1.0,9e-05,0.000109,1.8e-05,0.0004,2.6e-05,0.000885,0.002726
scidocs,848c3eb292d721e53631c0d6c988f380cbb0e225,hybrid_rrf_copeland_a03,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.390476,1.0,1.0,0.25,1.0,1.0,9e-05,0.000109,1.8e-05,0.0004,2e-05,0.000885,0.002726
scidocs,848c3eb292d721e53631c0d6c988f380cbb0e225,hybrid_rrf_priority_topo_a03,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,-0.210526,0.561905,1.0,1.0,0.25,1.0,1.0,9e-05,0.000109,1.8e-05,0.0004,5.2e-05,0.000885,0.002726
scidocs,8384094ce1b342da9eabd2ec939e9bb16ca7ff5c,score_sum,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.447619,1.0,1.0,0.25,1.0,1.0,9e-05,7.7e-05,1.9e-05,0.000459,2e-05,0.000895,0.002837
scidocs,8384094ce1b342da9eabd2ec939e9bb16ca7ff5c,borda,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.447619,1.0,1.0,0.25,1.0,1.0,9e-05,7.7e-05,1.9e-05,0.000459,1.2e-05,0.000895,0.002837
scidocs,8384094ce1b342da9eabd2ec939e9bb16ca7ff5c,pagerank,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.157895,0.485714,1.0,1.0,0.25,1.0,1.0,9e-05,7.7e-05,1.9e-05,0.000459,0.000974,0.000895,0.002837
scidocs,8384094ce1b342da9eabd2ec939e9bb16ca7ff5c,greedy_fas_topological,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.157895,0.485714,1.0,1.0,0.25,1.0,1.0,9e-05,7.7e-05,1.9e-05,0.000459,3.8e-05,0.000895,0.002837
scidocs,8384094ce1b342da9eabd2ec939e9bb16ca7ff5c,greedy_fas_weighted_balance,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.447619,1.0,1.0,0.25,1.0,1.0,9e-05,7.7e-05,1.9e-05,0.000459,2.7e-05,0.000895,0.002837
scidocs,8384094ce1b342da9eabd2ec939e9bb16ca7ff5c,greedy_fas_copeland,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.447619,1.0,1.0,0.25,1.0,1.0,9e-05,7.7e-05,1.9e-05,0.000459,1.8e-05,0.000895,0.002837
scidocs,8384094ce1b342da9eabd2ec939e9bb16ca7ff5c,greedy_fas_score_augmented_topological,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,-0.210526,0.504762,1.0,1.0,0.25,1.0,1.0,9e-05,7.7e-05,1.9e-05,0.000459,3.5e-05,0.000895,0.002837
scidocs,8384094ce1b342da9eabd2ec939e9bb16ca7ff5c,fas_balance_score_prior_alpha_beta,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.447619,1.0,1.0,0.25,1.0,1.0,9e-05,7.7e-05,1.9e-05,0.000459,3.6e-05,0.000895,0.002837
scidocs,8384094ce1b342da9eabd2ec939e9bb16ca7ff5c,hybrid_rrf_fas_regularized,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.447619,1.0,1.0,0.25,1.0,1.0,9e-05,7.7e-05,1.9e-05,0.000459,2.9e-05,0.000895,0.002837
scidocs,8384094ce1b342da9eabd2ec939e9bb16ca7ff5c,hybrid_rrf_balance_a05,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.447619,1.0,1.0,0.25,1.0,1.0,9e-05,7.7e-05,1.9e-05,0.000459,3.2e-05,0.000895,0.002837
scidocs,8384094ce1b342da9eabd2ec939e9bb16ca7ff5c,hybrid_rrf_copeland_a03,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.447619,1.0,1.0,0.25,1.0,1.0,9e-05,7.7e-05,1.9e-05,0.000459,2e-05,0.000895,0.002837
scidocs,8384094ce1b342da9eabd2ec939e9bb16ca7ff5c,hybrid_rrf_priority_topo_a03,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,-0.210526,0.504762,1.0,1.0,0.25,1.0,1.0,9e-05,7.7e-05,1.9e-05,0.000459,5.6e-05,0.000895,0.002837
scidocs,425a2cb778130d0fd57d00eaf3cbe347c4ee7641,score_sum,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.8e-05,9.3e-05,1.9e-05,0.000444,2.1e-05,0.000956,0.002919
scidocs,425a2cb778130d0fd57d00eaf3cbe347c4ee7641,borda,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.8e-05,9.3e-05,1.9e-05,0.000444,1.3e-05,0.000956,0.002919
scidocs,425a2cb778130d0fd57d00eaf3cbe347c4ee7641,pagerank,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.463158,0.485714,1.0,1.0,0.25,1.0,1.0,8.8e-05,9.3e-05,1.9e-05,0.000444,0.000987,0.000956,0.002919
scidocs,425a2cb778130d0fd57d00eaf3cbe347c4ee7641,greedy_fas_topological,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.463158,0.485714,1.0,1.0,0.25,1.0,1.0,8.8e-05,9.3e-05,1.9e-05,0.000444,4.2e-05,0.000956,0.002919
scidocs,425a2cb778130d0fd57d00eaf3cbe347c4ee7641,greedy_fas_weighted_balance,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.8e-05,9.3e-05,1.9e-05,0.000444,2.6e-05,0.000956,0.002919
scidocs,425a2cb778130d0fd57d00eaf3cbe347c4ee7641,greedy_fas_copeland,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.8e-05,9.3e-05,1.9e-05,0.000444,1.9e-05,0.000956,0.002919
scidocs,425a2cb778130d0fd57d00eaf3cbe347c4ee7641,greedy_fas_score_augmented_topological,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,-0.210526,0.333333,1.0,1.0,0.25,1.0,1.0,8.8e-05,9.3e-05,1.9e-05,0.000444,3.5e-05,0.000956,0.002919
scidocs,425a2cb778130d0fd57d00eaf3cbe347c4ee7641,fas_balance_score_prior_alpha_beta,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.8e-05,9.3e-05,1.9e-05,0.000444,3.9e-05,0.000956,0.002919
scidocs,425a2cb778130d0fd57d00eaf3cbe347c4ee7641,hybrid_rrf_fas_regularized,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.8e-05,9.3e-05,1.9e-05,0.000444,3.1e-05,0.000956,0.002919
scidocs,425a2cb778130d0fd57d00eaf3cbe347c4ee7641,hybrid_rrf_balance_a05,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.8e-05,9.3e-05,1.9e-05,0.000444,2.7e-05,0.000956,0.002919
scidocs,425a2cb778130d0fd57d00eaf3cbe347c4ee7641,hybrid_rrf_copeland_a03,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.8e-05,9.3e-05,1.9e-05,0.000444,2.3e-05,0.000956,0.002919
scidocs,425a2cb778130d0fd57d00eaf3cbe347c4ee7641,hybrid_rrf_priority_topo_a03,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,-0.210526,0.333333,1.0,1.0,0.25,1.0,1.0,8.8e-05,9.3e-05,1.9e-05,0.000444,5.6e-05,0.000956,0.002919
scidocs,92ec85037f5e195c8aa184534a59b356c6ef7599,score_sum,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.2e-05,7.8e-05,2e-05,0.000433,2e-05,0.000941,0.00287
scidocs,92ec85037f5e195c8aa184534a59b356c6ef7599,borda,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.2e-05,7.8e-05,2e-05,0.000433,1.3e-05,0.000941,0.00287
scidocs,92ec85037f5e195c8aa184534a59b356c6ef7599,pagerank,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.484211,0.485714,1.0,1.0,0.25,1.0,1.0,8.2e-05,7.8e-05,2e-05,0.000433,0.000991,0.000941,0.00287
scidocs,92ec85037f5e195c8aa184534a59b356c6ef7599,greedy_fas_topological,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.484211,0.485714,1.0,1.0,0.25,1.0,1.0,8.2e-05,7.8e-05,2e-05,0.000433,4.1e-05,0.000941,0.00287
scidocs,92ec85037f5e195c8aa184534a59b356c6ef7599,greedy_fas_weighted_balance,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.2e-05,7.8e-05,2e-05,0.000433,2.6e-05,0.000941,0.00287
scidocs,92ec85037f5e195c8aa184534a59b356c6ef7599,greedy_fas_copeland,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.2e-05,7.8e-05,2e-05,0.000433,1.8e-05,0.000941,0.00287
scidocs,92ec85037f5e195c8aa184534a59b356c6ef7599,greedy_fas_score_augmented_topological,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,-0.210526,0.333333,1.0,1.0,0.25,1.0,1.0,8.2e-05,7.8e-05,2e-05,0.000433,3.6e-05,0.000941,0.00287
scidocs,92ec85037f5e195c8aa184534a59b356c6ef7599,fas_balance_score_prior_alpha_beta,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.2e-05,7.8e-05,2e-05,0.000433,3.7e-05,0.000941,0.00287
scidocs,92ec85037f5e195c8aa184534a59b356c6ef7599,hybrid_rrf_fas_regularized,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.2e-05,7.8e-05,2e-05,0.000433,3.1e-05,0.000941,0.00287
scidocs,92ec85037f5e195c8aa184534a59b356c6ef7599,hybrid_rrf_balance_a05,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.2e-05,7.8e-05,2e-05,0.000433,2.7e-05,0.000941,0.00287
scidocs,92ec85037f5e195c8aa184534a59b356c6ef7599,hybrid_rrf_copeland_a03,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.619048,1.0,1.0,0.25,1.0,1.0,8.2e-05,7.8e-05,2e-05,0.000433,2.1e-05,0.000941,0.00287
scidocs,92ec85037f5e195c8aa184534a59b356c6ef7599,hybrid_rrf_priority_topo_a03,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,-0.210526,0.333333,1.0,1.0,0.25,1.0,1.0,8.2e-05,7.8e-05,2e-05,0.000433,5.5e-05,0.000941,0.00287
scidocs,546b3592f59b3445ef12fba506b729c832198c33,score_sum,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.504762,1.0,1.0,0.25,1.0,1.0,8.7e-05,0.000116,1.9e-05,0.00041,1.9e-05,0.000897,0.002804
scidocs,546b3592f59b3445ef12fba506b729c832198c33,borda,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.504762,1.0,1.0,0.25,1.0,1.0,8.7e-05,0.000116,1.9e-05,0.00041,1.2e-05,0.000897,0.002804
scidocs,546b3592f59b3445ef12fba506b729c832198c33,pagerank,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.4,0.485714,1.0,1.0,0.25,1.0,1.0,8.7e-05,0.000116,1.9e-05,0.00041,0.000966,0.000897,0.002804
scidocs,546b3592f59b3445ef12fba506b729c832198c33,greedy_fas_topological,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.4,0.485714,1.0,1.0,0.25,1.0,1.0,8.7e-05,0.000116,1.9e-05,0.00041,3.7e-05,0.000897,0.002804
scidocs,546b3592f59b3445ef12fba506b729c832198c33,greedy_fas_weighted_balance,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.504762,1.0,1.0,0.25,1.0,1.0,8.7e-05,0.000116,1.9e-05,0.00041,2.4e-05,0.000897,0.002804
scidocs,546b3592f59b3445ef12fba506b729c832198c33,greedy_fas_copeland,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.504762,1.0,1.0,0.25,1.0,1.0,8.7e-05,0.000116,1.9e-05,0.00041,1.8e-05,0.000897,0.002804
scidocs,546b3592f59b3445ef12fba506b729c832198c33,greedy_fas_score_augmented_topological,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,-0.210526,0.447619,1.0,1.0,0.25,1.0,1.0,8.7e-05,0.000116,1.9e-05,0.00041,3.4e-05,0.000897,0.002804
scidocs,546b3592f59b3445ef12fba506b729c832198c33,fas_balance_score_prior_alpha_beta,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.504762,1.0,1.0,0.25,1.0,1.0,8.7e-05,0.000116,1.9e-05,0.00041,3.6e-05,0.000897,0.002804
scidocs,546b3592f59b3445ef12fba506b729c832198c33,hybrid_rrf_fas_regularized,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.504762,1.0,1.0,0.25,1.0,1.0,8.7e-05,0.000116,1.9e-05,0.00041,3e-05,0.000897,0.002804
scidocs,546b3592f59b3445ef12fba506b729c832198c33,hybrid_rrf_balance_a05,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.504762,1.0,1.0,0.25,1.0,1.0,8.7e-05,0.000116,1.9e-05,0.00041,2.6e-05,0.000897,0.002804
scidocs,546b3592f59b3445ef12fba506b729c832198c33,hybrid_rrf_copeland_a03,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.504762,1.0,1.0,0.25,1.0,1.0,8.7e-05,0.000116,1.9e-05,0.00041,2e-05,0.000897,0.002804
scidocs,546b3592f59b3445ef12fba506b729c832198c33,hybrid_rrf_priority_topo_a03,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,-0.210526,0.447619,1.0,1.0,0.25,1.0,1.0,8.7e-05,0.000116,1.9e-05,0.00041,5.3e-05,0.000897,0.002804
scidocs,51236676c3bba877d82c31b393db1af4846527ac,score_sum,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.333333,1.0,1.0,0.25,1.0,1.0,8.1e-05,7.9e-05,2e-05,0.000479,1.9e-05,0.000929,0.002868
scidocs,51236676c3bba877d82c31b393db1af4846527ac,borda,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.333333,1.0,1.0,0.25,1.0,1.0,8.1e-05,7.9e-05,2e-05,0.000479,1.3e-05,0.000929,0.002868
scidocs,51236676c3bba877d82c31b393db1af4846527ac,pagerank,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.305263,0.485714,1.0,1.0,0.25,1.0,1.0,8.1e-05,7.9e-05,2e-05,0.000479,0.000951,0.000929,0.002868
scidocs,51236676c3bba877d82c31b393db1af4846527ac,greedy_fas_topological,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.305263,0.485714,1.0,1.0,0.25,1.0,1.0,8.1e-05,7.9e-05,2e-05,0.000479,4e-05,0.000929,0.002868
scidocs,51236676c3bba877d82c31b393db1af4846527ac,greedy_fas_weighted_balance,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.333333,1.0,1.0,0.25,1.0,1.0,8.1e-05,7.9e-05,2e-05,0.000479,2.5e-05,0.000929,0.002868
scidocs,51236676c3bba877d82c31b393db1af4846527ac,greedy_fas_copeland,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.333333,1.0,1.0,0.25,1.0,1.0,8.1e-05,7.9e-05,2e-05,0.000479,1.8e-05,0.000929,0.002868
scidocs,51236676c3bba877d82c31b393db1af4846527ac,greedy_fas_score_augmented_topological,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,-0.210526,0.619048,1.0,1.0,0.25,1.0,1.0,8.1e-05,7.9e-05,2e-05,0.000479,3.6e-05,0.000929,0.002868
scidocs,51236676c3bba877d82c31b393db1af4846527ac,fas_balance_score_prior_alpha_beta,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.333333,1.0,1.0,0.25,1.0,1.0,8.1e-05,7.9e-05,2e-05,0.000479,3.7e-05,0.000929,0.002868
scidocs,51236676c3bba877d82c31b393db1af4846527ac,hybrid_rrf_fas_regularized,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.333333,1.0,1.0,0.25,1.0,1.0,8.1e-05,7.9e-05,2e-05,0.000479,3.8e-05,0.000929,0.002868
scidocs,51236676c3bba877d82c31b393db1af4846527ac,hybrid_rrf_balance_a05,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.333333,1.0,1.0,0.25,1.0,1.0,8.1e-05,7.9e-05,2e-05,0.000479,2.6e-05,0.000929,0.002868
scidocs,51236676c3bba877d82c31b393db1af4846527ac,hybrid_rrf_copeland_a03,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.333333,1.0,1.0,0.25,1.0,1.0,8.1e-05,7.9e-05,2e-05,0.000479,2.2e-05,0.000929,0.002868
scidocs,51236676c3bba877d82c31b393db1af4846527ac,hybrid_rrf_priority_topo_a03,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,-0.210526,0.619048,1.0,1.0,0.25,1.0,1.0,8.1e-05,7.9e-05,2e-05,0.000479,5.5e-05,0.000929,0.002868
scidocs,d6b56cc6e05300426b6194dd3f6a38720678827e,score_sum,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.447619,1.0,1.0,0.25,1.0,1.0,8.5e-05,7.7e-05,1.9e-05,0.000419,1.9e-05,0.000914,0.002836
scidocs,d6b56cc6e05300426b6194dd3f6a38720678827e,borda,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.447619,1.0,1.0,0.25,1.0,1.0,8.5e-05,7.7e-05,1.9e-05,0.000419,1.2e-05,0.000914,0.002836
scidocs,d6b56cc6e05300426b6194dd3f6a38720678827e,pagerank,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.294737,0.485714,1.0,1.0,0.25,1.0,1.0,8.5e-05,7.7e-05,1.9e-05,0.000419,0.001007,0.000914,0.002836
scidocs,d6b56cc6e05300426b6194dd3f6a38720678827e,greedy_fas_topological,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,0.294737,0.485714,1.0,1.0,0.25,1.0,1.0,8.5e-05,7.7e-05,1.9e-05,0.000419,4e-05,0.000914,0.002836
scidocs,d6b56cc6e05300426b6194dd3f6a38720678827e,greedy_fas_weighted_balance,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.447619,1.0,1.0,0.25,1.0,1.0,8.5e-05,7.7e-05,1.9e-05,0.000419,2.5e-05,0.000914,0.002836
scidocs,d6b56cc6e05300426b6194dd3f6a38720678827e,greedy_fas_copeland,qrels,label-derived pairwise preferences from qrels,20,75,0.197368,20,1,False,0,0,0,0,0.0,0.0,0,0,20,ndcg_at_k,0.0,0,1.0,0.447619,1.0,1.0,0.25,1.0,1.0,8.5e-05,7.7e-05,1.9e-05,0.000419,1.7e-05,0.000914,0.002836
