n_items,noise,weight_scheme,seed,method,kendall_tau,ndcg,pairwise_accuracy,n_violations,inconsistency_before,inconsistency_after,edges_removed,n_edges,is_dag
20,0.1,uniform,42,hybrid_rrf_fas_regularized,0.8631578947368421,0.9868824190619714,0.9315789473684211,13,23,15,87,190,False
20,0.1,uniform,42,fas_balance_score_prior_alpha_beta,0.8105263157894737,0.9478993034072349,0.9052631578947369,18,23,15,87,190,False
20,0.1,uniform,123,score_sum,0.7894736842105263,0.9616509025261498,0.8947368421052632,20,24,24,0,190,False
20,0.1,uniform,123,borda,0.7894736842105263,0.9616509025261498,0.8947368421052632,20,24,24,0,190,False
20,0.1,uniform,123,greedy_fas_weighted_balance,0.6736842105263158,0.8261375360346962,0.8368421052631578,31,24,10,58,190,False
20,0.1,uniform,123,hybrid_rrf_fas_regularized,0.8210526315789474,0.9830963171359015,0.9105263157894736,17,24,10,58,190,False
20,0.1,uniform,123,fas_balance_score_prior_alpha_beta,0.8,0.9064746954725323,0.9,19,24,10,58,190,False
20,0.1,uniform,7,score_sum,0.7368421052631579,0.9084672267726709,0.868421052631579,25,25,25,0,190,False
20,0.1,uniform,7,borda,0.7368421052631579,0.9084672267726709,0.868421052631579,25,25,25,0,190,False
20,0.1,uniform,7,greedy_fas_weighted_balance,0.6736842105263158,0.9682139568553323,0.8368421052631578,31,25,4,78,190,False
20,0.1,uniform,7,hybrid_rrf_fas_regularized,0.8315789473684211,0.9855661127184139,0.9157894736842105,16,25,4,78,190,False
20,0.1,uniform,7,fas_balance_score_prior_alpha_beta,0.8315789473684211,0.9859640251688997,0.9157894736842105,16,25,4,78,190,False
20,0.15,margin,42,score_sum,0.7578947368421053,0.9990562379536827,0.8789473684210526,23,29,29,0,190,False
20,0.15,margin,42,borda,0.8631578947368421,0.9770604709607167,0.9315789473684211,13,29,29,0,190,False
20,0.15,margin,42,greedy_fas_weighted_balance,0.7578947368421053,0.9972381844664708,0.8789473684210526,23,29,9,73,190,False
20,0.15,margin,42,hybrid_rrf_fas_regularized,0.7789473684210526,0.9990562379536827,0.8894736842105263,21,29,9,73,190,False
20,0.15,margin,42,fas_balance_score_prior_alpha_beta,0.7684210526315789,0.9989811137538722,0.8842105263157894,22,29,9,73,190,False
20,0.15,margin,123,score_sum,0.6842105263157895,0.9634463304398427,0.8421052631578947,30,34,34,0,190,False
20,0.15,margin,123,borda,0.6947368421052632,0.8762812677540637,0.8473684210526315,29,34,34,0,190,False
20,0.15,margin,123,greedy_fas_weighted_balance,0.47368421052631576,0.8469488681230457,0.736842105263158,50,34,18,80,190,False
20,0.15,margin,123,hybrid_rrf_fas_regularized,0.6736842105263158,0.9630768859602926,0.8368421052631578,31,34,18,80,190,False
20,0.15,margin,123,fas_balance_score_prior_alpha_beta,0.6526315789473685,0.954941213719622,0.8263157894736842,33,34,18,80,190,False
20,0.15,margin,7,score_sum,0.7789473684210526,0.9706797153534478,0.8894736842105263,21,37,37,0,190,False
20,0.15,margin,7,borda,0.7157894736842105,0.9334666168336404,0.8578947368421053,27,37,37,0,190,False
20,0.15,margin,7,greedy_fas_weighted_balance,0.7684210526315789,0.9211055675657939,0.8842105263157894,22,37,15,68,190,False
20,0.15,margin,7,hybrid_rrf_fas_regularized,0.7894736842105263,0.9740992375138615,0.8947368421052632,20,37,15,68,190,False
20,0.15,margin,7,fas_balance_score_prior_alpha_beta,0.7684210526315789,0.9736459313885224,0.8842105263157894,22,37,15,68,190,False
20,0.15,uniform,42,score_sum,0.8631578947368421,0.9770604709607167,0.9315789473684211,13,29,29,0,190,False
20,0.15,uniform,42,borda,0.8631578947368421,0.9770604709607167,0.9315789473684211,13,29,29,0,190,False
20,0.15,uniform,42,greedy_fas_weighted_balance,0.4105263157894737,0.8575801317246589,0.7052631578947368,56,29,19,85,190,False
20,0.15,uniform,42,hybrid_rrf_fas_regularized,0.8315789473684211,0.9859359133997933,0.9157894736842105,16,29,19,85,190,False
20,0.15,uniform,42,fas_balance_score_prior_alpha_beta,0.7894736842105263,0.9478993034072349,0.8947368421052632,20,29,19,85,190,False
20,0.15,uniform,123,score_sum,0.6947368421052632,0.8762812677540637,0.8473684210526315,29,34,34,0,190,False
20,0.15,uniform,123,borda,0.6947368421052632,0.8762812677540637,0.8473684210526315,29,34,34,0,190,False
20,0.15,uniform,123,greedy_fas_weighted_balance,0.49473684210526314,0.7697939324352773,0.7473684210526316,48,34,17,70,190,False
20,0.15,uniform,123,hybrid_rrf_fas_regularized,0.7263157894736842,0.8880771022588425,0.8631578947368421,26,34,17,70,190,False
20,0.15,uniform,123,fas_balance_score_prior_alpha_beta,0.7157894736842105,0.880384677853199,0.8578947368421053,27,34,17,70,190,False
20,0.15,uniform,7,score_sum,0.7157894736842105,0.9334666168336404,0.8578947368421053,27,37,37,0,190,False
20,0.15,uniform,7,borda,0.7157894736842105,0.9334666168336404,0.8578947368421053,27,37,37,0,190,False
20,0.15,uniform,7,greedy_fas_weighted_balance,0.6421052631578947,0.92678016195928,0.8210526315789474,34,37,8,83,190,False
20,0.15,uniform,7,hybrid_rrf_fas_regularized,0.8105263157894737,0.9484060742701446,0.9052631578947369,18,37,8,83,190,False
20,0.15,uniform,7,fas_balance_score_prior_alpha_beta,0.8210526315789474,0.9843742686731879,0.9105263157894736,17,37,8,83,190,False
20,0.2,margin,42,score_sum,0.7578947368421053,0.9904086612206554,0.8789473684210526,23,37,37,0,190,False
20,0.2,margin,42,borda,0.7789473684210526,0.9503832850568418,0.8894736842105263,21,37,37,0,190,False
20,0.2,margin,42,greedy_fas_weighted_balance,0.7368421052631579,0.9728970666945495,0.868421052631579,25,37,16,62,190,False
20,0.2,margin,42,hybrid_rrf_fas_regularized,0.7578947368421053,0.9904086612206554,0.8789473684210526,23,37,16,62,190,False
20,0.2,margin,42,fas_balance_score_prior_alpha_beta,0.7578947368421053,0.98382659172689,0.8789473684210526,23,37,16,62,190,False
20,0.2,margin,123,score_sum,0.6421052631578947,0.9560505722800463,0.8210526315789474,34,43,43,0,190,False
20,0.2,margin,123,borda,0.7157894736842105,0.9316827470207385,0.8578947368421053,27,43,43,0,190,False
20,0.2,margin,123,greedy_fas_weighted_balance,0.5052631578947369,0.834088015926176,0.7526315789473684,47,43,25,72,190,False
20,0.2,margin,123,hybrid_rrf_fas_regularized,0.5894736842105263,0.9386192570766774,0.7947368421052632,39,43,25,72,190,False
20,0.2,margin,123,fas_balance_score_prior_alpha_beta,0.6105263157894737,0.9452441846872152,0.8052631578947369,37,43,25,72,190,False
20,0.2,margin,7,score_sum,0.6,0.9214005671015103,0.8,38,47,47,0,190,False
20,0.2,margin,7,borda,0.6,0.8900046830350109,0.8,38,47,47,0,190,False
20,0.2,margin,7,greedy_fas_weighted_balance,0.5368421052631579,0.8457273074986909,0.7684210526315789,44,47,22,84,190,False
20,0.2,margin,7,hybrid_rrf_fas_regularized,0.5894736842105263,0.8964866239956375,0.7947368421052632,39,47,22,84,190,False
20,0.2,margin,7,fas_balance_score_prior_alpha_beta,0.5894736842105263,0.8983334372355705,0.7947368421052632,39,47,22,84,190,False
20,0.2,uniform,42,score_sum,0.7789473684210526,0.9503832850568418,0.8894736842105263,21,37,37,0,190,False
20,0.2,uniform,42,borda,0.7789473684210526,0.9503832850568418,0.8894736842105263,21,37,37,0,190,False
20,0.2,uniform,42,greedy_fas_weighted_balance,0.35789473684210527,0.8157409171372619,0.6789473684210526,61,37,22,89,190,False
20,0.2,uniform,42,hybrid_rrf_fas_regularized,0.8,0.9577101269967643,0.9,19,37,22,89,190,False
20,0.2,uniform,42,fas_balance_score_prior_alpha_beta,0.7263157894736842,0.9202561443307166,0.8631578947368421,26,37,22,89,190,False
20,0.2,uniform,123,score_sum,0.7157894736842105,0.9316827470207385,0.8578947368421053,27,43,43,0,190,False
20,0.2,uniform,123,borda,0.7157894736842105,0.9316827470207385,0.8578947368421053,27,43,43,0,190,False
20,0.2,uniform,123,greedy_fas_weighted_balance,0.43157894736842106,0.7037016782435334,0.7157894736842105,54,43,21,82,190,False
20,0.2,uniform,123,hybrid_rrf_fas_regularized,0.6526315789473685,0.8795464697720596,0.8263157894736842,33,43,21,82,190,False
20,0.2,uniform,123,fas_balance_score_prior_alpha_beta,0.6526315789473685,0.8737986120758184,0.8263157894736842,33,43,21,82,190,False
20,0.2,uniform,7,score_sum,0.6,0.8900046830350109,0.8,38,47,47,0,190,False
20,0.2,uniform,7,borda,0.6,0.8900046830350109,0.8,38,47,47,0,190,False
20,0.2,uniform,7,greedy_fas_weighted_balance,0.4842105263157895,0.8590113049763027,0.7421052631578947,49,47,12,89,190,False
20,0.2,uniform,7,hybrid_rrf_fas_regularized,0.631578947368421,0.8940202132245575,0.8157894736842105,35,47,12,89,190,False
20,0.2,uniform,7,fas_balance_score_prior_alpha_beta,0.631578947368421,0.9086677673505702,0.8157894736842105,35,47,12,89,190,False
20,0.25,margin,42,score_sum,0.7894736842105263,0.9705272575330575,0.8947368421052632,20,56,56,0,190,False
20,0.25,margin,42,borda,0.7263157894736842,0.8957135785924668,0.8631578947368421,26,56,56,0,190,False
20,0.25,margin,42,greedy_fas_weighted_balance,0.7368421052631579,0.9725521996058093,0.868421052631579,25,56,21,72,190,False
20,0.25,margin,42,hybrid_rrf_fas_regularized,0.8210526315789474,0.9900592785250132,0.9105263157894736,17,56,21,72,190,False
20,0.25,margin,42,fas_balance_score_prior_alpha_beta,0.8210526315789474,0.9836566674361731,0.9105263157894736,17,56,21,72,190,False
20,0.25,margin,123,score_sum,0.6210526315789474,0.9559357812228834,0.8105263157894737,36,50,50,0,190,False
20,0.25,margin,123,borda,0.6842105263157895,0.9384150194519814,0.8421052631578947,30,50,50,0,190,False
20,0.25,margin,123,greedy_fas_weighted_balance,0.4842105263157895,0.8174425696783059,0.7421052631578947,49,50,29,74,190,False
20,0.25,margin,123,hybrid_rrf_fas_regularized,0.6,0.9387917507229224,0.8,38,50,29,74,190,False
20,0.25,margin,123,fas_balance_score_prior_alpha_beta,0.6,0.9451092603181801,0.8,38,50,29,74,190,False
20,0.25,margin,7,score_sum,0.5368421052631579,0.8700778187286254,0.7684210526315789,44,56,56,0,190,False
20,0.25,margin,7,borda,0.4842105263157895,0.8337554574527392,0.7421052631578947,49,56,56,0,190,False
20,0.25,margin,7,greedy_fas_weighted_balance,0.47368421052631576,0.8366342846417368,0.736842105263158,50,56,25,92,190,False
20,0.25,margin,7,hybrid_rrf_fas_regularized,0.5263157894736842,0.882288991049165,0.7631578947368421,45,56,25,92,190,False
20,0.25,margin,7,fas_balance_score_prior_alpha_beta,0.5368421052631579,0.8868287995388413,0.7684210526315789,44,56,25,92,190,False
20,0.25,uniform,42,score_sum,0.7263157894736842,0.8957135785924668,0.8631578947368421,26,56,56,0,190,False
20,0.25,uniform,42,borda,0.7263157894736842,0.8957135785924668,0.8631578947368421,26,56,56,0,190,False
20,0.25,uniform,42,greedy_fas_weighted_balance,0.25263157894736843,0.7595057511326323,0.6263157894736842,71,56,30,92,190,False
20,0.25,uniform,42,hybrid_rrf_fas_regularized,0.7368421052631579,0.900232085933463,0.868421052631579,25,56,30,92,190,False
20,0.25,uniform,42,fas_balance_score_prior_alpha_beta,0.7473684210526316,0.900232085933463,0.8736842105263158,24,56,30,92,190,False
20,0.25,uniform,123,score_sum,0.6842105263157895,0.9384150194519814,0.8421052631578947,30,50,50,0,190,False
20,0.25,uniform,123,borda,0.6842105263157895,0.9384150194519814,0.8421052631578947,30,50,50,0,190,False
20,0.25,uniform,123,greedy_fas_weighted_balance,0.37894736842105264,0.6888329436917501,0.6894736842105262,59,50,27,78,190,False
20,0.25,uniform,123,hybrid_rrf_fas_regularized,0.6,0.9171847127005512,0.8,38,50,27,78,190,False
20,0.25,uniform,123,fas_balance_score_prior_alpha_beta,0.5789473684210527,0.8590361460192011,0.7894736842105263,40,50,27,78,190,False
20,0.25,uniform,7,score_sum,0.4842105263157895,0.8337554574527392,0.7421052631578947,49,56,56,0,190,False
20,0.25,uniform,7,borda,0.4842105263157895,0.8337554574527392,0.7421052631578947,49,56,56,0,190,False
20,0.25,uniform,7,greedy_fas_weighted_balance,0.43157894736842106,0.8053679359760151,0.7157894736842105,54,56,16,97,190,False
20,0.25,uniform,7,hybrid_rrf_fas_regularized,0.5684210526315789,0.8860950067002148,0.7842105263157895,41,56,16,97,190,False
20,0.25,uniform,7,fas_balance_score_prior_alpha_beta,0.5894736842105263,0.9043055149849644,0.7947368421052632,39,56,16,97,190,False
20,0.3,margin,42,score_sum,0.5263157894736842,0.8985485369179728,0.7631578947368421,45,67,67,0,190,False
20,0.3,margin,42,borda,0.5789473684210527,0.8874307361092217,0.7894736842105263,40,67,67,0,190,False
20,0.3,margin,42,greedy_fas_weighted_balance,0.6421052631578947,0.9463265830065737,0.8210526315789474,34,67,27,70,190,False
20,0.3,margin,42,hybrid_rrf_fas_regularized,0.6210526315789474,0.9010848080744976,0.8105263157894737,36,67,27,70,190,False
20,0.3,margin,42,fas_balance_score_prior_alpha_beta,0.6526315789473685,0.961026519055826,0.8263157894736842,33,67,27,70,190,False
20,0.3,margin,123,score_sum,0.49473684210526314,0.9173617593837341,0.7473684210526316,48,56,56,0,190,False
20,0.3,margin,123,borda,0.5263157894736842,0.885795738764076,0.7631578947368421,45,56,56,0,190,False
20,0.3,margin,123,greedy_fas_weighted_balance,0.25263157894736843,0.7407585608675921,0.6263157894736842,71,56,33,84,190,False
20,0.3,margin,123,hybrid_rrf_fas_regularized,0.42105263157894735,0.8944842095125717,0.7105263157894737,55,56,33,84,190,False
20,0.3,margin,123,fas_balance_score_prior_alpha_beta,0.35789473684210527,0.8722370524100713,0.6789473684210526,61,56,33,84,190,False
20,0.3,margin,7,score_sum,0.4631578947368421,0.8564720133663506,0.7315789473684211,51,67,67,0,190,False
20,0.3,margin,7,borda,0.4421052631578947,0.8063376870733892,0.7210526315789474,53,67,67,0,190,False
20,0.3,margin,7,greedy_fas_weighted_balance,0.3473684210526316,0.6560176520978815,0.6736842105263158,62,67,29,100,190,False
20,0.3,margin,7,hybrid_rrf_fas_regularized,0.4842105263157895,0.8327706314275326,0.7421052631578947,49,67,29,100,190,False
20,0.3,margin,7,fas_balance_score_prior_alpha_beta,0.47368421052631576,0.8332186041847958,0.736842105263158,50,67,29,100,190,False
20,0.3,uniform,42,score_sum,0.5789473684210527,0.8874307361092217,0.7894736842105263,40,67,67,0,190,False
20,0.3,uniform,42,borda,0.5789473684210527,0.8874307361092217,0.7894736842105263,40,67,67,0,190,False
20,0.3,uniform,42,greedy_fas_weighted_balance,0.12631578947368421,0.6626037716792038,0.5631578947368421,83,67,39,85,190,False
20,0.3,uniform,42,hybrid_rrf_fas_regularized,0.5578947368421052,0.8743408896029727,0.7789473684210526,42,67,39,85,190,False
20,0.3,uniform,42,fas_balance_score_prior_alpha_beta,0.47368421052631576,0.8566427472834153,0.736842105263158,50,67,39,85,190,False
20,0.3,uniform,123,score_sum,0.5263157894736842,0.885795738764076,0.7631578947368421,45,56,56,0,190,False
20,0.3,uniform,123,borda,0.5263157894736842,0.885795738764076,0.7631578947368421,45,56,56,0,190,False
20,0.3,uniform,123,greedy_fas_weighted_balance,0.29473684210526313,0.6239326614106308,0.6473684210526316,67,56,30,81,190,False
20,0.3,uniform,123,hybrid_rrf_fas_regularized,0.5473684210526316,0.9104855645083688,0.7736842105263158,43,56,30,81,190,False
20,0.3,uniform,123,fas_balance_score_prior_alpha_beta,0.5157894736842106,0.8531830544725474,0.7578947368421053,46,56,30,81,190,False
20,0.3,uniform,7,score_sum,0.4421052631578947,0.8063376870733892,0.7210526315789474,53,67,67,0,190,False
20,0.3,uniform,7,borda,0.4421052631578947,0.8063376870733892,0.7210526315789474,53,67,67,0,190,False
20,0.3,uniform,7,greedy_fas_weighted_balance,0.3368421052631579,0.7793958055295681,0.668421052631579,63,67,20,99,190,False
20,0.3,uniform,7,hybrid_rrf_fas_regularized,0.5157894736842106,0.8819273475797932,0.7578947368421053,46,67,20,99,190,False
20,0.3,uniform,7,fas_balance_score_prior_alpha_beta,0.4631578947368421,0.8505090596113881,0.7315789473684211,51,67,20,99,190,False
50,0.05,margin,42,score_sum,0.9379591836734694,1.0,0.9689795918367347,38,55,55,0,1225,False
50,0.05,margin,42,borda,0.9395918367346939,0.9923125073745293,0.9697959183673469,37,55,55,0,1225,False
50,0.05,margin,42,greedy_fas_weighted_balance,0.8971428571428571,0.9899029489083754,0.9485714285714286,63,55,24,293,1225,False
50,0.05,margin,42,hybrid_rrf_fas_regularized,0.9379591836734694,0.9998613189402971,0.9689795918367347,38,55,24,293,1225,False
50,0.05,margin,42,fas_balance_score_prior_alpha_beta,0.923265306122449,0.9939338754387294,0.9616326530612245,47,55,24,293,1225,False
50,0.05,margin,123,score_sum,0.9102040816326531,0.9989616870698519,0.9551020408163265,55,56,56,0,1225,False
50,0.05,margin,123,borda,0.9640816326530612,0.9997966349206323,0.9820408163265306,22,56,56,0,1225,False
50,0.05,margin,123,greedy_fas_weighted_balance,0.8514285714285714,0.9779747670839104,0.9257142857142857,91,56,17,378,1225,False
50,0.05,margin,123,hybrid_rrf_fas_regularized,0.9053061224489796,0.9987963399311988,0.9526530612244898,58,56,17,378,1225,False
50,0.05,margin,123,fas_balance_score_prior_alpha_beta,0.8987755102040816,0.9980546604715027,0.9493877551020408,62,56,17,378,1225,False
50,0.05,margin,7,score_sum,0.9102040816326531,1.0,0.9551020408163265,55,76,76,0,1225,False
50,0.05,margin,7,borda,0.9477551020408164,0.994662761009688,0.9738775510204082,32,76,76,0,1225,False
50,0.05,margin,7,greedy_fas_weighted_balance,0.8938775510204081,0.9953693801240535,0.9469387755102041,65,76,21,350,1225,False
50,0.05,margin,7,hybrid_rrf_fas_regularized,0.9118367346938776,0.999644190646472,0.9559183673469388,54,76,21,350,1225,False
50,0.05,margin,7,fas_balance_score_prior_alpha_beta,0.9151020408163265,0.9969386561416419,0.9575510204081633,52,76,21,350,1225,False
50,0.05,uniform,42,score_sum,0.9395918367346939,0.9923125073745293,0.9697959183673469,37,55,55,0,1225,False
50,0.05,uniform,42,borda,0.9395918367346939,0.9923125073745293,0.9697959183673469,37,55,55,0,1225,False
50,0.05,uniform,42,greedy_fas_weighted_balance,0.5640816326530612,0.924801840492831,0.7820408163265307,267,55,30,513,1225,False
50,0.05,uniform,42,hybrid_rrf_fas_regularized,0.923265306122449,0.9905944316276671,0.9616326530612245,47,55,30,513,1225,False
50,0.05,uniform,42,fas_balance_score_prior_alpha_beta,0.8742857142857143,0.9826704313921383,0.9371428571428572,77,55,30,513,1225,False
50,0.05,uniform,123,score_sum,0.9640816326530612,0.9997966349206323,0.9820408163265306,22,56,56,0,1225,False
50,0.05,uniform,123,borda,0.9640816326530612,0.9997966349206323,0.9820408163265306,22,56,56,0,1225,False
50,0.05,uniform,123,greedy_fas_weighted_balance,0.6620408163265306,0.8924869156483584,0.8310204081632653,207,56,17,430,1225,False
50,0.05,uniform,123,hybrid_rrf_fas_regularized,0.9428571428571428,0.9871741972278545,0.9714285714285714,35,56,17,430,1225,False
50,0.05,uniform,123,fas_balance_score_prior_alpha_beta,0.8906122448979592,0.9817849087993692,0.9453061224489796,67,56,17,430,1225,False
50,0.05,uniform,7,score_sum,0.9477551020408164,0.994662761009688,0.9738775510204082,32,76,76,0,1225,False
50,0.05,uniform,7,borda,0.9477551020408164,0.994662761009688,0.9738775510204082,32,76,76,0,1225,False
50,0.05,uniform,7,greedy_fas_weighted_balance,0.6293877551020408,0.8695217523552679,0.8146938775510204,227,76,30,458,1225,False
50,0.05,uniform,7,hybrid_rrf_fas_regularized,0.926530612244898,0.9958920358110878,0.963265306122449,45,76,30,458,1225,False
50,0.05,uniform,7,fas_balance_score_prior_alpha_beta,0.8595918367346939,0.9892941001278588,0.929795918367347,86,76,30,458,1225,False
50,0.1,margin,42,score_sum,0.8889795918367347,0.9992987865758344,0.9444897959183673,68,120,120,0,1225,False
50,0.1,margin,42,borda,0.8840816326530613,0.9805930952839559,0.9420408163265306,71,120,120,0,1225,False
50,0.1,margin,42,greedy_fas_weighted_balance,0.8742857142857143,0.9899781850878719,0.9371428571428572,77,120,36,404,1225,False
50,0.1,margin,42,hybrid_rrf_fas_regularized,0.8971428571428571,0.9990710413465742,0.9485714285714286,63,120,36,404,1225,False
50,0.1,margin,42,fas_balance_score_prior_alpha_beta,0.8922448979591837,0.9940563206558465,0.9461224489795919,66,120,36,404,1225,False
50,0.1,margin,123,score_sum,0.8497959183673469,0.9986126886329738,0.9248979591836735,92,131,131,0,1225,False
50,0.1,margin,123,borda,0.9069387755102041,0.9958008824548015,0.953469387755102,57,131,131,0,1225,False
50,0.1,margin,123,greedy_fas_weighted_balance,0.769795918367347,0.9302165119432467,0.8848979591836734,141,131,41,486,1225,False
50,0.1,margin,123,hybrid_rrf_fas_regularized,0.8318367346938775,0.9971808097963974,0.9159183673469388,103,131,41,486,1225,False
50,0.1,margin,123,fas_balance_score_prior_alpha_beta,0.830204081632653,0.9942681269760367,0.9151020408163265,104,131,41,486,1225,False
50,0.1,margin,7,score_sum,0.8628571428571429,0.9987274648529704,0.9314285714285714,84,134,134,0,1225,False
50,0.1,margin,7,borda,0.9248979591836735,0.9906111107557105,0.9624489795918367,46,134,134,0,1225,False
50,0.1,margin,7,greedy_fas_weighted_balance,0.8253061224489796,0.9729934112242498,0.9126530612244897,107,134,38,440,1225,False
50,0.1,margin,7,hybrid_rrf_fas_regularized,0.8644897959183674,0.9987274648529704,0.9322448979591836,83,134,38,440,1225,False
50,0.1,margin,7,fas_balance_score_prior_alpha_beta,0.8530612244897959,0.9953122455844813,0.926530612244898,90,134,38,440,1225,False
50,0.1,uniform,42,score_sum,0.8840816326530613,0.9805930952839559,0.9420408163265306,71,120,120,0,1225,False
50,0.1,uniform,42,borda,0.8840816326530613,0.9805930952839559,0.9420408163265306,71,120,120,0,1225,False
50,0.1,uniform,42,greedy_fas_weighted_balance,0.5053061224489795,0.8824828857988025,0.7526530612244898,303,120,61,547,1225,False
50,0.1,uniform,42,hybrid_rrf_fas_regularized,0.8742857142857143,0.9807659639734521,0.9371428571428572,77,120,61,547,1225,False
50,0.1,uniform,42,fas_balance_score_prior_alpha_beta,0.8318367346938775,0.976797301616973,0.9159183673469388,103,120,61,547,1225,False
50,0.1,uniform,123,score_sum,0.9069387755102041,0.9958008824548015,0.953469387755102,57,131,131,0,1225,False
50,0.1,uniform,123,borda,0.9069387755102041,0.9958008824548015,0.953469387755102,57,131,131,0,1225,False
50,0.1,uniform,123,greedy_fas_weighted_balance,0.6228571428571429,0.8935413697954944,0.8114285714285714,231,131,50,471,1225,False
50,0.1,uniform,123,hybrid_rrf_fas_regularized,0.8808163265306123,0.9654869038482561,0.9404081632653061,73,131,50,471,1225,False
50,0.1,uniform,123,fas_balance_score_prior_alpha_beta,0.8448979591836735,0.9502629771494715,0.9224489795918367,95,131,50,471,1225,False
50,0.1,uniform,7,score_sum,0.9248979591836735,0.9906111107557105,0.9624489795918367,46,134,134,0,1225,False
50,0.1,uniform,7,borda,0.9248979591836735,0.9906111107557105,0.9624489795918367,46,134,134,0,1225,False
50,0.1,uniform,7,greedy_fas_weighted_balance,0.5412244897959184,0.8282450461227536,0.7706122448979592,281,134,53,529,1225,False
50,0.1,uniform,7,hybrid_rrf_fas_regularized,0.8906122448979592,0.9939617583002536,0.9453061224489796,67,134,53,529,1225,False
50,0.1,uniform,7,fas_balance_score_prior_alpha_beta,0.8171428571428572,0.9747414596274625,0.9085714285714286,112,134,53,529,1225,False
50,0.15,margin,42,score_sum,0.8155102040816327,0.9975300739103865,0.9077551020408163,113,179,179,0,1225,False
50,0.15,margin,42,borda,0.8661224489795918,0.9715134794714738,0.9330612244897959,82,179,179,0,1225,False
50,0.15,margin,42,greedy_fas_weighted_balance,0.8008163265306123,0.9732794773757705,0.9004081632653061,122,179,58,468,1225,False
50,0.15,margin,42,hybrid_rrf_fas_regularized,0.8220408163265306,0.9971980245195236,0.9110204081632653,109,179,58,468,1225,False
50,0.15,margin,42,fas_balance_score_prior_alpha_beta,0.8285714285714286,0.9888373628565607,0.9142857142857143,105,179,58,468,1225,False
50,0.15,margin,123,score_sum,0.7861224489795918,0.9975920739369771,0.893061224489796,131,197,197,0,1225,False
50,0.15,margin,123,borda,0.8742857142857143,0.9952003240616135,0.9371428571428572,77,197,197,0,1225,False
50,0.15,margin,123,greedy_fas_weighted_balance,0.7142857142857143,0.9476429681753311,0.8571428571428572,175,197,68,566,1225,False
50,0.15,margin,123,hybrid_rrf_fas_regularized,0.7910204081632654,0.9955010609323595,0.8955102040816326,128,197,68,566,1225,False
50,0.15,margin,123,fas_balance_score_prior_alpha_beta,0.7812244897959184,0.9851186897345817,0.8906122448979592,134,197,68,566,1225,False
50,0.15,margin,7,score_sum,0.8073469387755102,0.9959513232295131,0.9036734693877551,118,210,210,0,1225,False
50,0.15,margin,7,borda,0.8628571428571429,0.9780191591155791,0.9314285714285714,84,210,210,0,1225,False
50,0.15,margin,7,greedy_fas_weighted_balance,0.756734693877551,0.9610564506773933,0.8783673469387755,149,210,76,469,1225,False
50,0.15,margin,7,hybrid_rrf_fas_regularized,0.8008163265306123,0.9951411016062928,0.9004081632653061,122,210,76,469,1225,False
50,0.15,margin,7,fas_balance_score_prior_alpha_beta,0.7942857142857143,0.9891802790029085,0.8971428571428571,126,210,76,469,1225,False
50,0.15,uniform,42,score_sum,0.8661224489795918,0.9715134794714738,0.9330612244897959,82,179,179,0,1225,False
50,0.15,uniform,42,borda,0.8661224489795918,0.9715134794714738,0.9330612244897959,82,179,179,0,1225,False
50,0.15,uniform,42,greedy_fas_weighted_balance,0.4514285714285714,0.8473415027084152,0.7257142857142858,336,179,89,555,1225,False
50,0.15,uniform,42,hybrid_rrf_fas_regularized,0.8514285714285714,0.981356220484402,0.9257142857142857,91,179,89,555,1225,False
50,0.15,uniform,42,fas_balance_score_prior_alpha_beta,0.7877551020408163,0.9755973041730697,0.8938775510204082,130,179,89,555,1225,False
50,0.15,uniform,123,score_sum,0.8742857142857143,0.9952003240616135,0.9371428571428572,77,197,197,0,1225,False
50,0.15,uniform,123,borda,0.8742857142857143,0.9952003240616135,0.9371428571428572,77,197,197,0,1225,False
50,0.15,uniform,123,greedy_fas_weighted_balance,0.5363265306122449,0.8506129397531575,0.7681632653061224,284,197,78,517,1225,False
50,0.15,uniform,123,hybrid_rrf_fas_regularized,0.8595918367346939,0.9734634259380079,0.929795918367347,86,197,78,517,1225,False
50,0.15,uniform,123,fas_balance_score_prior_alpha_beta,0.8024489795918367,0.9458669655944032,0.9012244897959184,121,197,78,517,1225,False
50,0.15,uniform,7,score_sum,0.8628571428571429,0.9780191591155791,0.9314285714285714,84,210,210,0,1225,False
50,0.15,uniform,7,borda,0.8628571428571429,0.9780191591155791,0.9314285714285714,84,210,210,0,1225,False
50,0.15,uniform,7,greedy_fas_weighted_balance,0.4906122448979592,0.7926292860302171,0.7453061224489796,312,210,88,538,1225,False
50,0.15,uniform,7,hybrid_rrf_fas_regularized,0.8448979591836735,0.9709808416049559,0.9224489795918367,95,210,88,538,1225,False
50,0.15,uniform,7,fas_balance_score_prior_alpha_beta,0.7844897959183673,0.9457291573444376,0.8922448979591837,132,210,88,538,1225,False
50,0.2,margin,42,score_sum,0.7779591836734694,0.9967786007120389,0.8889795918367347,136,232,232,0,1225,False
50,0.2,margin,42,borda,0.8138775510204082,0.9806768796711953,0.9069387755102041,114,232,232,0,1225,False
50,0.2,margin,42,greedy_fas_weighted_balance,0.7877551020408163,0.9641727939546975,0.8938775510204082,130,232,72,511,1225,False
50,0.2,margin,42,hybrid_rrf_fas_regularized,0.8089795918367347,0.9965981655888605,0.9044897959183673,117,232,72,511,1225,False
