n_items,noise,weight_scheme,seed,method,kendall_tau,ndcg,pairwise_accuracy,n_violations,inconsistency_before,inconsistency_after,edges_removed,removed_weight,objective_value,greedy_objective,exact_objective,n_edges
8,0.05,uniform,42,borda,0.7857142857142857,0.9795194815171254,0.8928571428571429,3,4,4,0,0.0,,4.0,2.0,28
8,0.05,uniform,42,greedy_fas_weighted_balance,0.6428571428571429,0.9710309544502821,0.8214285714285714,5,4,3,4,4.0,4.0,4.0,2.0,28
8,0.05,uniform,42,hybrid_rrf_fas_regularized,0.7857142857142857,0.9863993442605957,0.8928571428571429,3,4,3,4,4.0,4.0,4.0,2.0,28
8,0.05,uniform,42,greedy_fas_alpha_beta,0.7857142857142857,0.9863993442605957,0.8928571428571429,3,4,3,4,4.0,4.0,4.0,2.0,28
8,0.05,uniform,42,exact_fas_weighted_balance,0.8571428571428571,0.992214735685028,0.9285714285714286,2,4,2,2,2.0,2.0,4.0,2.0,28
8,0.05,uniform,42,exact_fas_hybrid_rrf,0.8571428571428571,0.992214735685028,0.9285714285714286,2,4,2,2,2.0,2.0,4.0,2.0,28
8,0.05,uniform,42,exact_fas_alpha_beta,0.8571428571428571,0.992214735685028,0.9285714285714286,2,4,2,2,2.0,2.0,4.0,2.0,28
8,0.05,uniform,123,score_sum,0.8571428571428571,0.996447034362248,0.9285714285714286,2,3,3,0,0.0,,4.0,3.0,28
8,0.05,uniform,123,borda,0.8571428571428571,0.996447034362248,0.9285714285714286,2,3,3,0,0.0,,4.0,3.0,28
8,0.05,uniform,123,greedy_fas_weighted_balance,0.7142857142857143,0.9088872608003907,0.8571428571428572,4,3,2,4,4.0,4.0,4.0,3.0,28
8,0.05,uniform,123,hybrid_rrf_fas_regularized,0.7857142857142857,0.988672228974961,0.8928571428571429,3,3,2,4,4.0,4.0,4.0,3.0,28
8,0.05,uniform,123,greedy_fas_alpha_beta,0.7857142857142857,0.988672228974961,0.8928571428571429,3,3,2,4,4.0,4.0,4.0,3.0,28
8,0.05,uniform,123,exact_fas_weighted_balance,1.0,1.0,1.0,0,3,0,3,3.0,3.0,4.0,3.0,28
8,0.05,uniform,123,exact_fas_hybrid_rrf,0.9285714285714286,0.9969188034098421,0.9642857142857143,1,3,0,3,3.0,3.0,4.0,3.0,28
8,0.05,uniform,123,exact_fas_alpha_beta,0.9285714285714286,0.9969188034098421,0.9642857142857143,1,3,0,3,3.0,3.0,4.0,3.0,28
8,0.05,uniform,7,score_sum,0.8571428571428571,0.992834695602591,0.9285714285714286,2,2,2,0,0.0,,2.0,1.0,28
8,0.05,uniform,7,borda,0.8571428571428571,0.992834695602591,0.9285714285714286,2,2,2,0,0.0,,2.0,1.0,28
8,0.05,uniform,7,greedy_fas_weighted_balance,0.8571428571428571,0.9941433067891642,0.9285714285714286,2,2,1,2,2.0,2.0,2.0,1.0,28
8,0.05,uniform,7,hybrid_rrf_fas_regularized,0.8571428571428571,0.9941433067891642,0.9285714285714286,2,2,1,2,2.0,2.0,2.0,1.0,28
8,0.05,uniform,7,greedy_fas_alpha_beta,0.8571428571428571,0.9941433067891642,0.9285714285714286,2,2,1,2,2.0,2.0,2.0,1.0,28
8,0.05,uniform,7,exact_fas_weighted_balance,0.9285714285714286,0.9988939978490852,0.9642857142857143,1,2,1,1,1.0,1.0,2.0,1.0,28
8,0.05,uniform,7,exact_fas_hybrid_rrf,0.9285714285714286,0.9988939978490852,0.9642857142857143,1,2,1,1,1.0,1.0,2.0,1.0,28
8,0.05,uniform,7,exact_fas_alpha_beta,0.9285714285714286,0.9988939978490852,0.9642857142857143,1,2,1,1,1.0,1.0,2.0,1.0,28
8,0.2,margin,42,score_sum,0.5,0.9783450415555413,0.75,7,9,9,0,0.0,,3.4942382346294636,1.7521738659079582,28
8,0.2,margin,42,borda,0.42857142857142855,0.9374641294990761,0.7142857142857143,8,9,9,0,0.0,,3.4942382346294636,1.7521738659079582,28
8,0.2,margin,42,greedy_fas_weighted_balance,0.42857142857142855,0.9403385220898615,0.7142857142857143,8,9,3,14,3.4942382346294636,3.4942382346294636,3.4942382346294636,1.7521738659079582,28
8,0.2,margin,42,hybrid_rrf_fas_regularized,0.5,0.9783450415555413,0.75,7,9,3,14,3.4942382346294636,3.4942382346294636,3.4942382346294636,1.7521738659079582,28
8,0.2,margin,42,greedy_fas_alpha_beta,0.42857142857142855,0.9725520805687601,0.7142857142857143,8,9,3,14,3.4942382346294636,3.4942382346294636,3.4942382346294636,1.7521738659079582,28
8,0.2,margin,42,exact_fas_weighted_balance,0.5,0.9411603387746958,0.75,7,9,6,7,1.7521738659079582,1.7521738659079582,3.4942382346294636,1.7521738659079582,28
8,0.2,margin,42,exact_fas_hybrid_rrf,0.5,0.9783450415555413,0.75,7,9,6,7,1.7521738659079582,1.7521738659079582,3.4942382346294636,1.7521738659079582,28
8,0.2,margin,42,exact_fas_alpha_beta,0.5714285714285714,0.9804120138571344,0.7857142857142857,6,9,6,7,1.7521738659079582,1.7521738659079582,3.4942382346294636,1.7521738659079582,28
8,0.2,margin,123,score_sum,0.0,0.707486864531553,0.5,14,11,11,0,0.0,,1.2937735701721276,1.2589504915004397,28
8,0.2,margin,123,borda,-0.07142857142857142,0.6232869582498397,0.4642857142857143,15,11,11,0,0.0,,1.2937735701721276,1.2589504915004397,28
8,0.2,margin,123,greedy_fas_weighted_balance,-0.35714285714285715,0.6763206004014571,0.3214285714285714,19,11,9,8,1.2937735701721276,1.2937735701721276,1.2937735701721276,1.2589504915004397,28
8,0.2,margin,123,hybrid_rrf_fas_regularized,-0.07142857142857142,0.6841245308128537,0.4642857142857143,15,11,9,8,1.2937735701721276,1.2937735701721276,1.2937735701721276,1.2589504915004397,28
8,0.2,margin,123,greedy_fas_alpha_beta,-0.14285714285714285,0.6617236016630152,0.4285714285714286,16,11,9,8,1.2937735701721276,1.2937735701721276,1.2937735701721276,1.2589504915004397,28
8,0.2,margin,123,exact_fas_weighted_balance,-0.35714285714285715,0.6763206004014571,0.3214285714285714,19,11,10,7,1.2589504915004397,1.2589504915004397,1.2937735701721276,1.2589504915004397,28
8,0.2,margin,123,exact_fas_hybrid_rrf,-0.07142857142857142,0.6841245308128537,0.4642857142857143,15,11,10,7,1.2589504915004397,1.2589504915004397,1.2937735701721276,1.2589504915004397,28
8,0.2,margin,123,exact_fas_alpha_beta,-0.14285714285714285,0.6617236016630152,0.4285714285714286,16,11,10,7,1.2589504915004397,1.2589504915004397,1.2937735701721276,1.2589504915004397,28
8,0.2,margin,7,score_sum,0.5714285714285714,0.9790097304530434,0.7857142857142857,6,10,10,0,0.0,,0.8129918618564483,0.3635550534417349,28
8,0.2,margin,7,borda,0.5,0.8917871184339251,0.75,7,10,10,0,0.0,,0.8129918618564483,0.3635550534417349,28
8,0.2,margin,7,greedy_fas_weighted_balance,0.6428571428571429,0.971771288059269,0.8214285714285714,5,10,7,7,0.8129918618564483,0.8129918618564483,0.8129918618564483,0.3635550534417349,28
8,0.2,margin,7,hybrid_rrf_fas_regularized,0.6428571428571429,0.9833496521805047,0.8214285714285714,5,10,7,7,0.8129918618564483,0.8129918618564483,0.8129918618564483,0.3635550534417349,28
8,0.2,margin,7,greedy_fas_alpha_beta,0.6428571428571429,0.9833496521805047,0.8214285714285714,5,10,7,7,0.8129918618564483,0.8129918618564483,0.8129918618564483,0.3635550534417349,28
8,0.2,margin,7,exact_fas_weighted_balance,0.6428571428571429,0.9672526884144529,0.8214285714285714,5,10,9,3,0.3635550534417349,0.3635550534417349,0.8129918618564483,0.3635550534417349,28
8,0.2,margin,7,exact_fas_hybrid_rrf,0.5714285714285714,0.9790097304530434,0.7857142857142857,6,10,9,3,0.3635550534417349,0.3635550534417349,0.8129918618564483,0.3635550534417349,28
8,0.2,margin,7,exact_fas_alpha_beta,0.6428571428571429,0.9833496521805047,0.8214285714285714,5,10,9,3,0.3635550534417349,0.3635550534417349,0.8129918618564483,0.3635550534417349,28
8,0.2,uniform,42,score_sum,0.42857142857142855,0.9374641294990761,0.7142857142857143,8,9,9,0,0.0,,8.0,5.0,28
8,0.2,uniform,42,borda,0.42857142857142855,0.9374641294990761,0.7142857142857143,8,9,9,0,0.0,,8.0,5.0,28
8,0.2,uniform,42,greedy_fas_weighted_balance,0.2857142857142857,0.9175486458012607,0.6428571428571428,10,9,6,8,8.0,8.0,8.0,5.0,28
8,0.2,uniform,42,hybrid_rrf_fas_regularized,0.42857142857142855,0.9371973173220067,0.7142857142857143,8,9,6,8,8.0,8.0,8.0,5.0,28
8,0.2,uniform,42,greedy_fas_alpha_beta,0.42857142857142855,0.9371973173220067,0.7142857142857143,8,9,6,8,8.0,8.0,8.0,5.0,28
8,0.2,uniform,42,exact_fas_weighted_balance,0.5714285714285714,0.9597245507925536,0.7857142857142857,6,9,5,5,5.0,5.0,8.0,5.0,28
8,0.2,uniform,42,exact_fas_hybrid_rrf,0.5,0.9465695567664004,0.75,7,9,5,5,5.0,5.0,8.0,5.0,28
8,0.2,uniform,42,exact_fas_alpha_beta,0.5,0.9465695567664004,0.75,7,9,5,5,5.0,5.0,8.0,5.0,28
8,0.2,uniform,123,score_sum,-0.07142857142857142,0.6232869582498397,0.4642857142857143,15,11,11,0,0.0,,8.0,4.0,28
8,0.2,uniform,123,borda,-0.07142857142857142,0.6232869582498397,0.4642857142857143,15,11,11,0,0.0,,8.0,4.0,28
8,0.2,uniform,123,greedy_fas_weighted_balance,0.21428571428571427,0.7948037564846269,0.6071428571428572,11,11,7,8,8.0,8.0,8.0,4.0,28
8,0.2,uniform,123,hybrid_rrf_fas_regularized,0.21428571428571427,0.7948037564846269,0.6071428571428572,11,11,7,8,8.0,8.0,8.0,4.0,28
8,0.2,uniform,123,greedy_fas_alpha_beta,0.21428571428571427,0.7948037564846269,0.6071428571428572,11,11,7,8,8.0,8.0,8.0,4.0,28
8,0.2,uniform,123,exact_fas_weighted_balance,0.14285714285714285,0.7632842576124578,0.5714285714285714,12,11,10,4,4.0,4.0,8.0,4.0,28
8,0.2,uniform,123,exact_fas_hybrid_rrf,0.21428571428571427,0.7780590799501492,0.6071428571428572,11,11,10,4,4.0,4.0,8.0,4.0,28
8,0.2,uniform,123,exact_fas_alpha_beta,0.21428571428571427,0.7780590799501492,0.6071428571428572,11,11,10,4,4.0,4.0,8.0,4.0,28
8,0.2,uniform,7,score_sum,0.5,0.8917871184339251,0.75,7,10,10,0,0.0,,13.0,3.0,28
8,0.2,uniform,7,borda,0.5,0.8917871184339251,0.75,7,10,10,0,0.0,,13.0,3.0,28
8,0.2,uniform,7,greedy_fas_weighted_balance,0.35714285714285715,0.9416323213983709,0.6785714285714286,9,10,5,13,13.0,13.0,13.0,3.0,28
8,0.2,uniform,7,hybrid_rrf_fas_regularized,0.35714285714285715,0.8781583140173789,0.6785714285714286,9,10,5,13,13.0,13.0,13.0,3.0,28
8,0.2,uniform,7,greedy_fas_alpha_beta,0.35714285714285715,0.9202827462173983,0.6785714285714286,9,10,5,13,13.0,13.0,13.0,3.0,28
8,0.2,uniform,7,exact_fas_weighted_balance,0.21428571428571427,0.8640360063905114,0.6071428571428572,11,10,9,3,3.0,3.0,13.0,3.0,28
8,0.2,uniform,7,exact_fas_hybrid_rrf,0.35714285714285715,0.8781583140173789,0.6785714285714286,9,10,9,3,3.0,3.0,13.0,3.0,28
8,0.2,uniform,7,exact_fas_alpha_beta,0.35714285714285715,0.8781583140173789,0.6785714285714286,9,10,9,3,3.0,3.0,13.0,3.0,28
8,0.3,margin,42,score_sum,0.07142857142857142,0.9295425116145227,0.5357142857142857,13,13,13,0,0.0,,3.4372289077529894,2.299972824787666,28
8,0.3,margin,42,borda,0.07142857142857142,0.7672926227159997,0.5357142857142857,13,13,13,0,0.0,,3.4372289077529894,2.299972824787666,28
8,0.3,margin,42,greedy_fas_weighted_balance,0.0,0.8209132419074531,0.5,14,13,7,13,3.4372289077529894,3.4372289077529894,3.4372289077529894,2.299972824787666,28
8,0.3,margin,42,hybrid_rrf_fas_regularized,0.14285714285714285,0.9300829131243611,0.5714285714285714,12,13,7,13,3.4372289077529894,3.4372289077529894,3.4372289077529894,2.299972824787666,28
8,0.3,margin,42,greedy_fas_alpha_beta,0.21428571428571427,0.9411217692285202,0.6071428571428572,11,13,7,13,3.4372289077529894,3.4372289077529894,3.4372289077529894,2.299972824787666,28
8,0.3,margin,42,exact_fas_weighted_balance,0.14285714285714285,0.8542339595532148,0.5714285714285714,12,13,8,9,2.299972824787666,2.299972824787666,3.4372289077529894,2.299972824787666,28
8,0.3,margin,42,exact_fas_hybrid_rrf,0.0,0.9237271201900903,0.5,14,13,8,9,2.299972824787666,2.299972824787666,3.4372289077529894,2.299972824787666,28
8,0.3,margin,42,exact_fas_alpha_beta,0.0,0.8964075561504873,0.5,14,13,8,9,2.299972824787666,2.299972824787666,3.4372289077529894,2.299972824787666,28
8,0.3,margin,123,score_sum,0.07142857142857142,0.7357910324315401,0.5357142857142857,13,13,13,0,0.0,,1.3347802496349281,1.29995717096324,28
8,0.3,margin,123,borda,-0.21428571428571427,0.6001360240885724,0.3928571428571429,17,13,13,0,0.0,,1.3347802496349281,1.29995717096324,28
8,0.3,margin,123,greedy_fas_weighted_balance,-0.35714285714285715,0.6164241127375903,0.3214285714285714,19,13,10,8,1.3347802496349281,1.3347802496349281,1.3347802496349281,1.29995717096324,28
8,0.3,margin,123,hybrid_rrf_fas_regularized,-0.07142857142857142,0.6841245308128537,0.4642857142857143,15,13,10,8,1.3347802496349281,1.3347802496349281,1.3347802496349281,1.29995717096324,28
8,0.3,margin,123,greedy_fas_alpha_beta,-0.21428571428571427,0.6459038121882104,0.3928571428571429,17,13,10,8,1.3347802496349281,1.3347802496349281,1.3347802496349281,1.29995717096324,28
8,0.3,margin,123,exact_fas_weighted_balance,-0.35714285714285715,0.6164241127375903,0.3214285714285714,19,13,11,7,1.29995717096324,1.29995717096324,1.3347802496349281,1.29995717096324,28
8,0.3,margin,123,exact_fas_hybrid_rrf,-0.07142857142857142,0.6841245308128537,0.4642857142857143,15,13,11,7,1.29995717096324,1.29995717096324,1.3347802496349281,1.29995717096324,28
8,0.3,margin,123,exact_fas_alpha_beta,-0.21428571428571427,0.6459038121882104,0.3928571428571429,17,13,11,7,1.29995717096324,1.29995717096324,1.3347802496349281,1.29995717096324,28
8,0.3,margin,7,score_sum,0.5,0.9657531700145786,0.75,7,12,12,0,0.0,,1.4468169031308604,0.9700038726115285,28
8,0.3,margin,7,borda,0.5,0.8917871184339251,0.75,7,12,12,0,0.0,,1.4468169031308604,0.9700038726115285,28
8,0.3,margin,7,greedy_fas_weighted_balance,0.5,0.9703516482053492,0.75,7,12,7,9,1.4468169031308604,1.4468169031308604,1.4468169031308604,0.9700038726115285,28
8,0.3,margin,7,hybrid_rrf_fas_regularized,0.5,0.9657531700145786,0.75,7,12,7,9,1.4468169031308604,1.4468169031308604,1.4468169031308604,0.9700038726115285,28
8,0.3,margin,7,greedy_fas_alpha_beta,0.5,0.9657531700145786,0.75,7,12,7,9,1.4468169031308604,1.4468169031308604,1.4468169031308604,0.9700038726115285,28
8,0.3,margin,7,exact_fas_weighted_balance,0.5,0.9654011469746064,0.75,7,12,8,6,0.9700038726115285,0.9700038726115285,1.4468169031308604,0.9700038726115285,28
8,0.3,margin,7,exact_fas_hybrid_rrf,0.5,0.9657531700145786,0.75,7,12,8,6,0.9700038726115285,0.9700038726115285,1.4468169031308604,0.9700038726115285,28
8,0.3,margin,7,exact_fas_alpha_beta,0.5,0.9657531700145786,0.75,7,12,8,6,0.9700038726115285,0.9700038726115285,1.4468169031308604,0.9700038726115285,28
8,0.3,uniform,42,score_sum,0.07142857142857142,0.7672926227159997,0.5357142857142857,13,13,13,0,0.0,,10.0,6.0,28
8,0.3,uniform,42,borda,0.07142857142857142,0.7672926227159997,0.5357142857142857,13,13,13,0,0.0,,10.0,6.0,28
8,0.3,uniform,42,greedy_fas_weighted_balance,0.07142857142857142,0.8643209448002979,0.5357142857142857,13,13,7,10,10.0,10.0,10.0,6.0,28
8,0.3,uniform,42,hybrid_rrf_fas_regularized,0.07142857142857142,0.8711697104336366,0.5357142857142857,13,13,7,10,10.0,10.0,10.0,6.0,28
8,0.3,uniform,42,greedy_fas_alpha_beta,0.07142857142857142,0.8711697104336366,0.5357142857142857,13,13,7,10,10.0,10.0,10.0,6.0,28
8,0.3,uniform,42,exact_fas_weighted_balance,0.21428571428571427,0.8763629870650228,0.6071428571428572,11,13,8,6,6.0,6.0,10.0,6.0,28
8,0.3,uniform,42,exact_fas_hybrid_rrf,0.14285714285714285,0.8759742805951272,0.5714285714285714,12,13,8,6,6.0,6.0,10.0,6.0,28
8,0.3,uniform,42,exact_fas_alpha_beta,0.14285714285714285,0.8759742805951272,0.5714285714285714,12,13,8,6,6.0,6.0,10.0,6.0,28
8,0.3,uniform,123,score_sum,-0.21428571428571427,0.6001360240885724,0.3928571428571429,17,13,13,0,0.0,,11.0,5.0,28
8,0.3,uniform,123,borda,-0.21428571428571427,0.6001360240885724,0.3928571428571429,17,13,13,0,0.0,,11.0,5.0,28
8,0.3,uniform,123,greedy_fas_weighted_balance,0.14285714285714285,0.7719844561517039,0.5714285714285714,12,13,6,11,11.0,11.0,11.0,5.0,28
8,0.3,uniform,123,hybrid_rrf_fas_regularized,0.07142857142857142,0.6977801289353049,0.5357142857142857,13,13,6,11,11.0,11.0,11.0,5.0,28
8,0.3,uniform,123,greedy_fas_alpha_beta,0.14285714285714285,0.7176458085459113,0.5714285714285714,12,13,6,11,11.0,11.0,11.0,5.0,28
8,0.3,uniform,123,exact_fas_weighted_balance,-0.07142857142857142,0.6339322157498004,0.4642857142857143,15,13,12,5,5.0,5.0,11.0,5.0,28
8,0.3,uniform,123,exact_fas_hybrid_rrf,-0.07142857142857142,0.6339322157498004,0.4642857142857143,15,13,12,5,5.0,5.0,11.0,5.0,28
8,0.3,uniform,123,exact_fas_alpha_beta,-0.07142857142857142,0.6339322157498004,0.4642857142857143,15,13,12,5,5.0,5.0,11.0,5.0,28
8,0.3,uniform,7,score_sum,0.5,0.8917871184339251,0.75,7,12,12,0,0.0,,12.0,5.0,28
8,0.3,uniform,7,borda,0.5,0.8917871184339251,0.75,7,12,12,0,0.0,,12.0,5.0,28
8,0.3,uniform,7,greedy_fas_weighted_balance,0.21428571428571427,0.9008496862804656,0.6071428571428572,11,12,7,12,12.0,12.0,12.0,5.0,28
8,0.3,uniform,7,hybrid_rrf_fas_regularized,0.21428571428571427,0.8735909409671984,0.6071428571428572,11,12,7,12,12.0,12.0,12.0,5.0,28
8,0.3,uniform,7,greedy_fas_alpha_beta,0.21428571428571427,0.8735909409671984,0.6071428571428572,11,12,7,12,12.0,12.0,12.0,5.0,28
8,0.3,uniform,7,exact_fas_weighted_balance,0.21428571428571427,0.855112272849806,0.6071428571428572,11,12,10,5,5.0,5.0,12.0,5.0,28
8,0.3,uniform,7,exact_fas_hybrid_rrf,0.35714285714285715,0.8862311937018629,0.6785714285714286,9,12,10,5,5.0,5.0,12.0,5.0,28
8,0.3,uniform,7,exact_fas_alpha_beta,0.35714285714285715,0.8862311937018629,0.6785714285714286,9,12,10,5,5.0,5.0,12.0,5.0,28
