dataset,protocol,regime,compared_against,n_common_queries,mean_removed_edge_jaccard,median_removed_edge_jaccard
bright,independent_minmax_quantile_q0p7,ms1_drop_mutual,ablation_raw_fixed,50,0.62,1.0
bright,independent_minmax_quantile_q0p7,ms1_drop_mutual,primary_minmax_retention_matched,50,0.684,1.0
bright,independent_rank_percentile_q0p5,ms2,ablation_raw_fixed,50,1.0,1.0
bright,independent_rank_percentile_q0p5,ms2,primary_minmax_retention_matched,50,1.0,1.0
bright,independent_rank_percentile_q0p5,ms1,ablation_raw_fixed,50,0.07530579349151102,0.045454545454545456
bright,independent_rank_percentile_q0p5,ms1,primary_minmax_retention_matched,50,0.11375100882650808,0.10529556650246305
bright,independent_rank_percentile_q0p5,ms1_drop_mutual,ablation_raw_fixed,50,0.4228571428571428,0.0
bright,independent_rank_percentile_q0p5,ms1_drop_mutual,primary_minmax_retention_matched,50,0.44763636363636367,0.0
bright,independent_rank_percentile_q0p3,ms2,ablation_raw_fixed,50,1.0,1.0
bright,independent_rank_percentile_q0p3,ms2,primary_minmax_retention_matched,50,1.0,1.0
bright,independent_rank_percentile_q0p3,ms1,ablation_raw_fixed,50,0.05575608009018538,0.047619047619047616
bright,independent_rank_percentile_q0p3,ms1,primary_minmax_retention_matched,50,0.15376188616384748,0.13611111111111113
bright,independent_rank_percentile_q0p3,ms1_drop_mutual,ablation_raw_fixed,50,0.3655555555555556,0.0
bright,independent_rank_percentile_q0p3,ms1_drop_mutual,primary_minmax_retention_matched,50,0.3972824368613842,0.0
bright,independent_rank_percentile_q0p7,ms2,ablation_raw_fixed,50,1.0,1.0
bright,independent_rank_percentile_q0p7,ms2,primary_minmax_retention_matched,50,1.0,1.0
bright,independent_rank_percentile_q0p7,ms1,ablation_raw_fixed,50,0.10841508432617117,0.039230769230769236
bright,independent_rank_percentile_q0p7,ms1,primary_minmax_retention_matched,50,0.09073455718263401,0.05131578947368421
bright,independent_rank_percentile_q0p7,ms1_drop_mutual,ablation_raw_fixed,50,0.54,1.0
bright,independent_rank_percentile_q0p7,ms1_drop_mutual,primary_minmax_retention_matched,50,0.58,1.0
