dataset,protocol,protocol_label,protocol_kind,regime,n_queries,cyclic_query_pct,cyclic_query_pct_after_mutual_deletion,mutual_pair_query_prevalence_pct,mean_graph_density,mean_largest_scc_size,mean_largest_scc_after_mutual_deletion,mean_normalized_fas_weight_removed,bm25_retained_vote_rate_of_eligible,tfidf_retained_vote_rate_of_eligible,minilm_retained_vote_rate_of_eligible,bm25_conditional_weight_share_mean
hotpotqa,robustness_zscore_retention,z-score + retention-matched,robustness,ms1_drop_mutual,52,1.9230769230769231,1.9230769230769231,0.0,0.4322649572649573,1.1346153846153846,1.1346153846153846,3.593560221218634e-05,0.9949794614331355,0.5226666666666666,0.5866564417177914,0.4458041901695513
hotpotqa,robustness_zscore_retention,z-score + retention-matched,robustness,ms2,52,0.0,0.0,0.0,0.2683760683760684,1.0,1.0,0.0,0.9949794614331355,0.5226666666666666,0.5866564417177914,0.39895346579455554
scidocs,ablation_minmax_fixed,minmax + fixed,ablation,ms1,120,100.0,9.166666666666666,100.0,0.642719298245614,19.108333333333334,1.7083333333333333,0.10834474157817399,0.8707732269585788,0.8695613048368954,0.8941900091430471,0.49243555773540443
scidocs,ablation_minmax_fixed,minmax + fixed,ablation,ms1_drop_mutual,120,9.166666666666666,9.166666666666666,0.0,0.33535087719298246,1.7083333333333333,1.7083333333333333,0.0007133045591423274,0.8707732269585788,0.8695613048368954,0.8941900091430471,0.4486780382280441
scidocs,ablation_minmax_fixed,minmax + fixed,ablation,ms2,120,37.5,37.5,0.0,0.3342105263157895,2.775,2.775,0.0022318497446927672,0.8707732269585788,0.8695613048368954,0.8941900091430471,0.4373096690656292
scidocs,ablation_raw_fixed,raw + fixed,ablation,ms1,120,97.5,10.0,97.5,0.5419078947368422,15.941666666666666,1.775,0.0037290129824597428,0.9888677582448165,0.3375928008998875,0.5093508436538942,0.9877440083920247
scidocs,ablation_raw_fixed,raw + fixed,ablation,ms1_drop_mutual,120,10.0,10.0,0.0,0.421030701754386,1.775,1.775,3.237637202242396e-05,0.9888677582448165,0.3375928008998875,0.5093508436538942,0.9868353750916569
scidocs,ablation_raw_fixed,raw + fixed,ablation,ms2,120,0.0,0.0,0.0,0.18289473684210525,1.0,1.0,0.0,0.9888677582448165,0.3375928008998875,0.5093508436538942,0.9759235654467996
scidocs,ablation_unit_vote_retention,unit vote + retention-matched,ablation,ms1,120,97.5,10.0,97.5,0.5419078947368422,15.941666666666666,1.775,0.14494341534976993,0.9888677582448165,0.3375928008998875,0.5093508436538942,0.706692299794435
scidocs,ablation_unit_vote_retention,unit vote + retention-matched,ablation,ms1_drop_mutual,120,10.0,10.0,0.0,0.421030701754386,1.775,1.775,0.005319894298881434,0.9888677582448165,0.3375928008998875,0.5093508436538942,0.6872941781855942
scidocs,ablation_unit_vote_retention,unit vote + retention-matched,ablation,ms2,120,0.0,0.0,0.0,0.18289473684210525,1.0,1.0,0.0,0.9888677582448165,0.3375928008998875,0.5093508436538942,0.46170439900464544
scidocs,independent_minmax_quantile_q0p3,"minmax + independent quantile (q=0.3, low selectivity)",independent_grid,ms1,120,100.0,10.0,100.0,0.5374561403508771,16.9,1.5083333333333333,0.09141073458532724,0.699986084697806,0.6999775028121484,0.7000249355830771,0.5123765244922414
scidocs,independent_minmax_quantile_q0p3,"minmax + independent quantile (q=0.3, low selectivity)",independent_grid,ms1_drop_mutual,120,10.0,10.0,0.0,0.3593859649122807,1.5083333333333333,1.5083333333333333,0.0007778602581876665,0.699986084697806,0.6999775028121484,0.7000249355830771,0.4832887672841598
scidocs,independent_minmax_quantile_q0p3,"minmax + independent quantile (q=0.3, low selectivity)",independent_grid,ms2,120,5.833333333333333,5.833333333333333,0.0,0.25335526315789475,1.1583333333333334,1.1583333333333334,0.0004974624092768046,0.699986084697806,0.6999775028121484,0.7000249355830771,0.44226331411425285
scidocs,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),independent,ms1,120,96.66666666666667,16.666666666666668,96.66666666666667,0.4050657894736842,12.358333333333333,1.5833333333333333,0.06346134000769167,0.5000231921703233,0.5000224971878515,0.5000415593051284,0.5404800501194821
scidocs,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),independent,ms1_drop_mutual,120,16.666666666666668,16.666666666666668,0.0,0.3261622807017544,1.5833333333333333,1.5833333333333333,0.001004170633728271,0.5000231921703233,0.5000224971878515,0.5000415593051284,0.5250001803698611
scidocs,independent_minmax_quantile_q0p5,minmax + independent quantile (q=0.5),independent,ms2,120,0.8333333333333334,0.8333333333333334,0.0,0.1680921052631579,1.0166666666666666,1.0166666666666666,0.0001527757920182975,0.5000231921703233,0.5000224971878515,0.5000415593051284,0.44912456701537745
scidocs,independent_minmax_quantile_q0p7,"minmax + independent quantile (q=0.7, high selectivity)",independent_grid,ms1,120,80.0,5.833333333333333,79.16666666666667,0.2584868421052631,5.691666666666666,1.2583333333333333,0.03353795737342504,0.30001391530219396,0.3000224971878515,0.3000581830271798,0.5798688419163198
scidocs,independent_minmax_quantile_q0p7,"minmax + independent quantile (q=0.7, high selectivity)",independent_grid,ms1_drop_mutual,120,5.833333333333333,5.833333333333333,0.0,0.2350219298245614,1.2583333333333333,1.2583333333333333,0.001028945416787455,0.30001391530219396,0.3000224971878515,0.3000581830271798,0.5735898980121878
scidocs,independent_minmax_quantile_q0p7,"minmax + independent quantile (q=0.7, high selectivity)",independent_grid,ms2,120,0.0,0.0,0.0,0.09006578947368421,1.0,1.0,0.0,0.30001391530219396,0.3000224971878515,0.3000581830271798,0.45640915718010855
scidocs,independent_rank_percentile_q0p3,"rank-percentile (tie-abstain) + independent quantile (q=0.3, low selectivity)",independent_grid,ms1,120,100.0,15.833333333333334,100.0,0.5577850877192982,17.325,1.575,0.1106122508898881,0.7094484901897119,0.7126209223847019,0.7063419499625966,0.5397815280090217
scidocs,independent_rank_percentile_q0p3,"rank-percentile (tie-abstain) + independent quantile (q=0.3, low selectivity)",independent_grid,ms1_drop_mutual,120,15.833333333333334,15.833333333333334,0.0,0.3602412280701755,1.575,1.575,0.0009362747739636274,0.7094484901897119,0.7126209223847019,0.7063419499625966,0.5021692315296032
scidocs,independent_rank_percentile_q0p3,"rank-percentile (tie-abstain) + independent quantile (q=0.3, low selectivity)",independent_grid,ms2,120,3.3333333333333335,3.3333333333333335,0.0,0.25046052631578947,1.0833333333333333,1.0833333333333333,0.00012125858258973945,0.7094484901897119,0.7126209223847019,0.7063419499625966,0.44529588620027916
scidocs,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),independent,ms1,120,100.0,18.333333333333332,100.0,0.4273464912280701,13.241666666666667,1.5833333333333333,0.07825540172475147,0.5047543949162763,0.5000224971878515,0.5030338292743746,0.5853107415305322
scidocs,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),independent,ms1_drop_mutual,120,18.333333333333332,18.333333333333332,0.0,0.3383991228070175,1.5833333333333333,1.5833333333333333,0.0009680312638866258,0.5047543949162763,0.5000224971878515,0.5030338292743746,0.5658715742901438
scidocs,independent_rank_percentile_q0p5,rank-percentile (tie-abstain) + independent quantile (q=0.5),independent,ms2,120,0.0,0.0,0.0,0.15627192982456145,1.0,1.0,0.0,0.5047543949162763,0.5000224971878515,0.5030338292743746,0.4528921742084639
scidocs,independent_rank_percentile_q0p7,"rank-percentile (tie-abstain) + independent quantile (q=0.7, high selectivity)",independent_grid,ms1,120,91.66666666666667,15.833333333333334,91.66666666666667,0.2976754385964912,7.566666666666666,1.5666666666666667,0.0455226544586324,0.3269168328772207,0.3295838020247469,0.31568448175546504,0.6397347798807338
scidocs,independent_rank_percentile_q0p7,"rank-percentile (tie-abstain) + independent quantile (q=0.7, high selectivity)",independent_grid,ms1_drop_mutual,120,15.833333333333334,15.833333333333334,0.0,0.26635964912280696,1.5666666666666667,1.5666666666666667,0.002031857744147452,0.3269168328772207,0.3295838020247469,0.31568448175546504,0.6328808724785429
scidocs,independent_rank_percentile_q0p7,"rank-percentile (tie-abstain) + independent quantile (q=0.7, high selectivity)",independent_grid,ms2,120,0.0,0.0,0.0,0.08682017543859649,1.0,1.0,0.0,0.3269168328772207,0.3295838020247469,0.31568448175546504,0.4653479982902013
scidocs,primary_minmax_retention_matched,minmax + retention-matched,primary,ms1,120,99.16666666666667,10.833333333333334,99.16666666666667,0.5419078947368422,16.166666666666668,1.9083333333333334,0.07441932784650404,0.9888677582448165,0.3375928008998875,0.5093508436538942,0.5517265566927222
scidocs,primary_minmax_retention_matched,minmax + retention-matched,primary,ms1_drop_mutual,120,11.666666666666666,11.666666666666666,0.0,0.41890350877192983,1.9333333333333333,1.9333333333333333,0.0019859998674859793,0.9888677582448165,0.3375928008998875,0.5093508436538942,0.5355074552143742
scidocs,primary_minmax_retention_matched,minmax + retention-matched,primary,ms2,120,0.0,0.0,0.0,0.18041666666666664,1.0,1.0,0.0,0.9888677582448165,0.3375928008998875,0.5093508436538942,0.387282286617211
scidocs,robustness_rank_percentile_retention,rank-percentile + retention-matched,robustness,ms1,120,100.0,15.0,100.0,0.5462061403508772,16.858333333333334,2.2916666666666665,0.09273501918071074,1.0000927686812933,0.3428121484814398,0.5093508436538942,0.580795403584535
scidocs,robustness_rank_percentile_retention,rank-percentile + retention-matched,robustness,ms1_drop_mutual,120,15.0,15.0,0.0,0.4157236842105263,2.2916666666666665,2.2916666666666665,0.002456082610878263,1.0000927686812933,0.3428121484814398,0.5093508436538942,0.5628626605040881
scidocs,robustness_rank_percentile_retention,rank-percentile + retention-matched,robustness,ms2,120,0.0,0.0,0.0,0.18285087719298246,1.0,1.0,0.0,1.0000927686812933,0.3428121484814398,0.5093508436538942,0.3778485978312439
scidocs,robustness_zscore_retention,z-score + retention-matched,robustness,ms1,120,99.16666666666667,11.666666666666666,99.16666666666667,0.5419078947368422,15.975,1.8833333333333333,0.07307589131790262,0.9888677582448165,0.3375928008998875,0.5093508436538942,0.5576414577137989
scidocs,robustness_zscore_retention,z-score + retention-matched,robustness,ms1_drop_mutual,120,11.666666666666666,11.666666666666666,0.0,0.41890350877192983,1.9,1.9,0.0017448029943842526,0.9888677582448165,0.3375928008998875,0.5093508436538942,0.541961361838063
scidocs,robustness_zscore_retention,z-score + retention-matched,robustness,ms2,120,0.0,0.0,0.0,0.1807456140350877,1.0,1.0,0.0,0.9888677582448165,0.3375928008998875,0.5093508436538942,0.3943936229514319
