dataset,regime,query_id,pair_name,method_key,metric,cutoff,greedy,ilp_scip,delta
fiqa,ms1_drop_mutual,112,markov,markov_graph_repaired,MAP,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@5,5,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@10,10,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@20,20,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MAP,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@5,5,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@10,10,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@20,20,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MAP,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,topological_repaired,topological_repaired,nDCG@5,5,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,topological_repaired,topological_repaired,nDCG@10,10,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,topological_repaired,topological_repaired,nDCG@20,20,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,topological_repaired,topological_repaired,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,topological_repaired,topological_repaired,MAP,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,priority_topological_repaired,priority_topological_repaired,nDCG@5,5,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,priority_topological_repaired,priority_topological_repaired,nDCG@10,10,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,priority_topological_repaired,priority_topological_repaired,nDCG@20,20,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,priority_topological_repaired,priority_topological_repaired,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,112,priority_topological_repaired,priority_topological_repaired,MAP,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,copeland,copeland_graph_repaired,nDCG@5,5,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,copeland,copeland_graph_repaired,nDCG@10,10,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,copeland,copeland_graph_repaired,nDCG@20,20,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,copeland,copeland_graph_repaired,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,copeland,copeland_graph_repaired,MAP,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,balance,balance_graph_repaired,nDCG@5,5,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,balance,balance_graph_repaired,nDCG@10,10,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,balance,balance_graph_repaired,nDCG@20,20,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,balance,balance_graph_repaired,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,balance,balance_graph_repaired,MAP,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,markov,markov_graph_repaired,nDCG@5,5,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,markov,markov_graph_repaired,nDCG@10,10,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,markov,markov_graph_repaired,nDCG@20,20,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,markov,markov_graph_repaired,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,markov,markov_graph_repaired,MAP,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@5,5,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@10,10,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@20,20,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MAP,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@5,5,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@10,10,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@20,20,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MAP,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,topological_repaired,topological_repaired,nDCG@5,5,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,topological_repaired,topological_repaired,nDCG@10,10,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,topological_repaired,topological_repaired,nDCG@20,20,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,topological_repaired,topological_repaired,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,topological_repaired,topological_repaired,MAP,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,priority_topological_repaired,priority_topological_repaired,nDCG@5,5,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,priority_topological_repaired,priority_topological_repaired,nDCG@10,10,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,priority_topological_repaired,priority_topological_repaired,nDCG@20,20,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,priority_topological_repaired,priority_topological_repaired,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,439,priority_topological_repaired,priority_topological_repaired,MAP,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,442,copeland,copeland_graph_repaired,nDCG@5,5,0.38685280723454163,0.38685280723454163,0.0
fiqa,ms1_drop_mutual,442,copeland,copeland_graph_repaired,nDCG@10,10,0.5714285040141098,0.5714285040141098,0.0
fiqa,ms1_drop_mutual,442,copeland,copeland_graph_repaired,nDCG@20,20,0.5714285040141098,0.5714285040141098,0.0
fiqa,ms1_drop_mutual,442,copeland,copeland_graph_repaired,MRR,,0.5,0.5,0.0
fiqa,ms1_drop_mutual,442,copeland,copeland_graph_repaired,MAP,,0.3611111111111111,0.3611111111111111,0.0
fiqa,ms1_drop_mutual,442,balance,balance_graph_repaired,nDCG@5,5,0.5437713091520254,0.5437713091520254,0.0
fiqa,ms1_drop_mutual,442,balance,balance_graph_repaired,nDCG@10,10,0.5437713091520254,0.5437713091520254,0.0
fiqa,ms1_drop_mutual,442,balance,balance_graph_repaired,nDCG@20,20,0.5437713091520254,0.5437713091520254,0.0
fiqa,ms1_drop_mutual,442,balance,balance_graph_repaired,MRR,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,442,balance,balance_graph_repaired,MAP,,0.3666666666666667,0.3666666666666667,0.0
fiqa,ms1_drop_mutual,442,markov,markov_graph_repaired,nDCG@5,5,0.38685280723454163,0.38685280723454163,0.0
fiqa,ms1_drop_mutual,442,markov,markov_graph_repaired,nDCG@10,10,0.6052602440527057,0.6052602440527057,0.0
fiqa,ms1_drop_mutual,442,markov,markov_graph_repaired,nDCG@20,20,0.6052602440527057,0.6052602440527057,0.0
fiqa,ms1_drop_mutual,442,markov,markov_graph_repaired,MRR,,0.5,0.5,0.0
fiqa,ms1_drop_mutual,442,markov,markov_graph_repaired,MAP,,0.41666666666666663,0.41666666666666663,0.0
fiqa,ms1_drop_mutual,442,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@5,5,0.0,0.0,0.0
fiqa,ms1_drop_mutual,442,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@10,10,0.21840743681816419,0.21840743681816419,0.0
fiqa,ms1_drop_mutual,442,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@20,20,0.36274775120088537,0.36274775120088537,0.0
fiqa,ms1_drop_mutual,442,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MRR,,0.16666666666666666,0.16666666666666666,0.0
fiqa,ms1_drop_mutual,442,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MAP,,0.1388888888888889,0.1388888888888889,0.0
fiqa,ms1_drop_mutual,442,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@5,5,0.0,0.0,0.0
fiqa,ms1_drop_mutual,442,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@10,10,0.21840743681816419,0.21840743681816419,0.0
fiqa,ms1_drop_mutual,442,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@20,20,0.36027633868415837,0.36027633868415837,0.0
fiqa,ms1_drop_mutual,442,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MRR,,0.16666666666666666,0.16666666666666666,0.0
fiqa,ms1_drop_mutual,442,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MAP,,0.13596491228070173,0.13596491228070173,0.0
fiqa,ms1_drop_mutual,442,topological_repaired,topological_repaired,nDCG@5,5,0.38685280723454163,0.38685280723454163,0.0
fiqa,ms1_drop_mutual,442,topological_repaired,topological_repaired,nDCG@10,10,0.5714285040141098,0.5714285040141098,0.0
fiqa,ms1_drop_mutual,442,topological_repaired,topological_repaired,nDCG@20,20,0.5714285040141098,0.5714285040141098,0.0
fiqa,ms1_drop_mutual,442,topological_repaired,topological_repaired,MRR,,0.5,0.5,0.0
fiqa,ms1_drop_mutual,442,topological_repaired,topological_repaired,MAP,,0.3611111111111111,0.3611111111111111,0.0
fiqa,ms1_drop_mutual,442,priority_topological_repaired,priority_topological_repaired,nDCG@5,5,0.38685280723454163,0.38685280723454163,0.0
fiqa,ms1_drop_mutual,442,priority_topological_repaired,priority_topological_repaired,nDCG@10,10,0.5640920940185894,0.5640920940185894,0.0
fiqa,ms1_drop_mutual,442,priority_topological_repaired,priority_topological_repaired,nDCG@20,20,0.5640920940185894,0.5640920940185894,0.0
fiqa,ms1_drop_mutual,442,priority_topological_repaired,priority_topological_repaired,MRR,,0.5,0.5,0.0
fiqa,ms1_drop_mutual,442,priority_topological_repaired,priority_topological_repaired,MAP,,0.35,0.35,0.0
fiqa,ms1_drop_mutual,443,copeland,copeland_graph_repaired,nDCG@5,5,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,copeland,copeland_graph_repaired,nDCG@10,10,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,copeland,copeland_graph_repaired,nDCG@20,20,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,copeland,copeland_graph_repaired,MRR,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,443,copeland,copeland_graph_repaired,MAP,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,443,balance,balance_graph_repaired,nDCG@5,5,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,balance,balance_graph_repaired,nDCG@10,10,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,balance,balance_graph_repaired,nDCG@20,20,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,balance,balance_graph_repaired,MRR,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,443,balance,balance_graph_repaired,MAP,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,443,markov,markov_graph_repaired,nDCG@5,5,0.43067655807339306,0.43067655807339306,0.0
fiqa,ms1_drop_mutual,443,markov,markov_graph_repaired,nDCG@10,10,0.43067655807339306,0.43067655807339306,0.0
fiqa,ms1_drop_mutual,443,markov,markov_graph_repaired,nDCG@20,20,0.43067655807339306,0.43067655807339306,0.0
fiqa,ms1_drop_mutual,443,markov,markov_graph_repaired,MRR,,0.25,0.25,0.0
fiqa,ms1_drop_mutual,443,markov,markov_graph_repaired,MAP,,0.25,0.25,0.0
fiqa,ms1_drop_mutual,443,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@5,5,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@10,10,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@20,20,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MRR,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,443,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MAP,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,443,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@5,5,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@10,10,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@20,20,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MRR,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,443,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MAP,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,443,topological_repaired,topological_repaired,nDCG@5,5,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,topological_repaired,topological_repaired,nDCG@10,10,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,topological_repaired,topological_repaired,nDCG@20,20,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,topological_repaired,topological_repaired,MRR,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,443,topological_repaired,topological_repaired,MAP,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,443,priority_topological_repaired,priority_topological_repaired,nDCG@5,5,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,priority_topological_repaired,priority_topological_repaired,nDCG@10,10,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,priority_topological_repaired,priority_topological_repaired,nDCG@20,20,0.5,0.5,0.0
fiqa,ms1_drop_mutual,443,priority_topological_repaired,priority_topological_repaired,MRR,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,443,priority_topological_repaired,priority_topological_repaired,MAP,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,444,copeland,copeland_graph_repaired,nDCG@5,5,0.5413996682199069,0.5413996682199069,0.0
fiqa,ms1_drop_mutual,444,copeland,copeland_graph_repaired,nDCG@10,10,0.5413996682199069,0.5413996682199069,0.0
fiqa,ms1_drop_mutual,444,copeland,copeland_graph_repaired,nDCG@20,20,0.7389155872390677,0.7389155872390677,0.0
fiqa,ms1_drop_mutual,444,copeland,copeland_graph_repaired,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,444,copeland,copeland_graph_repaired,MAP,,0.4702380952380952,0.4702380952380952,0.0
fiqa,ms1_drop_mutual,444,balance,balance_graph_repaired,nDCG@5,5,0.5585075862632192,0.5585075862632192,0.0
fiqa,ms1_drop_mutual,444,balance,balance_graph_repaired,nDCG@10,10,0.5585075862632192,0.5585075862632192,0.0
fiqa,ms1_drop_mutual,444,balance,balance_graph_repaired,nDCG@20,20,0.7539351836470625,0.7539351836470625,0.0
fiqa,ms1_drop_mutual,444,balance,balance_graph_repaired,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,444,balance,balance_graph_repaired,MAP,,0.49107142857142855,0.49107142857142855,0.0
fiqa,ms1_drop_mutual,444,markov,markov_graph_repaired,nDCG@5,5,0.5585075862632192,0.5585075862632192,0.0
fiqa,ms1_drop_mutual,444,markov,markov_graph_repaired,nDCG@10,10,0.5585075862632192,0.5585075862632192,0.0
fiqa,ms1_drop_mutual,444,markov,markov_graph_repaired,nDCG@20,20,0.7539351836470625,0.7539351836470625,0.0
fiqa,ms1_drop_mutual,444,markov,markov_graph_repaired,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,444,markov,markov_graph_repaired,MAP,,0.49107142857142855,0.49107142857142855,0.0
fiqa,ms1_drop_mutual,444,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@5,5,0.6366824387328317,0.6366824387328317,0.0
fiqa,ms1_drop_mutual,444,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@10,10,0.8773497378596238,0.8773497378596238,0.0
fiqa,ms1_drop_mutual,444,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@20,20,0.8773497378596238,0.8773497378596238,0.0
fiqa,ms1_drop_mutual,444,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,444,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MAP,,0.7048611111111112,0.7048611111111112,0.0
fiqa,ms1_drop_mutual,444,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@5,5,0.6366824387328317,0.6366824387328317,0.0
fiqa,ms1_drop_mutual,444,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@10,10,0.8773497378596238,0.8773497378596238,0.0
fiqa,ms1_drop_mutual,444,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@20,20,0.8773497378596238,0.8773497378596238,0.0
fiqa,ms1_drop_mutual,444,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,444,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MAP,,0.7048611111111112,0.7048611111111112,0.0
fiqa,ms1_drop_mutual,444,topological_repaired,topological_repaired,nDCG@5,5,0.3903800499921017,0.3903800499921017,0.0
fiqa,ms1_drop_mutual,444,topological_repaired,topological_repaired,nDCG@10,10,0.5205067333228022,0.5205067333228022,0.0
fiqa,ms1_drop_mutual,444,topological_repaired,topological_repaired,nDCG@20,20,0.7149388153096786,0.7149388153096786,0.0
fiqa,ms1_drop_mutual,444,topological_repaired,topological_repaired,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,444,topological_repaired,topological_repaired,MAP,,0.4346764346764347,0.4346764346764347,0.0
fiqa,ms1_drop_mutual,444,priority_topological_repaired,priority_topological_repaired,nDCG@5,5,0.5413996682199069,0.5413996682199069,0.0
fiqa,ms1_drop_mutual,444,priority_topological_repaired,priority_topological_repaired,nDCG@10,10,0.5413996682199069,0.5413996682199069,0.0
fiqa,ms1_drop_mutual,444,priority_topological_repaired,priority_topological_repaired,nDCG@20,20,0.7375508095257252,0.7375508095257252,0.0
fiqa,ms1_drop_mutual,444,priority_topological_repaired,priority_topological_repaired,MRR,,1.0,1.0,0.0
fiqa,ms1_drop_mutual,444,priority_topological_repaired,priority_topological_repaired,MAP,,0.4665158371040724,0.4665158371040724,0.0
fiqa,ms1_drop_mutual,445,copeland,copeland_graph_repaired,nDCG@5,5,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,copeland,copeland_graph_repaired,nDCG@10,10,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,copeland,copeland_graph_repaired,nDCG@20,20,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,copeland,copeland_graph_repaired,MRR,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,copeland,copeland_graph_repaired,MAP,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,balance,balance_graph_repaired,nDCG@5,5,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,balance,balance_graph_repaired,nDCG@10,10,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,balance,balance_graph_repaired,nDCG@20,20,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,balance,balance_graph_repaired,MRR,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,balance,balance_graph_repaired,MAP,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,markov,markov_graph_repaired,nDCG@5,5,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,markov,markov_graph_repaired,nDCG@10,10,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,markov,markov_graph_repaired,nDCG@20,20,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,markov,markov_graph_repaired,MRR,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,markov,markov_graph_repaired,MAP,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@5,5,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@10,10,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@20,20,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MRR,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MAP,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@5,5,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@10,10,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@20,20,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MRR,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MAP,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,topological_repaired,topological_repaired,nDCG@5,5,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,topological_repaired,topological_repaired,nDCG@10,10,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,topological_repaired,topological_repaired,nDCG@20,20,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,topological_repaired,topological_repaired,MRR,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,topological_repaired,topological_repaired,MAP,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,priority_topological_repaired,priority_topological_repaired,nDCG@5,5,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,priority_topological_repaired,priority_topological_repaired,nDCG@10,10,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,priority_topological_repaired,priority_topological_repaired,nDCG@20,20,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,priority_topological_repaired,priority_topological_repaired,MRR,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,445,priority_topological_repaired,priority_topological_repaired,MAP,,0.0,0.0,0.0
fiqa,ms1_drop_mutual,446,copeland,copeland_graph_repaired,nDCG@5,5,0.3065735963827292,0.3065735963827292,0.0
fiqa,ms1_drop_mutual,446,copeland,copeland_graph_repaired,nDCG@10,10,0.3065735963827292,0.3065735963827292,0.0
fiqa,ms1_drop_mutual,446,copeland,copeland_graph_repaired,nDCG@20,20,0.3065735963827292,0.3065735963827292,0.0
fiqa,ms1_drop_mutual,446,copeland,copeland_graph_repaired,MRR,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,446,copeland,copeland_graph_repaired,MAP,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,446,balance,balance_graph_repaired,nDCG@5,5,0.2640681225725909,0.2640681225725909,0.0
fiqa,ms1_drop_mutual,446,balance,balance_graph_repaired,nDCG@10,10,0.2640681225725909,0.2640681225725909,0.0
fiqa,ms1_drop_mutual,446,balance,balance_graph_repaired,nDCG@20,20,0.2640681225725909,0.2640681225725909,0.0
fiqa,ms1_drop_mutual,446,balance,balance_graph_repaired,MRR,,0.25,0.25,0.0
fiqa,ms1_drop_mutual,446,balance,balance_graph_repaired,MAP,,0.25,0.25,0.0
fiqa,ms1_drop_mutual,446,markov,markov_graph_repaired,nDCG@5,5,0.3065735963827292,0.3065735963827292,0.0
fiqa,ms1_drop_mutual,446,markov,markov_graph_repaired,nDCG@10,10,0.3065735963827292,0.3065735963827292,0.0
fiqa,ms1_drop_mutual,446,markov,markov_graph_repaired,nDCG@20,20,0.3065735963827292,0.3065735963827292,0.0
fiqa,ms1_drop_mutual,446,markov,markov_graph_repaired,MRR,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,446,markov,markov_graph_repaired,MAP,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,446,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@5,5,0.3065735963827292,0.3065735963827292,0.0
fiqa,ms1_drop_mutual,446,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@10,10,0.3065735963827292,0.3065735963827292,0.0
fiqa,ms1_drop_mutual,446,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,nDCG@20,20,0.3065735963827292,0.3065735963827292,0.0
fiqa,ms1_drop_mutual,446,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MRR,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,446,copeland_hybrid,hybrid_repaired_copeland_a0p3_minmax,MAP,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,446,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@5,5,0.3065735963827292,0.3065735963827292,0.0
fiqa,ms1_drop_mutual,446,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@10,10,0.3065735963827292,0.3065735963827292,0.0
fiqa,ms1_drop_mutual,446,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,nDCG@20,20,0.3065735963827292,0.3065735963827292,0.0
fiqa,ms1_drop_mutual,446,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MRR,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,446,balance_hybrid,hybrid_repaired_balance_a0p3_minmax,MAP,,0.3333333333333333,0.3333333333333333,0.0
fiqa,ms1_drop_mutual,446,topological_repaired,topological_repaired,nDCG@5,5,0.23719771276929622,0.23719771276929622,0.0
fiqa,ms1_drop_mutual,446,topological_repaired,topological_repaired,nDCG@10,10,0.23719771276929622,0.23719771276929622,0.0
fiqa,ms1_drop_mutual,446,topological_repaired,topological_repaired,nDCG@20,20,0.23719771276929622,0.23719771276929622,0.0
fiqa,ms1_drop_mutual,446,topological_repaired,topological_repaired,MRR,,0.2,0.2,0.0
fiqa,ms1_drop_mutual,446,topological_repaired,topological_repaired,MAP,,0.2,0.2,0.0
fiqa,ms1_drop_mutual,446,priority_topological_repaired,priority_topological_repaired,nDCG@5,5,0.23719771276929622,0.23719771276929622,0.0
