dataset,regime,query_id,n_nodes,n_edges_pre_repair,is_cyclic_pre_repair,greedy_n_edges_removed,greedy_weight_removed,ilp_n_edges_removed,ilp_weight_removed,ilp_proven_optimal,weight_removed_delta_ilp_minus_greedy,edges_removed_delta_ilp_minus_greedy,same_edges_removed_set,repaired_is_dag_greedy,repaired_is_dag_ilp,bew_post_greedy,bew_post_ilp,pic_post_greedy,pic_post_ilp
fiqa,ms1,57,20,177,False,0,0.0,0,0.0,True,0.0,0,True,True,True,12.263151401569562,12.263151401569562,95,95
fiqa,ms1,59,20,192,True,10,1.2082413326152874,3,1.078130029203419,True,-0.13011130341186838,-7,False,True,True,53.6261420167317,54.615416780954966,101,108
fiqa,ms1,61,20,185,True,27,5.327224545580417,15,3.5205041756803834,True,-1.8067203699000332,-12,False,True,True,69.44161774757436,68.51208523977586,81,79
fiqa,ms1,62,20,209,True,54,11.705976614543507,31,9.393267711406873,True,-2.3127089031366346,-23,False,True,True,35.76005937135637,38.61621925900668,82,93
fiqa,ms1,63,20,231,True,62,13.235503629172921,50,11.363433286680344,True,-1.8720703424925773,-12,False,True,True,94.59077145269036,96.15160985263789,128,135
fiqa,ms1,64,20,209,True,79,10.320170083548042,45,6.405354787769112,True,-3.91481529577893,-34,False,True,True,34.453104319381694,34.950190848076545,84,87
fiqa,ms1,65,20,233,True,95,26.715891722287246,49,13.698470631348195,True,-13.01742109093905,-46,False,True,True,26.820406839786074,33.456014336178576,50,76
fiqa,ms1,66,20,195,True,30,4.606250609137192,16,3.074496345663051,True,-1.5317542634741415,-14,False,True,True,19.230484652538028,19.057435062347963,67,69
fiqa,ms1,67,20,192,True,21,2.2290646992002414,15,1.9788904022733214,True,-0.25017429692692006,-6,False,True,True,19.452107495671175,19.588577662280898,73,74
fiqa,ms1,69,20,196,True,45,9.861144002531226,35,8.3644722869407,True,-1.4966717155905265,-10,False,True,True,25.27537597945316,24.543748326925602,54,52
fiqa,ms1,70,20,192,True,38,5.8223826539809345,30,4.673058524342928,True,-1.1493241296380061,-8,False,True,True,39.934021848974496,40.211244204226105,82,83
fiqa,ms1,71,20,183,True,38,5.351535523355324,21,3.719048402597416,True,-1.6324871207579075,-17,False,True,True,38.81434707731292,40.674117723345226,72,82
fiqa,ms1,72,20,195,True,30,5.5459001843965945,19,4.348110194221854,True,-1.1977899901747406,-11,False,True,True,44.9747247989226,45.545428575304946,83,88
fiqa,ms1,74,20,208,True,53,15.067577660580117,42,12.373800391709173,True,-2.693777268870944,-11,False,True,True,73.81001675075538,74.95746087310623,100,104
fiqa,ms1,75,20,211,True,42,8.094582147075853,26,6.23342136245961,True,-1.861160784616243,-16,False,True,True,61.95936001296151,63.00542694716997,101,111
fiqa,ms1,76,20,206,True,43,11.883805857912197,27,8.88427150652296,True,-2.9995343513892365,-16,False,True,True,59.19833718836341,62.4339988061571,90,102
fiqa,ms1,78,20,187,True,30,4.710880535010988,21,4.138357156368819,True,-0.5725233786421686,-9,False,True,True,59.53055197117671,59.81626470897818,109,115
fiqa,ms1,80,20,188,True,52,10.758308744865701,30,8.410929490263825,True,-2.3473792546018757,-22,False,True,True,42.32189775955568,43.196091370208094,85,95
fiqa,ms1,81,20,193,True,45,10.872986688006963,20,6.690105106480012,True,-4.18288158152695,-25,False,True,True,19.07638055629738,20.643441821114408,50,58
fiqa,ms1,82,20,197,True,56,8.697866585057021,16,3.6102363067804393,True,-5.087630278276581,-40,False,True,True,31.199510203084106,35.23865816953348,57,87
fiqa,ms1,83,20,205,True,35,9.018105460298642,25,7.457670854278386,True,-1.560434606020256,-10,False,True,True,48.47376189945073,50.6372317943384,82,91
fiqa,ms1,85,20,213,True,53,12.813240885472757,33,7.759810214384676,True,-5.053430671088081,-20,False,True,True,57.804776845257635,59.688237220453075,89,93
fiqa,ms1,86,20,207,True,43,6.48351082661222,30,4.855203521028922,True,-1.6283073055832986,-13,False,True,True,69.96409660631429,71.78858367681804,101,111
fiqa,ms1,87,20,221,True,78,22.183872444187493,57,16.55659371600356,True,-5.627278728183931,-21,False,True,True,36.40557603264711,39.68843346098285,63,74
fiqa,ms1,88,20,188,True,21,3.599616527359866,14,2.729493817806651,True,-0.8701227095532151,-7,False,True,True,44.551384997450114,43.97696522351238,80,78
fiqa,ms1,91,20,212,True,60,12.856819697247793,34,9.864723584467297,True,-2.992096112780496,-26,False,True,True,39.781811543512255,42.86483250246816,73,85
fiqa,ms1,92,20,186,True,48,11.960674120047452,27,7.7568206740260806,True,-4.2038534460213715,-21,False,True,True,27.801386824761988,30.264823370964805,55,67
fiqa,ms1,93,20,195,True,26,5.237438370289559,18,4.471306576616039,True,-0.7661317936735204,-8,False,True,True,42.3445587017822,42.505416954667076,62,63
fiqa,ms1,95,20,194,True,18,3.13655965940702,9,2.0375144117445627,True,-1.0990452476624575,-9,False,True,True,46.885858440723325,48.13576474724618,90,96
fiqa,ms1,96,20,218,True,84,24.091871226224576,58,18.38711665883345,True,-5.704754567391127,-26,False,True,True,41.09929544304535,46.56581323131101,71,91
fiqa,ms1,97,20,209,True,53,15.433252819503647,26,8.229441839274152,True,-7.203810980229495,-27,False,True,True,58.77994157530787,61.66591752890723,103,108
fiqa,ms1,99,20,203,True,27,4.053389809304417,21,3.40471960619818,True,-0.6486702031062372,-6,False,True,True,37.322487480017124,37.39718896934445,73,74
fiqa,ms1,102,20,171,True,29,1.4547095562170056,2,0.798031457793289,True,-0.6566780984237166,-27,False,True,True,6.681644240916105,7.327106747463012,65,73
fiqa,ms1,105,20,188,True,9,0.5294270723347203,8,0.48135262728896644,True,-0.048074445045753866,-1,False,True,True,17.700628743576328,17.700628743576328,59,59
fiqa,ms1,107,20,210,True,55,16.239453092679845,44,13.762715591897548,True,-2.4767375007822974,-11,False,True,True,44.13649849117645,46.54851267368895,66,75
fiqa,ms1,108,20,203,True,46,9.22946490971698,33,8.055447723787163,True,-1.1740171859298165,-13,False,True,True,47.34908344198081,47.34908344198081,86,86
fiqa,ms1,110,20,182,True,26,5.578350332085777,7,1.6598388158664017,True,-3.9185115162193753,-19,False,True,True,38.90482805989078,42.93637655872914,67,81
fiqa,ms1,111,20,192,True,39,5.068353865766802,22,3.7559633655122475,True,-1.3123905002545548,-17,False,True,True,19.430687534189993,19.738202000520978,57,64
fiqa,ms1,112,20,173,True,19,1.5028323426594792,10,1.1804815604414487,True,-0.3223507822180305,-9,False,True,True,14.860532574139869,14.922853277196507,73,76
fiqa,ms1,439,20,159,True,22,1.6026511254082119,11,1.2138872675926093,True,-0.3887638578156025,-11,False,True,True,10.0220131508268,9.751137411169248,53,54
fiqa,ms1,442,20,203,True,35,7.182035818286044,16,4.504897456294341,True,-2.6771383619917035,-19,False,True,True,42.704980605629736,43.57430547707355,74,77
fiqa,ms1,443,20,191,True,36,5.914583331205481,24,4.7624747793741795,True,-1.1521085518313017,-12,False,True,True,48.05608306117402,49.4004903565721,71,78
fiqa,ms1,444,20,190,True,37,5.269836020585009,14,3.350164562389263,True,-1.919671458195746,-23,False,True,True,31.92549632772762,32.787528664751385,57,65
fiqa,ms1,445,20,192,True,22,3.990280390440883,12,2.8960473040741164,True,-1.0942330863667666,-10,False,True,True,63.334771824726715,63.26128986929867,90,92
fiqa,ms1,446,20,195,True,41,8.498280450988446,24,5.866821346821507,True,-2.6314591041669386,-17,False,True,True,42.97564021988037,43.96809261914292,70,74
fiqa,ms1,447,20,216,True,46,12.82037588130854,31,10.38857874928259,True,-2.431797132025949,-15,False,True,True,53.29723529966623,54.08160001979372,78,80
fiqa,ms1,448,20,193,True,42,9.79868111577839,36,7.320330487910844,True,-2.4783506278675453,-6,False,True,True,42.09989027911669,43.088004669671534,67,69
fiqa,ms1,449,20,215,True,50,11.427642006052386,37,8.529321750746634,True,-2.8983202553057517,-13,False,True,True,22.142532760089047,24.888123488537452,57,68
fiqa,ms1,450,20,191,True,31,4.687022021178659,25,4.278991129910599,True,-0.40803089126805947,-6,False,True,True,44.15523688010805,44.89989081292575,64,68
fiqa,ms1,452,20,179,True,34,8.463728083374502,20,5.938418092372371,True,-2.525309991002131,-14,False,True,True,40.31802524348136,40.40479696874991,69,73
fiqa,ms1,453,20,180,True,12,3.2358465929918854,7,2.3387497216768267,True,-0.8970968713150587,-5,False,True,True,37.43695560169307,38.817553960556516,86,89
fiqa,ms1,454,20,132,True,12,2.419737125560098,9,2.267997517090535,True,-0.1517396084695628,-3,False,True,True,20.134910305499425,20.205201478802085,44,45
fiqa,ms1,456,20,166,True,1,0.5527689607141563,1,0.5527689607141563,True,0.0,0,True,True,True,25.6286835803024,25.6286835803024,95,95
fiqa,ms1,457,20,192,True,32,4.2605738716431505,22,3.265757407784658,True,-0.9948164638584927,-10,False,True,True,70.83956476030667,71.42388932621832,96,98
fiqa,ms1,458,20,197,True,46,6.818848093049821,31,5.528000357994971,True,-1.2908477350548502,-15,False,True,True,47.453172519820924,47.51675668437474,74,76
fiqa,ms1,460,20,208,True,57,12.099006481044261,22,4.258623384411284,True,-7.840383096632977,-35,False,True,True,66.88188476189373,69.74459265391566,95,109
fiqa,ms1,461,20,201,True,57,9.038023303552173,36,7.532959850771684,True,-1.5050634527804885,-21,False,True,True,43.89102763929045,44.09479896918254,91,97
fiqa,ms1,462,20,180,True,38,3.7683414477495174,26,3.2305243699592134,True,-0.537817077790304,-12,False,True,True,35.22599334915595,34.94722217936215,90,92
fiqa,ms1,464,20,169,True,34,7.487255867852868,10,3.9335572741125198,True,-3.5536985937403482,-24,False,True,True,69.0308509229625,69.71586960506212,106,110
fiqa,ms1,465,20,195,True,28,1.8864610367194357,25,1.7395791939908867,True,-0.14688184272854898,-3,False,True,True,46.73517642924769,46.78134035204003,91,92
fiqa,ms1,466,20,229,True,60,12.598616130064217,48,10.623368169603475,True,-1.9752479604607416,-12,False,True,True,43.823274144160415,44.43269987709699,83,86
fiqa,ms1,467,20,172,True,28,5.231945403105332,17,4.144954243950143,True,-1.0869911591551888,-11,False,True,True,71.57469533657839,71.7081436442958,118,121
fiqa,ms1,468,20,185,True,26,2.511607572388098,12,1.7852339075816634,True,-0.7263736648064345,-14,False,True,True,23.57234427351383,23.627259843711343,73,75
fiqa,ms1,470,20,202,True,54,7.560141672243108,22,4.937890606574567,True,-2.622251065668541,-32,False,True,True,44.07598128658691,45.69715867745133,78,91
fiqa,ms1,471,20,207,True,63,13.891765769895043,24,8.911047228052816,True,-4.9807185418422275,-39,False,True,True,30.194860504327416,33.14470338852511,64,83
fiqa,ms1,472,20,185,True,34,4.695561317009333,21,3.23760731406518,True,-1.457954002944153,-13,False,True,True,25.883254177880552,25.863360614589034,49,48
fiqa,ms1,473,20,167,True,2,0.10786316350124497,2,0.10786316350124497,True,0.0,0,True,True,True,35.65207279040705,35.65207279040705,74,74
fiqa,ms1,474,20,200,True,34,5.24476907499683,16,3.643014129965083,True,-1.6017549450317468,-18,False,True,True,32.94780799719016,33.14053873825351,74,79
fiqa,ms1,478,20,202,True,56,10.807107904480674,19,4.4632199517594975,True,-6.343887952721176,-37,False,True,True,46.04737891155663,53.506430177750936,91,117
fiqa,ms1,479,20,210,True,32,5.702700362126541,25,4.520670694592557,True,-1.1820296675339845,-7,False,True,True,82.41998383595596,83.14494177533736,99,103
fiqa,ms1,480,20,173,True,10,1.1489636325848094,4,0.8300953890215439,True,-0.3188682435632655,-6,False,True,True,57.42532952326419,57.18704163272231,119,119
fiqa,ms1,481,20,183,True,1,0.934080798094639,1,0.934080798094639,True,0.0,0,True,True,True,33.177937368899066,33.177937368899066,92,92
fiqa,ms1,482,20,206,True,47,9.905780787684057,20,6.362410266877739,True,-3.5433705208063175,-27,False,True,True,48.057686962710214,50.378982404900334,90,102
fiqa,ms1,485,20,237,True,86,26.099263987780787,50,18.06670912554876,True,-8.032554862232029,-36,False,True,True,41.194403677183196,47.90459020478188,74,97
fiqa,ms1,486,20,192,True,33,5.095132204239775,24,4.155573202530568,True,-0.939559001709207,-9,False,True,True,38.57509829510271,38.57509829510271,86,86
fiqa,ms1,487,20,141,True,14,3.435467226969767,9,2.481168052604075,True,-0.9542991743656919,-5,False,True,True,32.692168671015054,33.21935128879172,62,64
fiqa,ms1,488,20,204,True,46,7.987732881318205,23,4.563551264342529,True,-3.4241816169756767,-23,False,True,True,41.886359034663386,44.01964699071263,94,102
fiqa,ms1,489,20,198,True,41,11.84482947855488,26,9.641380521167875,True,-2.203448957387005,-15,False,True,True,45.88495075720641,45.90487685401404,88,90
fiqa,ms1,490,20,188,True,50,13.597946191731017,40,11.511867686590875,True,-2.086078505140142,-10,False,True,True,35.82903527308688,36.905327914697615,57,61
fiqa,ms1,491,20,142,False,0,0.0,0,0.0,True,0.0,0,True,True,True,14.469639750356876,14.469639750356876,60,60
fiqa,ms1,493,20,204,True,58,8.122992483691311,22,4.577372428797406,True,-3.545620054893905,-36,False,True,True,49.69490494572312,51.043639378129804,83,98
fiqa,ms1,494,20,206,True,49,7.02295850659882,28,4.746039447820342,True,-2.2769190587784776,-21,False,True,True,32.859409680950854,34.094593996411696,56,65
fiqa,ms1,497,20,208,True,40,6.000105849174519,33,5.304557962352246,True,-0.6955478868222729,-7,False,True,True,26.54444605588748,26.54444605588748,66,66
fiqa,ms1,498,20,213,True,33,5.83464118638244,30,5.52303560861824,True,-0.3116055777641993,-3,False,True,True,51.56058462188273,50.39243329117196,86,85
fiqa,ms1_drop_mutual,0,20,151,True,8,1.1926343990947168,1,0.4295510323365268,True,-0.76308336675819,-7,False,True,True,48.692084185576846,49.40348966064083,101,104
fiqa,ms1_drop_mutual,4,20,158,False,0,0.0,0,0.0,True,0.0,0,True,True,True,53.18544003541884,53.18544003541884,76,76
fiqa,ms1_drop_mutual,5,20,149,True,4,0.22410302649997266,2,0.13360456250127978,True,-0.09049846399869288,-2,False,True,True,55.960385217136526,55.960385217136526,87,87
fiqa,ms1_drop_mutual,6,20,176,False,0,0.0,0,0.0,True,0.0,0,True,True,True,40.408852710678474,40.408852710678474,73,73
fiqa,ms1_drop_mutual,7,20,156,True,10,0.6893345878681088,1,0.550643768034818,True,-0.1386908198332908,-9,False,True,True,41.323470798626865,41.1383692706598,85,89
fiqa,ms1_drop_mutual,9,20,164,False,0,0.0,0,0.0,True,0.0,0,True,True,True,53.49043038378905,53.49043038378905,79,79
fiqa,ms1_drop_mutual,11,20,182,False,0,0.0,0,0.0,True,0.0,0,True,True,True,78.88018162912712,78.88018162912712,117,117
fiqa,ms1_drop_mutual,12,20,129,True,1,0.02873469092287831,1,0.02873469092287831,True,0.0,0,True,True,True,19.578115185249487,19.578115185249487,47,47
fiqa,ms1_drop_mutual,13,20,151,True,8,0.72230038243926,2,0.5411963885141952,True,-0.18110399392506482,-6,False,True,True,47.847343269981224,47.87189694137286,96,98
fiqa,ms1_drop_mutual,14,20,175,False,0,0.0,0,0.0,True,0.0,0,True,True,True,23.723913690440913,23.723913690440913,72,72
fiqa,ms1_drop_mutual,16,20,136,True,13,1.2090031871625215,9,0.8842199746538726,True,-0.32478321250864894,-4,False,True,True,15.872417056649851,16.261495198265695,45,49
fiqa,ms1_drop_mutual,19,20,162,False,0,0.0,0,0.0,True,0.0,0,True,True,True,20.675119767698433,20.675119767698433,57,57
fiqa,ms1_drop_mutual,20,20,130,False,0,0.0,0,0.0,True,0.0,0,True,True,True,43.1231652983731,43.1231652983731,75,75
fiqa,ms1_drop_mutual,21,20,135,True,22,4.161830182923572,2,0.990197187819405,True,-3.1716329951041673,-20,False,True,True,26.56278741643419,27.510262642033485,69,80
fiqa,ms1_drop_mutual,23,20,165,True,5,0.33790098364702303,4,0.30719918993277273,True,-0.030701793714250303,-1,False,True,True,38.20511821105263,38.23582000476688,80,81
fiqa,ms1_drop_mutual,25,20,153,False,0,0.0,0,0.0,True,0.0,0,True,True,True,43.56065894839135,43.56065894839135,67,67
fiqa,ms1_drop_mutual,27,20,152,True,18,3.6605979064441074,6,1.7951359838091525,True,-1.865461922634955,-12,False,True,True,30.0086210504295,31.16599153656054,52,57
fiqa,ms1_drop_mutual,28,20,159,False,0,0.0,0,0.0,True,0.0,0,True,True,True,16.572460906191633,16.572460906191633,59,59
fiqa,ms1_drop_mutual,30,20,170,False,0,0.0,0,0.0,True,0.0,0,True,True,True,61.83252456224292,61.83252456224292,110,110
fiqa,ms1_drop_mutual,31,20,183,False,0,0.0,0,0.0,True,0.0,0,True,True,True,25.714629504717568,25.714629504717568,72,72
fiqa,ms1_drop_mutual,32,20,154,True,1,0.03309454649093885,1,0.03309454649093885,True,0.0,0,True,True,True,28.621486923625362,28.621486923625362,60,60
fiqa,ms1_drop_mutual,33,20,151,False,0,0.0,0,0.0,True,0.0,0,True,True,True,26.683487642536377,26.683487642536377,65,65
fiqa,ms1_drop_mutual,35,20,160,False,0,0.0,0,0.0,True,0.0,0,True,True,True,36.22940843635202,36.22940843635202,96,96
fiqa,ms1_drop_mutual,36,20,139,False,0,0.0,0,0.0,True,0.0,0,True,True,True,29.11168230387214,29.11168230387214,75,75
fiqa,ms1_drop_mutual,37,20,171,False,0,0.0,0,0.0,True,0.0,0,True,True,True,55.50238829376706,55.50238829376706,97,97
fiqa,ms1_drop_mutual,41,20,151,False,0,0.0,0,0.0,True,0.0,0,True,True,True,18.847224774302926,18.847224774302926,44,44
fiqa,ms1_drop_mutual,43,20,130,True,3,0.7063291474653108,1,0.4793811254789434,True,-0.22694802198636743,-2,False,True,True,33.08973570373023,33.316683725716594,71,73
fiqa,ms1_drop_mutual,45,20,175,False,0,0.0,0,0.0,True,0.0,0,True,True,True,34.96451415787463,34.96451415787463,75,75
fiqa,ms1_drop_mutual,46,20,182,False,0,0.0,0,0.0,True,0.0,0,True,True,True,30.84702294708047,30.84702294708047,86,86
fiqa,ms1_drop_mutual,47,20,151,True,2,0.12711663506909274,2,0.12711663506909274,True,0.0,0,True,True,True,32.69141358431344,32.69141358431344,69,69
fiqa,ms1_drop_mutual,48,20,170,False,0,0.0,0,0.0,True,0.0,0,True,True,True,56.21815343706601,56.21815343706601,87,87
fiqa,ms1_drop_mutual,49,20,151,False,0,0.0,0,0.0,True,0.0,0,True,True,True,48.83210540589247,48.83210540589247,73,73
fiqa,ms1_drop_mutual,51,20,161,True,2,0.11039289448667389,2,0.11039289448667389,True,0.0,0,True,True,True,42.417692286764535,42.417692286764535,80,80
fiqa,ms1_drop_mutual,52,20,185,False,0,0.0,0,0.0,True,0.0,0,True,True,True,24.08879646292393,24.08879646292393,82,82
fiqa,ms1_drop_mutual,53,20,140,True,7,0.6724080165211286,6,0.6104162098835253,True,-0.061991806637603286,-1,False,True,True,31.656083644060324,31.656083644060324,73,73
fiqa,ms1_drop_mutual,54,20,163,False,0,0.0,0,0.0,True,0.0,0,True,True,True,38.4772360134298,38.4772360134298,88,88
fiqa,ms1_drop_mutual,57,20,185,False,0,0.0,0,0.0,True,0.0,0,True,True,True,12.305022187359754,12.305022187359754,99,99
fiqa,ms1_drop_mutual,59,20,187,False,0,0.0,0,0.0,True,0.0,0,True,True,True,54.221621631136024,54.221621631136024,107,107
fiqa,ms1_drop_mutual,61,20,162,True,3,0.3752311634963963,1,0.32708147989532416,True,-0.048149683601072135,-2,False,True,True,65.21632341698233,64.88924193708701,76,75
fiqa,ms1_drop_mutual,62,20,163,False,0,0.0,0,0.0,True,0.0,0,True,True,True,34.109437807628716,34.109437807628716,88,88
fiqa,ms1_drop_mutual,63,20,137,False,0,0.0,0,0.0,True,0.0,0,True,True,True,70.62718772568073,70.62718772568073,107,107
fiqa,ms1_drop_mutual,64,20,157,False,0,0.0,0,0.0,True,0.0,0,True,True,True,23.031290992981717,23.031290992981717,75,75
fiqa,ms1_drop_mutual,65,20,145,False,0,0.0,0,0.0,True,0.0,0,True,True,True,19.827929781252976,19.827929781252976,59,59
fiqa,ms1_drop_mutual,66,20,175,False,0,0.0,0,0.0,True,0.0,0,True,True,True,17.645850404268494,17.645850404268494,71,71
fiqa,ms1_drop_mutual,67,20,175,False,0,0.0,0,0.0,True,0.0,0,True,True,True,15.914423663034112,15.914423663034112,70,70
fiqa,ms1_drop_mutual,69,20,147,False,0,0.0,0,0.0,True,0.0,0,True,True,True,21.960691069832407,21.960691069832407,53,53
fiqa,ms1_drop_mutual,70,20,146,True,2,0.05718161061907272,2,0.05718161061907272,True,0.0,0,True,True,True,31.423849791037238,31.423849791037238,74,74
fiqa,ms1_drop_mutual,71,20,159,False,0,0.0,0,0.0,True,0.0,0,True,True,True,38.985476322798604,38.985476322798604,82,82
fiqa,ms1_drop_mutual,72,20,169,True,2,0.46358090929906304,1,0.37673753066230575,True,-0.08684337863675728,-1,False,True,True,41.70232007150935,41.70232007150935,84,84
fiqa,ms1_drop_mutual,74,20,125,False,0,0.0,0,0.0,True,0.0,0,True,True,True,63.2261639612234,63.2261639612234,84,84
fiqa,ms1_drop_mutual,75,20,167,False,0,0.0,0,0.0,True,0.0,0,True,True,True,56.372957834578706,56.372957834578706,101,101
fiqa,ms1_drop_mutual,76,20,160,True,2,0.1326428873934335,2,0.1326428873934335,True,0.0,0,True,True,True,56.28722624705338,56.28722624705338,93,93
fiqa,ms1_drop_mutual,78,20,151,False,0,0.0,0,0.0,True,0.0,0,True,True,True,56.617961571770046,56.617961571770046,113,113
fiqa,ms1_drop_mutual,80,20,138,False,0,0.0,0,0.0,True,0.0,0,True,True,True,35.80073474356653,35.80073474356653,83,83
fiqa,ms1_drop_mutual,81,20,161,False,0,0.0,0,0.0,True,0.0,0,True,True,True,17.745441334071366,17.745441334071366,55,55
fiqa,ms1_drop_mutual,82,20,172,False,0,0.0,0,0.0,True,0.0,0,True,True,True,31.82519767069341,31.82519767069341,80,80
fiqa,ms1_drop_mutual,83,20,156,False,0,0.0,0,0.0,True,0.0,0,True,True,True,40.70294298727414,40.70294298727414,80,80
fiqa,ms1_drop_mutual,85,20,162,False,0,0.0,0,0.0,True,0.0,0,True,True,True,52.08421294987284,52.08421294987284,88,88
fiqa,ms1_drop_mutual,86,20,167,False,0,0.0,0,0.0,True,0.0,0,True,True,True,67.15089285970171,67.15089285970171,113,113
fiqa,ms1_drop_mutual,87,20,128,True,13,3.252729323389477,7,2.1526085884657027,True,-1.1001207349237743,-6,False,True,True,25.487540843950978,26.70462044794757,52,58
fiqa,ms1_drop_mutual,88,20,166,True,4,0.47055734366587276,3,0.29177135237746016,True,-0.1787859912884126,-1,False,True,True,40.54335128744747,40.722137278735886,72,73
fiqa,ms1_drop_mutual,91,20,153,False,0,0.0,0,0.0,True,0.0,0,True,True,True,30.86595682500426,30.86595682500426,64,64
fiqa,ms1_drop_mutual,92,20,141,True,1,0.30298069725491156,1,0.30298069725491156,True,0.0,0,True,True,True,28.234291671120385,28.234291671120385,66,66
fiqa,ms1_drop_mutual,93,20,163,False,0,0.0,0,0.0,True,0.0,0,True,True,True,38.38223843087014,38.38223843087014,57,57
fiqa,ms1_drop_mutual,95,20,184,False,0,0.0,0,0.0,True,0.0,0,True,True,True,45.28478986300034,45.28478986300034,94,94
fiqa,ms1_drop_mutual,96,20,136,True,9,0.8257538543032874,5,0.6162221092137988,True,-0.20953174508948857,-4,False,True,True,31.404700037232853,31.576180640426234,69,73
fiqa,ms1_drop_mutual,97,20,167,False,0,0.0,0,0.0,True,0.0,0,True,True,True,53.15124880361371,53.15124880361371,100,100
fiqa,ms1_drop_mutual,99,20,172,False,0,0.0,0,0.0,True,0.0,0,True,True,True,30.18193562752221,30.18193562752221,63,63
fiqa,ms1_drop_mutual,102,20,176,False,0,0.0,0,0.0,True,0.0,0,True,True,True,7.094999717815723,7.094999717815723,78,78
fiqa,ms1_drop_mutual,105,20,182,False,0,0.0,0,0.0,True,0.0,0,True,True,True,17.852297913792555,17.852297913792555,63,63
fiqa,ms1_drop_mutual,107,20,138,True,13,2.112107461721167,6,1.151867699306278,True,-0.9602397624148891,-7,False,True,True,36.6914400220297,37.19729996605948,56,59
fiqa,ms1_drop_mutual,108,20,154,True,8,0.9333638811428864,1,0.4323537320708073,True,-0.5010101490720791,-7,False,True,True,42.473390231330164,42.63662065894463,83,84
fiqa,ms1_drop_mutual,110,20,168,False,0,0.0,0,0.0,True,0.0,0,True,True,True,40.30987332715474,40.30987332715474,76,76
fiqa,ms1_drop_mutual,111,20,168,True,8,0.7851015584218985,6,0.6961710759812141,True,-0.08893048244068447,-2,False,True,True,18.207167615334434,18.22236507487717,62,63
fiqa,ms1_drop_mutual,112,20,161,False,0,0.0,0,0.0,True,0.0,0,True,True,True,13.682605109933661,13.682605109933661,76,76
fiqa,ms1_drop_mutual,439,20,148,False,0,0.0,0,0.0,True,0.0,0,True,True,True,7.351786776012448,7.351786776012448,53,53
fiqa,ms1_drop_mutual,442,20,172,False,0,0.0,0,0.0,True,0.0,0,True,True,True,38.26055223157663,38.26055223157663,70,70
fiqa,ms1_drop_mutual,443,20,161,False,0,0.0,0,0.0,True,0.0,0,True,True,True,43.95922698311272,43.95922698311272,73,73
fiqa,ms1_drop_mutual,444,20,171,False,0,0.0,0,0.0,True,0.0,0,True,True,True,30.884865877116543,30.884865877116543,66,66
fiqa,ms1_drop_mutual,445,20,176,False,0,0.0,0,0.0,True,0.0,0,True,True,True,60.52955787047332,60.52955787047332,92,92
fiqa,ms1_drop_mutual,446,20,156,False,0,0.0,0,0.0,True,0.0,0,True,True,True,32.967041763213096,32.967041763213096,61,61
fiqa,ms1_drop_mutual,447,20,154,False,0,0.0,0,0.0,True,0.0,0,True,True,True,43.71057024236934,43.71057024236934,65,65
fiqa,ms1_drop_mutual,448,20,140,True,10,0.6441900513345784,8,0.6249577465563494,True,-0.019232304778229015,-2,False,True,True,35.51962490710497,35.51962490710497,59,59
fiqa,ms1_drop_mutual,449,20,159,False,0,0.0,0,0.0,True,0.0,0,True,True,True,16.044675165258976,16.044675165258976,58,58
fiqa,ms1_drop_mutual,450,20,142,True,1,0.1410698320988671,1,0.1410698320988671,True,0.0,0,True,True,True,37.86745893809179,37.86745893809179,56,56
fiqa,ms1_drop_mutual,452,20,147,True,9,0.8509550859591408,1,0.48824041025529924,True,-0.3627146757038416,-8,False,True,True,36.80829219429967,37.14263884643929,65,72
fiqa,ms1_drop_mutual,453,20,167,False,0,0.0,0,0.0,True,0.0,0,True,True,True,35.771841970695554,35.771841970695554,87,87
fiqa,ms1_drop_mutual,454,20,118,True,4,0.4565267591932026,1,0.28053813498605307,True,-0.17598862420714956,-3,False,True,True,18.280842186076114,18.351133359378775,43,44
fiqa,ms1_drop_mutual,456,20,172,False,0,0.0,0,0.0,True,0.0,0,True,True,True,24.807045940557803,24.807045940557803,99,99
fiqa,ms1_drop_mutual,457,20,163,True,1,0.061363537040864946,1,0.061363537040864946,True,0.0,0,True,True,True,69.69907716302504,69.69907716302504,99,99
fiqa,ms1_drop_mutual,458,20,148,False,0,0.0,0,0.0,True,0.0,0,True,True,True,43.70251015019711,43.70251015019711,73,73
fiqa,ms1_drop_mutual,460,20,169,False,0,0.0,0,0.0,True,0.0,0,True,True,True,65.58767415834203,65.58767415834203,104,104
fiqa,ms1_drop_mutual,461,20,144,True,3,0.4744686903899914,2,0.46407902327965445,True,-0.010389667110336953,-1,False,True,True,31.233737556459555,31.233737556459555,78,78
fiqa,ms1_drop_mutual,462,20,145,False,0,0.0,0,0.0,True,0.0,0,True,True,True,28.794834551606854,28.794834551606854,84,84
fiqa,ms1_drop_mutual,464,20,158,True,13,1.2771801158113747,3,0.6369772208514894,True,-0.6402028949598852,-10,False,True,True,62.796430288699646,63.207748716720744,104,106
fiqa,ms1_drop_mutual,465,20,171,False,0,0.0,0,0.0,True,0.0,0,True,True,True,43.149010611231105,43.149010611231105,94,94
fiqa,ms1_drop_mutual,466,20,151,False,0,0.0,0,0.0,True,0.0,0,True,True,True,32.27358732119764,32.27358732119764,71,71
