dataset,regime,config_id,pool_size,metric_cutoff,pair_name,n_queries,cycle_rate,repair_applied_rate,full_ranking_changed_rate,top_k_membership_changed_rate,top_k_order_changed_rate,differently_graded_judged_pairs_changed_rate,ndcg_changed_rate,mean_removed_weight_fraction,mean_graph_density_pre,mean_graph_density_post,mean_largest_scc_size_pre,mean_largest_scc_size_post,mean_total_edge_weight_pre,mean_total_edge_weight_post
fiqa,ms1,pool50_ndcg5,50,5,balance_hybrid,120,0.9666666666666667,0.9666666666666667,0.7333333333333333,0.025,0.10833333333333334,0.008333333333333333,0.008333333333333333,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1,pool50_ndcg5,50,5,copeland_graph,120,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.48333333333333334,0.725,0.08333333333333333,0.11666666666666667,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1,pool50_ndcg5,50,5,copeland_hybrid,120,0.9666666666666667,0.9666666666666667,0.9416666666666667,0.14166666666666666,0.44166666666666665,0.0,0.008333333333333333,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1,pool50_ndcg5,50,5,markov_graph,120,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.275,0.5666666666666667,0.058333333333333334,0.10833333333333334,0.043218447240244706,0.27243877551020407,0.23875510204081635,30.033333333333335,1.0,280.7205820111179,267.98398502824296
fiqa,ms1_drop_mutual,pool20_ndcg10,20,10,balance_graph,120,0.30833333333333335,0.30833333333333335,0.20833333333333334,0.041666666666666664,0.14166666666666666,0.0,0.0,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg10,20,10,balance_hybrid,120,0.30833333333333335,0.30833333333333335,0.08333333333333333,0.016666666666666666,0.025,0.0,0.0,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg10,20,10,copeland_graph,120,0.30833333333333335,0.30833333333333335,0.26666666666666666,0.075,0.18333333333333332,0.008333333333333333,0.008333333333333333,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg10,20,10,copeland_hybrid,120,0.30833333333333335,0.30833333333333335,0.19166666666666668,0.025,0.11666666666666667,0.0,0.0,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg10,20,10,markov_graph,120,0.30833333333333335,0.30833333333333335,0.20833333333333334,0.03333333333333333,0.14166666666666666,0.0,0.0,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg20,20,20,balance_graph,120,0.30833333333333335,0.30833333333333335,0.20833333333333334,0.0,0.20833333333333334,0.008333333333333333,0.008333333333333333,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg20,20,20,balance_hybrid,120,0.30833333333333335,0.30833333333333335,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg20,20,20,copeland_graph,120,0.30833333333333335,0.30833333333333335,0.26666666666666666,0.0,0.26666666666666666,0.016666666666666666,0.016666666666666666,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg20,20,20,copeland_hybrid,120,0.30833333333333335,0.30833333333333335,0.19166666666666668,0.0,0.19166666666666668,0.0,0.0,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg20,20,20,markov_graph,120,0.30833333333333335,0.30833333333333335,0.20833333333333334,0.0,0.20833333333333334,0.008333333333333333,0.008333333333333333,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg5,20,5,balance_graph,120,0.30833333333333335,0.30833333333333335,0.20833333333333334,0.025,0.05,0.0,0.0,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg5,20,5,balance_hybrid,120,0.30833333333333335,0.30833333333333335,0.08333333333333333,0.008333333333333333,0.008333333333333333,0.0,0.0,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg5,20,5,copeland_graph,120,0.30833333333333335,0.30833333333333335,0.26666666666666666,0.058333333333333334,0.10833333333333334,0.0,0.0,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg5,20,5,copeland_hybrid,120,0.30833333333333335,0.30833333333333335,0.19166666666666668,0.016666666666666666,0.05,0.0,0.0,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool20_ndcg5,20,5,markov_graph,120,0.30833333333333335,0.30833333333333335,0.20833333333333334,0.041666666666666664,0.1,0.0,0.0,0.003683749883198899,0.41660087719298244,0.41146929824561407,3.3833333333333333,1.0,79.93286205125837,79.6814019136651
fiqa,ms1_drop_mutual,pool50_ndcg10,50,10,balance_graph,120,0.675,0.675,0.575,0.075,0.23333333333333334,0.025,0.03333333333333333,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg10,50,10,balance_hybrid,120,0.675,0.675,0.2916666666666667,0.016666666666666666,0.08333333333333333,0.0,0.0,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg10,50,10,copeland_graph,120,0.675,0.675,0.6666666666666666,0.225,0.4083333333333333,0.025,0.041666666666666664,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg10,50,10,copeland_hybrid,120,0.675,0.675,0.5833333333333334,0.041666666666666664,0.325,0.025,0.025,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg10,50,10,markov_graph,120,0.675,0.675,0.5833333333333334,0.1,0.2833333333333333,0.025,0.03333333333333333,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg20,50,20,balance_graph,120,0.675,0.675,0.575,0.125,0.45,0.058333333333333334,0.058333333333333334,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg20,50,20,balance_hybrid,120,0.675,0.675,0.2916666666666667,0.03333333333333333,0.18333333333333332,0.008333333333333333,0.008333333333333333,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg20,50,20,copeland_graph,120,0.675,0.675,0.6666666666666666,0.375,0.625,0.11666666666666667,0.125,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg20,50,20,copeland_hybrid,120,0.675,0.675,0.5833333333333334,0.11666666666666667,0.5166666666666667,0.041666666666666664,0.041666666666666664,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg20,50,20,markov_graph,120,0.675,0.675,0.5833333333333334,0.14166666666666666,0.44166666666666665,0.041666666666666664,0.058333333333333334,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg5,50,5,balance_graph,120,0.675,0.675,0.575,0.03333333333333333,0.075,0.0,0.0,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg5,50,5,balance_hybrid,120,0.675,0.675,0.2916666666666667,0.008333333333333333,0.03333333333333333,0.0,0.0,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg5,50,5,copeland_graph,120,0.675,0.675,0.6666666666666666,0.15,0.20833333333333334,0.008333333333333333,0.016666666666666666,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg5,50,5,copeland_hybrid,120,0.675,0.675,0.5833333333333334,0.03333333333333333,0.175,0.0,0.0,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms1_drop_mutual,pool50_ndcg5,50,5,markov_graph,120,0.675,0.675,0.5833333333333334,0.05,0.11666666666666667,0.0,0.0,0.006250924792300877,0.24858843537414968,0.24187074829931973,15.141666666666667,1.0,257.9486892889932,256.31549232158443
fiqa,ms2,pool20_ndcg10,20,10,balance_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg10,20,10,balance_hybrid,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg10,20,10,copeland_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg10,20,10,copeland_hybrid,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg10,20,10,markov_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg20,20,20,balance_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg20,20,20,balance_hybrid,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg20,20,20,copeland_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg20,20,20,copeland_hybrid,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg20,20,20,markov_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg5,20,5,balance_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg5,20,5,balance_hybrid,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg5,20,5,copeland_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg5,20,5,copeland_hybrid,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool20_ndcg5,20,5,markov_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175,0.1175,1.0,1.0,49.9588067404731,49.9588067404731
fiqa,ms2,pool50_ndcg10,50,10,balance_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg10,50,10,balance_hybrid,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg10,50,10,copeland_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg10,50,10,copeland_hybrid,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg10,50,10,markov_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg20,50,20,balance_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg20,50,20,balance_hybrid,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg20,50,20,copeland_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg20,50,20,copeland_hybrid,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg20,50,20,markov_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg5,50,5,balance_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg5,50,5,balance_hybrid,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg5,50,5,copeland_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg5,50,5,copeland_hybrid,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
fiqa,ms2,pool50_ndcg5,50,5,markov_graph,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044503401360544224,0.044503401360544224,1.0,1.0,114.27900617255862,114.27900617255862
hotpotqa,ms1,pool10_ndcg5,10,5,balance_graph,52,0.6346153846153846,0.6346153846153846,0.2692307692307692,0.07692307692307693,0.15384615384615385,0.019230769230769232,0.019230769230769232,0.028817323668680176,0.5170940170940171,0.45940170940170927,4.0576923076923075,1.0,37.75481374585771,36.581815471818494
hotpotqa,ms1,pool10_ndcg5,10,5,balance_hybrid,52,0.6346153846153846,0.6346153846153846,0.1346153846153846,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.028817323668680176,0.5170940170940171,0.45940170940170927,4.0576923076923075,1.0,37.75481374585771,36.581815471818494
hotpotqa,ms1,pool10_ndcg5,10,5,copeland_graph,52,0.6346153846153846,0.6346153846153846,0.6153846153846154,0.21153846153846154,0.4423076923076923,0.11538461538461539,0.1346153846153846,0.028817323668680176,0.5170940170940171,0.45940170940170927,4.0576923076923075,1.0,37.75481374585771,36.581815471818494
hotpotqa,ms1,pool10_ndcg5,10,5,copeland_hybrid,52,0.6346153846153846,0.6346153846153846,0.4230769230769231,0.09615384615384616,0.25,0.057692307692307696,0.057692307692307696,0.028817323668680176,0.5170940170940171,0.45940170940170927,4.0576923076923075,1.0,37.75481374585771,36.581815471818494
hotpotqa,ms1,pool10_ndcg5,10,5,markov_graph,52,0.6346153846153846,0.6346153846153846,0.34615384615384615,0.19230769230769232,0.28846153846153844,0.038461538461538464,0.057692307692307696,0.028817323668680176,0.5170940170940171,0.45940170940170927,4.0576923076923075,1.0,37.75481374585771,36.581815471818494
hotpotqa,ms1,pool35_ndcg10,35,10,balance_graph,52,0.8461538461538461,0.8461538461538461,0.6538461538461539,0.11538461538461539,0.40384615384615385,0.038461538461538464,0.038461538461538464,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg10,35,10,balance_hybrid,52,0.8461538461538461,0.8461538461538461,0.25,0.019230769230769232,0.07692307692307693,0.0,0.0,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg10,35,10,copeland_graph,52,0.8461538461538461,0.8461538461538461,0.8269230769230769,0.36538461538461536,0.6730769230769231,0.15384615384615385,0.17307692307692307,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg10,35,10,copeland_hybrid,52,0.8461538461538461,0.8461538461538461,0.75,0.19230769230769232,0.5769230769230769,0.038461538461538464,0.038461538461538464,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg10,35,10,markov_graph,52,0.8461538461538461,0.8461538461538461,0.7307692307692307,0.19230769230769232,0.5961538461538461,0.09615384615384616,0.09615384615384616,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg20,35,20,balance_graph,52,0.8461538461538461,0.8461538461538461,0.6538461538461539,0.17307692307692307,0.5576923076923077,0.057692307692307696,0.038461538461538464,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg20,35,20,balance_hybrid,52,0.8461538461538461,0.8461538461538461,0.25,0.038461538461538464,0.21153846153846154,0.0,0.0,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg20,35,20,copeland_graph,52,0.8461538461538461,0.8461538461538461,0.8269230769230769,0.46153846153846156,0.7692307692307693,0.17307692307692307,0.17307692307692307,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg20,35,20,copeland_hybrid,52,0.8461538461538461,0.8461538461538461,0.75,0.07692307692307693,0.75,0.057692307692307696,0.057692307692307696,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg20,35,20,markov_graph,52,0.8461538461538461,0.8461538461538461,0.7307692307692307,0.11538461538461539,0.6538461538461539,0.11538461538461539,0.11538461538461539,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg5,35,5,balance_graph,52,0.8461538461538461,0.8461538461538461,0.6538461538461539,0.07692307692307693,0.19230769230769232,0.019230769230769232,0.019230769230769232,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg5,35,5,balance_hybrid,52,0.8461538461538461,0.8461538461538461,0.25,0.019230769230769232,0.038461538461538464,0.0,0.0,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg5,35,5,copeland_graph,52,0.8461538461538461,0.8461538461538461,0.8269230769230769,0.3076923076923077,0.46153846153846156,0.09615384615384616,0.11538461538461539,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg5,35,5,copeland_hybrid,52,0.8461538461538461,0.8461538461538461,0.75,0.07692307692307693,0.28846153846153844,0.019230769230769232,0.019230769230769232,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1,pool35_ndcg5,35,5,markov_graph,52,0.8461538461538461,0.8461538461538461,0.7307692307692307,0.11538461538461539,0.2692307692307692,0.038461538461538464,0.057692307692307696,0.016034191471459583,0.3168552036199095,0.29382676147382025,12.038461538461538,1.0,183.11321427312498,179.87104343175832
hotpotqa,ms1_drop_mutual,pool10_ndcg5,10,5,balance_graph,52,0.019230769230769232,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,3.696256532717419e-05,0.4346153846153846,0.4344017094017094,1.1346153846153846,1.0,34.216543262695275,34.215792038220194
hotpotqa,ms1_drop_mutual,pool10_ndcg5,10,5,balance_hybrid,52,0.019230769230769232,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,3.696256532717419e-05,0.4346153846153846,0.4344017094017094,1.1346153846153846,1.0,34.216543262695275,34.215792038220194
hotpotqa,ms1_drop_mutual,pool10_ndcg5,10,5,copeland_graph,52,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.0,0.0,0.0,3.696256532717419e-05,0.4346153846153846,0.4344017094017094,1.1346153846153846,1.0,34.216543262695275,34.215792038220194
hotpotqa,ms1_drop_mutual,pool10_ndcg5,10,5,copeland_hybrid,52,0.019230769230769232,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,3.696256532717419e-05,0.4346153846153846,0.4344017094017094,1.1346153846153846,1.0,34.216543262695275,34.215792038220194
hotpotqa,ms1_drop_mutual,pool10_ndcg5,10,5,markov_graph,52,0.019230769230769232,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,3.696256532717419e-05,0.4346153846153846,0.4344017094017094,1.1346153846153846,1.0,34.216543262695275,34.215792038220194
hotpotqa,ms1_drop_mutual,pool35_ndcg10,35,10,balance_graph,52,0.17307692307692307,0.17307692307692307,0.09615384615384616,0.019230769230769232,0.057692307692307696,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg10,35,10,balance_hybrid,52,0.17307692307692307,0.17307692307692307,0.019230769230769232,0.0,0.0,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg10,35,10,copeland_graph,52,0.17307692307692307,0.17307692307692307,0.1346153846153846,0.07692307692307693,0.1346153846153846,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg10,35,10,copeland_hybrid,52,0.17307692307692307,0.17307692307692307,0.07692307692307693,0.019230769230769232,0.057692307692307696,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg10,35,10,markov_graph,52,0.17307692307692307,0.17307692307692307,0.1346153846153846,0.038461538461538464,0.11538461538461539,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg20,35,20,balance_graph,52,0.17307692307692307,0.17307692307692307,0.09615384615384616,0.038461538461538464,0.07692307692307693,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg20,35,20,balance_hybrid,52,0.17307692307692307,0.17307692307692307,0.019230769230769232,0.0,0.019230769230769232,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg20,35,20,copeland_graph,52,0.17307692307692307,0.17307692307692307,0.1346153846153846,0.057692307692307696,0.1346153846153846,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg20,35,20,copeland_hybrid,52,0.17307692307692307,0.17307692307692307,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg20,35,20,markov_graph,52,0.17307692307692307,0.17307692307692307,0.1346153846153846,0.038461538461538464,0.1346153846153846,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg5,35,5,balance_graph,52,0.17307692307692307,0.17307692307692307,0.09615384615384616,0.0,0.019230769230769232,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg5,35,5,balance_hybrid,52,0.17307692307692307,0.17307692307692307,0.019230769230769232,0.0,0.0,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg5,35,5,copeland_graph,52,0.17307692307692307,0.17307692307692307,0.1346153846153846,0.038461538461538464,0.057692307692307696,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg5,35,5,copeland_hybrid,52,0.17307692307692307,0.17307692307692307,0.07692307692307693,0.019230769230769232,0.019230769230769232,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
hotpotqa,ms1_drop_mutual,pool35_ndcg5,35,5,markov_graph,52,0.17307692307692307,0.17307692307692307,0.1346153846153846,0.019230769230769232,0.07692307692307693,0.0,0.0,0.00124519498608287,0.29741435035552677,0.29534583063994824,3.1346153846153846,1.0,175.62232938519367,175.4235707682854
