provider,dataset,query_id,doc_a_id,doc_b_id,ab_category,ba_category,ab_label,ba_label,ref_wins_forward,ref_wins_reverse,agree,either_fallback
azure,fiqa,14,350497,5054,exact,exact,A,B,True,True,True,False
azure,fiqa,14,350497,507829,exact,exact,A,B,True,True,True,False
azure,fiqa,14,350497,509659,exact,exact,B,A,False,False,True,False
azure,fiqa,14,350497,524513,exact,exact,A,B,True,True,True,False
azure,fiqa,14,350497,558539,exact,exact,A,B,True,True,True,False
azure,fiqa,14,385949,398960,exact,exact,B,A,False,False,True,False
azure,fiqa,14,385949,5054,exact,exact,A,B,True,True,True,False
azure,fiqa,14,385949,507829,exact,exact,A,B,True,True,True,False
azure,fiqa,14,385949,509659,exact,exact,B,A,False,False,True,False
azure,fiqa,14,385949,524513,exact,exact,A,B,True,True,True,False
azure,fiqa,14,385949,558539,exact,exact,A,B,True,True,True,False
azure,fiqa,14,398960,5054,exact,exact,A,B,True,True,True,False
azure,fiqa,14,398960,507829,exact,exact,A,B,True,True,True,False
azure,fiqa,14,398960,509659,exact,exact,A,B,True,True,True,False
azure,fiqa,14,398960,524513,exact,exact,A,B,True,True,True,False
azure,fiqa,14,398960,558539,exact,exact,A,B,True,True,True,False
azure,fiqa,14,5054,507829,exact,exact,A,B,True,True,True,False
azure,fiqa,14,5054,509659,exact,exact,B,A,False,False,True,False
azure,fiqa,14,5054,524513,exact,exact,A,B,True,True,True,False
azure,fiqa,14,5054,558539,exact,exact,A,B,True,True,True,False
azure,fiqa,14,507829,509659,exact,exact,B,A,False,False,True,False
azure,fiqa,14,507829,524513,exact,exact,B,A,False,False,True,False
azure,fiqa,14,507829,558539,exact,exact,B,A,False,False,True,False
azure,fiqa,14,509659,524513,exact,exact,A,B,True,True,True,False
azure,fiqa,14,509659,558539,exact,exact,A,B,True,True,True,False
azure,fiqa,14,524513,558539,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,128045,135073,exact,exact,B,A,False,False,True,False
cohere,fiqa,16,128045,152960,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,128045,167494,exact,exact,B,A,False,False,True,False
cohere,fiqa,16,128045,202114,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,128045,212312,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,128045,266898,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,128045,330269,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,128045,381120,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,128045,477597,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,135073,152960,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,135073,167494,exact,exact,B,A,False,False,True,False
cohere,fiqa,16,135073,202114,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,135073,212312,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,135073,266898,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,135073,330269,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,135073,381120,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,135073,477597,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,152960,167494,exact,exact,B,A,False,False,True,False
cohere,fiqa,16,152960,202114,exact,exact,B,B,False,True,False,False
cohere,fiqa,16,152960,212312,exact,exact,B,B,False,True,False,False
cohere,fiqa,16,152960,266898,exact,exact,B,B,False,True,False,False
cohere,fiqa,16,152960,330269,exact,exact,B,B,False,True,False,False
cohere,fiqa,16,152960,381120,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,152960,477597,exact,exact,B,B,False,True,False,False
cohere,fiqa,16,167494,202114,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,167494,212312,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,167494,266898,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,167494,330269,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,167494,381120,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,167494,477597,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,202114,212312,exact,exact,B,B,False,True,False,False
cohere,fiqa,16,202114,266898,exact,exact,B,B,False,True,False,False
cohere,fiqa,16,202114,330269,exact,exact,B,A,False,False,True,False
cohere,fiqa,16,202114,381120,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,202114,477597,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,212312,266898,exact,exact,B,B,False,True,False,False
cohere,fiqa,16,212312,330269,exact,exact,B,B,False,True,False,False
cohere,fiqa,16,212312,381120,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,212312,477597,exact,exact,B,B,False,True,False,False
cohere,fiqa,16,266898,330269,exact,exact,B,B,False,True,False,False
cohere,fiqa,16,266898,381120,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,266898,477597,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,330269,381120,exact,exact,A,B,True,True,True,False
cohere,fiqa,16,330269,477597,exact,exact,B,B,False,True,False,False
cohere,fiqa,16,381120,477597,exact,exact,B,A,False,False,True,False
azure,fiqa,16,128045,135073,exact,exact,B,A,False,False,True,False
azure,fiqa,16,128045,152960,exact,exact,A,B,True,True,True,False
azure,fiqa,16,128045,167494,exact,exact,B,A,False,False,True,False
azure,fiqa,16,128045,202114,exact,exact,A,B,True,True,True,False
azure,fiqa,16,128045,212312,exact,exact,A,B,True,True,True,False
azure,fiqa,16,128045,266898,exact,exact,A,B,True,True,True,False
azure,fiqa,16,128045,330269,exact,exact,A,B,True,True,True,False
azure,fiqa,16,128045,381120,exact,exact,A,B,True,True,True,False
azure,fiqa,16,128045,477597,exact,exact,A,B,True,True,True,False
azure,fiqa,16,135073,152960,exact,exact,A,B,True,True,True,False
azure,fiqa,16,135073,167494,exact,exact,B,A,False,False,True,False
azure,fiqa,16,135073,202114,exact,exact,A,B,True,True,True,False
azure,fiqa,16,135073,212312,exact,exact,A,B,True,True,True,False
azure,fiqa,16,135073,266898,exact,exact,A,B,True,True,True,False
azure,fiqa,16,135073,330269,exact,exact,A,B,True,True,True,False
azure,fiqa,16,135073,381120,exact,exact,A,B,True,True,True,False
azure,fiqa,16,135073,477597,exact,exact,A,B,True,True,True,False
azure,fiqa,16,152960,167494,exact,exact,B,A,False,False,True,False
azure,fiqa,16,152960,202114,exact,exact,B,A,False,False,True,False
azure,fiqa,16,152960,212312,exact,exact,B,A,False,False,True,False
azure,fiqa,16,152960,266898,exact,exact,B,A,False,False,True,False
azure,fiqa,16,152960,330269,exact,exact,B,A,False,False,True,False
azure,fiqa,16,152960,381120,exact,exact,A,B,True,True,True,False
azure,fiqa,16,152960,477597,exact,exact,B,B,False,True,False,False
azure,fiqa,16,167494,202114,exact,exact,A,B,True,True,True,False
azure,fiqa,16,167494,212312,exact,exact,A,B,True,True,True,False
azure,fiqa,16,167494,266898,exact,exact,A,B,True,True,True,False
azure,fiqa,16,167494,330269,exact,exact,A,B,True,True,True,False
azure,fiqa,16,167494,381120,exact,exact,A,B,True,True,True,False
azure,fiqa,16,167494,477597,exact,exact,A,B,True,True,True,False
azure,fiqa,16,202114,212312,exact,exact,B,A,False,False,True,False
azure,fiqa,16,202114,266898,exact,exact,B,B,False,True,False,False
azure,fiqa,16,202114,330269,exact,exact,B,A,False,False,True,False
azure,fiqa,16,202114,381120,exact,exact,A,B,True,True,True,False
azure,fiqa,16,202114,477597,exact,exact,A,B,True,True,True,False
azure,fiqa,16,212312,266898,exact,exact,B,A,False,False,True,False
azure,fiqa,16,212312,330269,exact,exact,B,A,False,False,True,False
azure,fiqa,16,212312,381120,exact,exact,A,B,True,True,True,False
azure,fiqa,16,212312,477597,exact,exact,A,B,True,True,True,False
azure,fiqa,16,266898,330269,exact,exact,B,A,False,False,True,False
azure,fiqa,16,266898,381120,exact,exact,A,B,True,True,True,False
azure,fiqa,16,266898,477597,exact,exact,B,B,False,True,False,False
azure,fiqa,16,330269,381120,exact,exact,A,B,True,True,True,False
azure,fiqa,16,330269,477597,exact,exact,A,B,True,True,True,False
azure,fiqa,16,381120,477597,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,107584,153541,exact,exact,A,B,True,True,True,False
cohere,fiqa,19,107584,208989,exact,exact,A,B,True,True,True,False
cohere,fiqa,19,107584,240323,exact,exact,A,B,True,True,True,False
cohere,fiqa,19,107584,248629,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,107584,308113,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,107584,502875,exact,exact,A,B,True,True,True,False
cohere,fiqa,19,107584,533808,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,107584,66492,exact,exact,B,B,False,True,False,False
cohere,fiqa,19,107584,69306,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,153541,208989,exact,exact,B,B,False,True,False,False
cohere,fiqa,19,153541,240323,exact,exact,B,B,False,True,False,False
cohere,fiqa,19,153541,248629,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,153541,308113,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,153541,502875,exact,exact,B,B,False,True,False,False
cohere,fiqa,19,153541,533808,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,153541,66492,exact,exact,B,B,False,True,False,False
cohere,fiqa,19,153541,69306,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,208989,240323,exact,exact,B,B,False,True,False,False
cohere,fiqa,19,208989,248629,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,208989,308113,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,208989,502875,exact,exact,B,B,False,True,False,False
cohere,fiqa,19,208989,533808,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,208989,66492,exact,exact,B,B,False,True,False,False
cohere,fiqa,19,208989,69306,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,240323,248629,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,240323,308113,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,240323,502875,exact,exact,B,B,False,True,False,False
cohere,fiqa,19,240323,533808,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,240323,66492,exact,exact,B,B,False,True,False,False
cohere,fiqa,19,240323,69306,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,248629,308113,exact,exact,A,B,True,True,True,False
cohere,fiqa,19,248629,502875,exact,exact,A,B,True,True,True,False
cohere,fiqa,19,248629,533808,exact,exact,B,B,False,True,False,False
cohere,fiqa,19,248629,66492,exact,exact,A,B,True,True,True,False
cohere,fiqa,19,248629,69306,exact,exact,A,B,True,True,True,False
cohere,fiqa,19,308113,502875,exact,exact,A,B,True,True,True,False
cohere,fiqa,19,308113,533808,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,308113,66492,exact,exact,A,B,True,True,True,False
cohere,fiqa,19,308113,69306,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,502875,533808,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,502875,66492,exact,exact,B,B,False,True,False,False
cohere,fiqa,19,502875,69306,exact,exact,B,A,False,False,True,False
cohere,fiqa,19,533808,66492,exact,exact,A,B,True,True,True,False
cohere,fiqa,19,533808,69306,exact,exact,A,B,True,True,True,False
cohere,fiqa,19,66492,69306,exact,exact,B,A,False,False,True,False
azure,fiqa,19,107584,153541,exact,exact,A,B,True,True,True,False
azure,fiqa,19,107584,208989,exact,exact,A,B,True,True,True,False
azure,fiqa,19,107584,240323,exact,exact,A,B,True,True,True,False
azure,fiqa,19,107584,248629,exact,exact,B,A,False,False,True,False
azure,fiqa,19,107584,308113,exact,exact,B,A,False,False,True,False
azure,fiqa,19,107584,502875,exact,exact,A,B,True,True,True,False
azure,fiqa,19,107584,533808,exact,exact,B,A,False,False,True,False
azure,fiqa,19,107584,66492,exact,exact,A,B,True,True,True,False
azure,fiqa,19,107584,69306,exact,exact,B,A,False,False,True,False
azure,fiqa,19,153541,208989,exact,exact,A,A,True,False,False,False
azure,fiqa,19,153541,240323,exact,exact,A,B,True,True,True,False
azure,fiqa,19,153541,248629,exact,exact,B,A,False,False,True,False
azure,fiqa,19,153541,308113,exact,exact,B,A,False,False,True,False
azure,fiqa,19,153541,502875,exact,exact,A,A,True,False,False,False
azure,fiqa,19,153541,533808,exact,exact,B,A,False,False,True,False
azure,fiqa,19,153541,66492,exact,exact,A,A,True,False,False,False
azure,fiqa,19,153541,69306,exact,exact,B,A,False,False,True,False
azure,fiqa,19,208989,240323,exact,exact,A,B,True,True,True,False
azure,fiqa,19,208989,248629,exact,exact,B,A,False,False,True,False
azure,fiqa,19,208989,308113,exact,exact,B,A,False,False,True,False
azure,fiqa,19,208989,502875,exact,exact,A,A,True,False,False,False
azure,fiqa,19,208989,533808,exact,exact,B,A,False,False,True,False
azure,fiqa,19,208989,66492,exact,exact,B,A,False,False,True,False
azure,fiqa,19,208989,69306,exact,exact,B,A,False,False,True,False
azure,fiqa,19,240323,248629,exact,exact,B,A,False,False,True,False
azure,fiqa,19,240323,308113,exact,exact,B,A,False,False,True,False
azure,fiqa,19,240323,502875,exact,exact,B,A,False,False,True,False
azure,fiqa,19,240323,533808,exact,exact,B,A,False,False,True,False
azure,fiqa,19,240323,66492,exact,exact,B,A,False,False,True,False
azure,fiqa,19,240323,69306,exact,exact,B,A,False,False,True,False
azure,fiqa,19,248629,308113,exact,exact,A,B,True,True,True,False
azure,fiqa,19,248629,502875,exact,exact,A,B,True,True,True,False
azure,fiqa,19,248629,533808,exact,exact,B,B,False,True,False,False
azure,fiqa,19,248629,66492,exact,exact,A,B,True,True,True,False
azure,fiqa,19,248629,69306,exact,exact,B,A,False,False,True,False
azure,fiqa,19,308113,502875,exact,exact,A,B,True,True,True,False
azure,fiqa,19,308113,533808,exact,exact,B,A,False,False,True,False
azure,fiqa,19,308113,66492,exact,exact,A,B,True,True,True,False
azure,fiqa,19,308113,69306,exact,exact,B,A,False,False,True,False
azure,fiqa,19,502875,533808,exact,exact,B,A,False,False,True,False
azure,fiqa,19,502875,66492,exact,exact,B,A,False,False,True,False
azure,fiqa,19,502875,69306,exact,exact,B,A,False,False,True,False
azure,fiqa,19,533808,66492,exact,exact,A,B,True,True,True,False
azure,fiqa,19,533808,69306,exact,exact,B,B,False,True,False,False
azure,fiqa,19,66492,69306,exact,exact,B,A,False,False,True,False
cohere,fiqa,20,327002,338700,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,327002,363495,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,327002,365963,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,327002,397608,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,327002,40257,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,327002,447231,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,327002,540395,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,327002,73427,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,327002,97719,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,338700,363495,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,338700,365963,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,338700,397608,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,338700,40257,exact,exact,B,A,False,False,True,False
cohere,fiqa,20,338700,447231,exact,exact,B,A,False,False,True,False
cohere,fiqa,20,338700,540395,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,338700,73427,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,338700,97719,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,363495,365963,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,363495,397608,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,363495,40257,exact,exact,B,A,False,False,True,False
cohere,fiqa,20,363495,447231,exact,exact,B,A,False,False,True,False
cohere,fiqa,20,363495,540395,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,363495,73427,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,363495,97719,exact,exact,B,A,False,False,True,False
cohere,fiqa,20,365963,397608,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,365963,40257,exact,exact,B,A,False,False,True,False
cohere,fiqa,20,365963,447231,exact,exact,B,A,False,False,True,False
cohere,fiqa,20,365963,540395,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,365963,73427,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,365963,97719,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,397608,40257,exact,exact,B,A,False,False,True,False
cohere,fiqa,20,397608,447231,exact,exact,B,A,False,False,True,False
cohere,fiqa,20,397608,540395,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,397608,73427,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,397608,97719,exact,exact,B,A,False,False,True,False
cohere,fiqa,20,40257,447231,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,40257,540395,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,40257,73427,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,40257,97719,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,447231,540395,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,447231,73427,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,447231,97719,exact,exact,A,B,True,True,True,False
cohere,fiqa,20,540395,73427,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,540395,97719,exact,exact,B,B,False,True,False,False
cohere,fiqa,20,73427,97719,exact,exact,B,A,False,False,True,False
azure,fiqa,20,327002,338700,exact,exact,A,B,True,True,True,False
azure,fiqa,20,327002,363495,exact,exact,A,B,True,True,True,False
azure,fiqa,20,327002,365963,exact,exact,A,B,True,True,True,False
azure,fiqa,20,327002,397608,exact,exact,A,B,True,True,True,False
azure,fiqa,20,327002,40257,exact,exact,B,A,False,False,True,False
azure,fiqa,20,327002,447231,exact,exact,B,A,False,False,True,False
azure,fiqa,20,327002,540395,exact,exact,A,A,True,False,False,False
azure,fiqa,20,327002,73427,exact,exact,A,B,True,True,True,False
azure,fiqa,20,327002,97719,exact,exact,A,B,True,True,True,False
azure,fiqa,20,338700,363495,exact,exact,A,A,True,False,False,False
azure,fiqa,20,338700,365963,exact,exact,B,A,False,False,True,False
azure,fiqa,20,338700,397608,exact,exact,A,B,True,True,True,False
azure,fiqa,20,338700,40257,exact,exact,B,A,False,False,True,False
azure,fiqa,20,338700,447231,exact,exact,B,A,False,False,True,False
azure,fiqa,20,338700,540395,exact,exact,B,A,False,False,True,False
azure,fiqa,20,338700,73427,exact,exact,A,A,True,False,False,False
azure,fiqa,20,338700,97719,exact,exact,B,A,False,False,True,False
azure,fiqa,20,363495,365963,exact,exact,B,A,False,False,True,False
azure,fiqa,20,363495,397608,exact,exact,A,B,True,True,True,False
azure,fiqa,20,363495,40257,exact,exact,B,A,False,False,True,False
azure,fiqa,20,363495,447231,exact,exact,B,A,False,False,True,False
azure,fiqa,20,363495,540395,exact,exact,B,A,False,False,True,False
azure,fiqa,20,363495,73427,exact,exact,A,A,True,False,False,False
azure,fiqa,20,363495,97719,exact,exact,B,A,False,False,True,False
azure,fiqa,20,365963,397608,exact,exact,A,B,True,True,True,False
azure,fiqa,20,365963,40257,exact,exact,B,A,False,False,True,False
azure,fiqa,20,365963,447231,exact,exact,B,A,False,False,True,False
azure,fiqa,20,365963,540395,exact,exact,A,B,True,True,True,False
azure,fiqa,20,365963,73427,exact,exact,A,B,True,True,True,False
azure,fiqa,20,365963,97719,exact,exact,A,B,True,True,True,False
azure,fiqa,20,397608,40257,exact,exact,B,A,False,False,True,False
azure,fiqa,20,397608,447231,exact,exact,B,A,False,False,True,False
azure,fiqa,20,397608,540395,exact,exact,B,A,False,False,True,False
azure,fiqa,20,397608,73427,exact,exact,B,A,False,False,True,False
azure,fiqa,20,397608,97719,exact,exact,B,A,False,False,True,False
azure,fiqa,20,40257,447231,exact,exact,B,A,False,False,True,False
azure,fiqa,20,40257,540395,exact,exact,A,B,True,True,True,False
azure,fiqa,20,40257,73427,exact,exact,A,B,True,True,True,False
azure,fiqa,20,40257,97719,exact,exact,A,B,True,True,True,False
azure,fiqa,20,447231,540395,exact,exact,A,B,True,True,True,False
azure,fiqa,20,447231,73427,exact,exact,A,B,True,True,True,False
azure,fiqa,20,447231,97719,exact,exact,A,B,True,True,True,False
azure,fiqa,20,540395,73427,exact,exact,A,B,True,True,True,False
azure,fiqa,20,540395,97719,exact,exact,A,B,True,True,True,False
azure,fiqa,20,73427,97719,exact,exact,B,A,False,False,True,False
cohere,fiqa,21,19183,262039,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,19183,292919,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,19183,336451,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,19183,381151,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,19183,406419,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,19183,57149,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,19183,582189,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,19183,64899,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,19183,86134,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,262039,292919,exact,exact,B,A,False,False,True,False
cohere,fiqa,21,262039,336451,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,262039,381151,exact,exact,B,A,False,False,True,False
cohere,fiqa,21,262039,406419,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,262039,57149,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,262039,582189,exact,exact,B,A,False,False,True,False
cohere,fiqa,21,262039,64899,exact,exact,B,A,False,False,True,False
cohere,fiqa,21,262039,86134,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,292919,336451,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,292919,381151,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,292919,406419,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,292919,57149,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,292919,582189,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,292919,64899,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,292919,86134,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,336451,381151,exact,exact,B,A,False,False,True,False
cohere,fiqa,21,336451,406419,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,336451,57149,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,336451,582189,exact,exact,B,A,False,False,True,False
cohere,fiqa,21,336451,64899,exact,exact,B,A,False,False,True,False
cohere,fiqa,21,336451,86134,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,381151,406419,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,381151,57149,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,381151,582189,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,381151,64899,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,381151,86134,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,406419,57149,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,406419,582189,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,406419,64899,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,406419,86134,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,57149,582189,exact,exact,B,A,False,False,True,False
cohere,fiqa,21,57149,64899,exact,exact,B,A,False,False,True,False
cohere,fiqa,21,57149,86134,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,582189,64899,exact,exact,B,B,False,True,False,False
cohere,fiqa,21,582189,86134,exact,exact,A,B,True,True,True,False
cohere,fiqa,21,64899,86134,exact,exact,B,B,False,True,False,False
azure,fiqa,21,19183,262039,exact,exact,A,B,True,True,True,False
azure,fiqa,21,19183,292919,exact,exact,A,B,True,True,True,False
azure,fiqa,21,19183,336451,exact,exact,A,B,True,True,True,False
azure,fiqa,21,19183,381151,exact,exact,A,B,True,True,True,False
azure,fiqa,21,19183,406419,exact,exact,A,B,True,True,True,False
azure,fiqa,21,19183,57149,exact,exact,A,B,True,True,True,False
azure,fiqa,21,19183,582189,exact,exact,A,B,True,True,True,False
azure,fiqa,21,19183,64899,exact,exact,A,B,True,True,True,False
azure,fiqa,21,19183,86134,exact,exact,A,B,True,True,True,False
azure,fiqa,21,262039,292919,exact,exact,B,A,False,False,True,False
azure,fiqa,21,262039,336451,exact,exact,B,A,False,False,True,False
azure,fiqa,21,262039,381151,exact,exact,B,A,False,False,True,False
azure,fiqa,21,262039,406419,exact,exact,B,A,False,False,True,False
azure,fiqa,21,262039,57149,exact,exact,B,A,False,False,True,False
azure,fiqa,21,262039,582189,exact,exact,B,A,False,False,True,False
azure,fiqa,21,262039,64899,exact,exact,B,A,False,False,True,False
azure,fiqa,21,262039,86134,exact,exact,B,A,False,False,True,False
azure,fiqa,21,292919,336451,exact,exact,A,B,True,True,True,False
azure,fiqa,21,292919,381151,exact,exact,A,B,True,True,True,False
azure,fiqa,21,292919,406419,exact,exact,A,B,True,True,True,False
azure,fiqa,21,292919,57149,exact,exact,A,B,True,True,True,False
azure,fiqa,21,292919,582189,exact,exact,A,B,True,True,True,False
azure,fiqa,21,292919,64899,exact,exact,A,B,True,True,True,False
azure,fiqa,21,292919,86134,exact,exact,A,B,True,True,True,False
azure,fiqa,21,336451,381151,exact,exact,B,A,False,False,True,False
azure,fiqa,21,336451,406419,exact,exact,A,A,True,False,False,False
azure,fiqa,21,336451,57149,exact,exact,A,A,True,False,False,False
azure,fiqa,21,336451,582189,exact,exact,B,A,False,False,True,False
azure,fiqa,21,336451,64899,exact,exact,B,A,False,False,True,False
azure,fiqa,21,336451,86134,exact,exact,B,A,False,False,True,False
azure,fiqa,21,381151,406419,exact,exact,A,B,True,True,True,False
azure,fiqa,21,381151,57149,exact,exact,A,B,True,True,True,False
azure,fiqa,21,381151,582189,exact,exact,A,B,True,True,True,False
azure,fiqa,21,381151,64899,exact,exact,A,B,True,True,True,False
azure,fiqa,21,381151,86134,exact,exact,A,A,True,False,False,False
azure,fiqa,21,406419,57149,exact,exact,A,A,True,False,False,False
azure,fiqa,21,406419,582189,exact,exact,B,A,False,False,True,False
azure,fiqa,21,406419,64899,exact,exact,B,A,False,False,True,False
azure,fiqa,21,406419,86134,exact,exact,B,A,False,False,True,False
azure,fiqa,21,57149,582189,exact,exact,B,A,False,False,True,False
azure,fiqa,21,57149,64899,exact,exact,B,A,False,False,True,False
azure,fiqa,21,57149,86134,exact,exact,B,A,False,False,True,False
azure,fiqa,21,582189,64899,exact,exact,A,A,True,False,False,False
azure,fiqa,21,582189,86134,exact,exact,B,A,False,False,True,False
azure,fiqa,21,64899,86134,exact,exact,B,A,False,False,True,False
cohere,fiqa,23,188220,204209,exact,exact,A,B,True,True,True,False
cohere,fiqa,23,188220,341424,exact,exact,A,B,True,True,True,False
cohere,fiqa,23,188220,420379,exact,exact,A,B,True,True,True,False
cohere,fiqa,23,188220,445353,exact,exact,A,B,True,True,True,False
cohere,fiqa,23,188220,465313,exact,exact,A,B,True,True,True,False
cohere,fiqa,23,188220,535697,exact,exact,A,B,True,True,True,False
cohere,fiqa,23,188220,565909,exact,exact,A,B,True,True,True,False
cohere,fiqa,23,188220,599876,exact,exact,A,B,True,True,True,False
cohere,fiqa,23,188220,86757,exact,exact,A,B,True,True,True,False
cohere,fiqa,23,204209,341424,exact,exact,B,A,False,False,True,False
cohere,fiqa,23,204209,420379,exact,exact,B,A,False,False,True,False
cohere,fiqa,23,204209,445353,exact,exact,B,A,False,False,True,False
cohere,fiqa,23,204209,465313,exact,exact,B,A,False,False,True,False
cohere,fiqa,23,204209,535697,exact,exact,B,B,False,True,False,False
cohere,fiqa,23,204209,565909,exact,exact,A,B,True,True,True,False
cohere,fiqa,23,204209,599876,exact,exact,A,B,True,True,True,False
cohere,fiqa,23,204209,86757,exact,exact,B,B,False,True,False,False
