original_source_path,current_destination_path,rollback_command
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/__init__.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/__init__.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/__init__.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/__init__.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/analysis.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/analysis.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/analysis.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/analysis.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/data_setup.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/data_setup.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/data_setup.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/data_setup.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/graph_features.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/graph_features.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/graph_features.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/graph_features.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/llm_runner.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/llm_runner.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/llm_runner.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/llm_runner.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/query_processor.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/query_processor.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/query_processor.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/failure_mining/query_processor.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/graph_construction.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/graph_construction.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/graph_construction.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/graph_construction.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/greedy_fas.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/greedy_fas.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/greedy_fas.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/greedy_fas.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/markov_graph_ranking.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/markov_graph_ranking.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/markov_graph_ranking.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/markov_graph_ranking.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/metric_aware_repair.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/metric_aware_repair.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/metric_aware_repair.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/metric_aware_repair.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/mwfas_solver.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/mwfas_solver.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/mwfas_solver.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/mwfas_solver.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/pairwise_prefs.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/pairwise_prefs.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/pairwise_prefs.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/pairwise_prefs.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/__init__.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/__init__.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/__init__.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/__init__.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/candidate_selection.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/candidate_selection.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/candidate_selection.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/candidate_selection.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/checkpoint.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/checkpoint.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/checkpoint.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/checkpoint.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/processor.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/processor.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/processor.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/processor.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/repair_pairs.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/repair_pairs.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/repair_pairs.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/repair_pairs.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/reports.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/reports.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/reports.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/reports.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/selector_training.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/selector_training.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/selector_training.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/selector_training.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/splits.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/splits.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/splits.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/repair_selector_mining/splits.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/rrf_ranking.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/rrf_ranking.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/rrf_ranking.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/rrf_ranking.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/synthetic_data.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/synthetic_data.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/synthetic_data.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/synthetic_data.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/utils/__init__.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/utils/__init__.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/utils/__init__.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/utils/__init__.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/utils/llm_api_status.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/utils/llm_api_status.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/utils/llm_api_status.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/utils/llm_api_status.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/utils/timing.py,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/utils/timing.py,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/utils/timing.py' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/code_snapshot/src/consistency_ranker/utils/timing.py'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/docs/ENVIRONMENT.md,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/docs/ENVIRONMENT.md,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/docs/ENVIRONMENT.md' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/docs/ENVIRONMENT.md'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/query_ids.txt,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/query_ids.txt,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/query_ids.txt' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/query_ids.txt'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/scores_bm25.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/scores_bm25.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/scores_bm25.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/scores_bm25.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/scores_minilm.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/scores_minilm.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/scores_minilm.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/scores_minilm.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/scores_tfidf.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/scores_tfidf.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/scores_tfidf.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/scores_tfidf.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/votes_ms1.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/votes_ms1.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/votes_ms1.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/votes_ms1.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/votes_ms1_drop_mutual.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/votes_ms1_drop_mutual.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/votes_ms1_drop_mutual.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/votes_ms1_drop_mutual.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/votes_ms2.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/votes_ms2.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/votes_ms2.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/bright/votes_ms2.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/query_ids.txt,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/query_ids.txt,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/query_ids.txt' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/query_ids.txt'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/scores_bm25.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/scores_bm25.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/scores_bm25.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/scores_bm25.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/scores_minilm.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/scores_minilm.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/scores_minilm.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/scores_minilm.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/scores_tfidf.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/scores_tfidf.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/scores_tfidf.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/scores_tfidf.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/votes_ms1.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/votes_ms1.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/votes_ms1.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/votes_ms1.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/votes_ms1_drop_mutual.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/votes_ms1_drop_mutual.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/votes_ms1_drop_mutual.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/votes_ms1_drop_mutual.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/votes_ms2.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/votes_ms2.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/votes_ms2.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/fiqa/votes_ms2.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/query_ids.txt,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/query_ids.txt,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/query_ids.txt' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/query_ids.txt'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/scores_bm25.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/scores_bm25.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/scores_bm25.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/scores_bm25.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/scores_minilm.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/scores_minilm.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/scores_minilm.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/scores_minilm.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/scores_tfidf.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/scores_tfidf.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/scores_tfidf.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/scores_tfidf.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/votes_ms1.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/votes_ms1.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/votes_ms1.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/votes_ms1.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/votes_ms1_drop_mutual.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/votes_ms1_drop_mutual.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/votes_ms1_drop_mutual.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/votes_ms1_drop_mutual.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/votes_ms2.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/votes_ms2.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/votes_ms2.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/hotpotqa/votes_ms2.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/query_ids.txt,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/query_ids.txt,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/query_ids.txt' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/query_ids.txt'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/scores_bm25.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/scores_bm25.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/scores_bm25.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/scores_bm25.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/scores_minilm.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/scores_minilm.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/scores_minilm.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/scores_minilm.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/scores_tfidf.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/scores_tfidf.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/scores_tfidf.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/scores_tfidf.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/votes_ms1.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/votes_ms1.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/votes_ms1.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/votes_ms1.jsonl'
reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/votes_ms1_drop_mutual.jsonl,reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/votes_ms1_drop_mutual.jsonl,git mv (history preserved) -- rollback: git mv 'reports/_archive/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/votes_ms1_drop_mutual.jsonl' 'reports/jdiq-overnight-cont-20260713-230229/artifact_prep/stage/inputs/scidocs/votes_ms1_drop_mutual.jsonl'
