order,query_id,split,method,budget,budget_frac,ndcg,delta_vs_bm25,topk_overlap_vs_exhaustive,topk_overlap_vs_bm25,kendall_tau_vs_exhaustive
random,7445178858159988f2b17aa21376e13767fce5a6,test,sparse_copeland,5,0.047619047619047616,0.8502983370860306,0.07830127854703584,0.6666666666666666,0.5384615384615384,0.3142857142857143
random,7445178858159988f2b17aa21376e13767fce5a6,test,pure_bt_no_prior,5,0.047619047619047616,0.8502983370860306,0.07830127854703584,0.6666666666666666,0.5384615384615384,0.3142857142857143
random,7445178858159988f2b17aa21376e13767fce5a6,test,fixed_blend,5,0.047619047619047616,0.8940043068327738,0.12200724829377896,0.6666666666666666,0.6666666666666666,0.1619047619047619
random,7445178858159988f2b17aa21376e13767fce5a6,test,regularized_bt,5,0.047619047619047616,0.8940043068327738,0.12200724829377896,0.6666666666666666,0.6666666666666666,0.1619047619047619
random,7445178858159988f2b17aa21376e13767fce5a6,test,exhaustive,5,0.047619047619047616,1.0,0.2280029414610052,1.0,0.6666666666666666,1.0
random,7445178858159988f2b17aa21376e13767fce5a6,test,initial_bm25,10,0.09523809523809523,0.7719970585389948,0.0,0.6666666666666666,1.0,0.1619047619047619
random,7445178858159988f2b17aa21376e13767fce5a6,test,sparse_copeland,10,0.09523809523809523,0.9565912771023182,0.18459421856332336,0.5384615384615384,0.5384615384615384,0.3904761904761905
random,7445178858159988f2b17aa21376e13767fce5a6,test,pure_bt_no_prior,10,0.09523809523809523,0.7484853057448934,-0.023511752794101448,0.5384615384615384,0.5384615384615384,0.2761904761904762
random,7445178858159988f2b17aa21376e13767fce5a6,test,fixed_blend,10,0.09523809523809523,0.9427731067700877,0.17077604823109294,0.5384615384615384,0.6666666666666666,0.23809523809523808
random,7445178858159988f2b17aa21376e13767fce5a6,test,regularized_bt,10,0.09523809523809523,0.8940043068327738,0.12200724829377896,0.5384615384615384,0.6666666666666666,0.1619047619047619
random,7445178858159988f2b17aa21376e13767fce5a6,test,exhaustive,10,0.09523809523809523,1.0,0.2280029414610052,1.0,0.6666666666666666,1.0
random,7445178858159988f2b17aa21376e13767fce5a6,test,initial_bm25,21,0.2,0.7719970585389948,0.0,0.6666666666666666,1.0,0.1619047619047619
random,7445178858159988f2b17aa21376e13767fce5a6,test,sparse_copeland,21,0.2,0.9818483242455303,0.20985126570653545,0.6666666666666666,0.5384615384615384,0.5047619047619047
random,7445178858159988f2b17aa21376e13767fce5a6,test,pure_bt_no_prior,21,0.2,0.9896062251871525,0.21760916664815766,0.5384615384615384,0.42857142857142855,0.5047619047619047
random,7445178858159988f2b17aa21376e13767fce5a6,test,fixed_blend,21,0.2,0.9427731067700877,0.17077604823109294,0.5384615384615384,0.5384615384615384,0.2571428571428571
random,7445178858159988f2b17aa21376e13767fce5a6,test,regularized_bt,21,0.2,0.9192613539759861,0.14726429543699127,0.5384615384615384,0.5384615384615384,0.23809523809523808
random,7445178858159988f2b17aa21376e13767fce5a6,test,exhaustive,21,0.2,1.0,0.2280029414610052,1.0,0.6666666666666666,1.0
random,7445178858159988f2b17aa21376e13767fce5a6,test,initial_bm25,42,0.4,0.7719970585389948,0.0,0.6666666666666666,1.0,0.1619047619047619
random,7445178858159988f2b17aa21376e13767fce5a6,test,sparse_copeland,42,0.4,1.0,0.2280029414610052,1.0,0.6666666666666666,0.8095238095238095
random,7445178858159988f2b17aa21376e13767fce5a6,test,pure_bt_no_prior,42,0.4,0.9896062251871525,0.21760916664815766,0.6666666666666666,0.5384615384615384,0.6761904761904762
random,7445178858159988f2b17aa21376e13767fce5a6,test,fixed_blend,42,0.4,0.9427731067700877,0.17077604823109294,0.6666666666666666,0.6666666666666666,0.4095238095238095
random,7445178858159988f2b17aa21376e13767fce5a6,test,regularized_bt,42,0.4,0.9427731067700877,0.17077604823109294,0.6666666666666666,0.6666666666666666,0.3904761904761905
random,7445178858159988f2b17aa21376e13767fce5a6,test,exhaustive,42,0.4,1.0,0.2280029414610052,1.0,0.6666666666666666,1.0
random,7445178858159988f2b17aa21376e13767fce5a6,test,initial_bm25,63,0.6,0.7719970585389948,0.0,0.6666666666666666,1.0,0.1619047619047619
random,7445178858159988f2b17aa21376e13767fce5a6,test,sparse_copeland,63,0.6,1.0,0.2280029414610052,1.0,0.6666666666666666,0.8476190476190476
random,7445178858159988f2b17aa21376e13767fce5a6,test,pure_bt_no_prior,63,0.6,1.0,0.2280029414610052,0.6666666666666666,0.5384615384615384,0.8095238095238095
random,7445178858159988f2b17aa21376e13767fce5a6,test,fixed_blend,63,0.6,1.0,0.2280029414610052,0.6666666666666666,0.8181818181818182,0.5428571428571428
random,7445178858159988f2b17aa21376e13767fce5a6,test,regularized_bt,63,0.6,1.0,0.2280029414610052,0.6666666666666666,0.6666666666666666,0.5619047619047619
random,7445178858159988f2b17aa21376e13767fce5a6,test,exhaustive,63,0.6,1.0,0.2280029414610052,1.0,0.6666666666666666,1.0
random,7445178858159988f2b17aa21376e13767fce5a6,test,initial_bm25,105,1.0,0.7719970585389948,0.0,0.6666666666666666,1.0,0.1619047619047619
random,7445178858159988f2b17aa21376e13767fce5a6,test,sparse_copeland,105,1.0,1.0,0.2280029414610052,1.0,0.6666666666666666,1.0
random,7445178858159988f2b17aa21376e13767fce5a6,test,pure_bt_no_prior,105,1.0,1.0,0.2280029414610052,1.0,0.6666666666666666,0.9619047619047619
random,7445178858159988f2b17aa21376e13767fce5a6,test,fixed_blend,105,1.0,1.0,0.2280029414610052,0.8181818181818182,0.8181818181818182,0.7142857142857143
random,7445178858159988f2b17aa21376e13767fce5a6,test,regularized_bt,105,1.0,1.0,0.2280029414610052,1.0,0.6666666666666666,1.0
random,7445178858159988f2b17aa21376e13767fce5a6,test,exhaustive,105,1.0,1.0,0.2280029414610052,1.0,0.6666666666666666,1.0
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,initial_bm25,0,0.0,0.7598336331031966,0.0,0.42857142857142855,1.0,0.3142857142857143
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,sparse_copeland,0,0.0,0.7598336331031966,0.0,0.42857142857142855,1.0,0.3142857142857143
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,pure_bt_no_prior,0,0.0,0.7598336331031966,0.0,0.42857142857142855,1.0,0.3142857142857143
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,fixed_blend,0,0.0,0.7598336331031966,0.0,0.42857142857142855,1.0,0.3142857142857143
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,regularized_bt,0,0.0,0.7598336331031966,0.0,0.42857142857142855,1.0,0.3142857142857143
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,exhaustive,0,0.0,0.9438661545147249,0.18403252141152826,1.0,0.42857142857142855,1.0
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,initial_bm25,1,0.009523809523809525,0.7598336331031966,0.0,0.42857142857142855,1.0,0.3142857142857143
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,sparse_copeland,1,0.009523809523809525,0.44149241373678083,-0.3183412193664158,0.42857142857142855,0.8181818181818182,0.2
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,pure_bt_no_prior,1,0.009523809523809525,0.44149241373678083,-0.3183412193664158,0.42857142857142855,0.8181818181818182,0.2
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,fixed_blend,1,0.009523809523809525,0.6366824387328317,-0.12315119437036492,0.42857142857142855,0.8181818181818182,0.21904761904761905
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,regularized_bt,1,0.009523809523809525,0.6366824387328317,-0.12315119437036492,0.42857142857142855,0.8181818181818182,0.2
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,exhaustive,1,0.009523809523809525,0.9438661545147249,0.18403252141152826,1.0,0.42857142857142855,1.0
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,initial_bm25,5,0.047619047619047616,0.7598336331031966,0.0,0.42857142857142855,1.0,0.3142857142857143
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,sparse_copeland,5,0.047619047619047616,0.36331756126716835,-0.39651607183602827,0.5384615384615384,0.5384615384615384,0.2571428571428571
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,pure_bt_no_prior,5,0.047619047619047616,0.36331756126716835,-0.39651607183602827,0.5384615384615384,0.5384615384615384,0.2571428571428571
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,fixed_blend,5,0.047619047619047616,0.6366824387328317,-0.12315119437036492,0.42857142857142855,0.6666666666666666,0.2571428571428571
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,regularized_bt,5,0.047619047619047616,0.6366824387328317,-0.12315119437036492,0.42857142857142855,0.6666666666666666,0.2761904761904762
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,exhaustive,5,0.047619047619047616,0.9438661545147249,0.18403252141152826,1.0,0.42857142857142855,1.0
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,initial_bm25,10,0.09523809523809523,0.7598336331031966,0.0,0.42857142857142855,1.0,0.3142857142857143
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,sparse_copeland,10,0.09523809523809523,0.555143490218223,-0.20469014288497367,0.6666666666666666,0.5384615384615384,0.4666666666666667
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,pure_bt_no_prior,10,0.09523809523809523,0.6260258673782978,-0.13380776572489883,0.6666666666666666,0.5384615384615384,0.4666666666666667
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,fixed_blend,10,0.09523809523809523,0.7495275800817669,-0.010306053021429729,0.5384615384615384,0.5384615384615384,0.42857142857142855
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,regularized_bt,10,0.09523809523809523,0.7495275800817669,-0.010306053021429729,0.5384615384615384,0.5384615384615384,0.44761904761904764
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,exhaustive,10,0.09523809523809523,0.9438661545147249,0.18403252141152826,1.0,0.42857142857142855,1.0
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,initial_bm25,21,0.2,0.7598336331031966,0.0,0.42857142857142855,1.0,0.3142857142857143
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,sparse_copeland,21,0.2,0.4373103991125936,-0.322523233990603,0.8181818181818182,0.5384615384615384,0.580952380952381
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,pure_bt_no_prior,21,0.2,0.6260258673782978,-0.13380776572489883,0.8181818181818182,0.5384615384615384,0.6190476190476191
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,fixed_blend,21,0.2,0.7495275800817669,-0.010306053021429729,0.5384615384615384,0.6666666666666666,0.4666666666666667
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,regularized_bt,21,0.2,0.7495275800817669,-0.010306053021429729,0.5384615384615384,0.6666666666666666,0.4666666666666667
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,exhaustive,21,0.2,0.9438661545147249,0.18403252141152826,1.0,0.42857142857142855,1.0
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,initial_bm25,42,0.4,0.7598336331031966,0.0,0.42857142857142855,1.0,0.3142857142857143
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,sparse_copeland,42,0.4,0.7036997876179215,-0.05613384548527511,0.8181818181818182,0.42857142857142855,0.7142857142857143
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,pure_bt_no_prior,42,0.4,0.8756458727267334,0.11581223962353682,0.8181818181818182,0.5384615384615384,0.7904761904761904
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,fixed_blend,42,0.4,0.7668091220635322,0.0069754889603356185,0.5384615384615384,0.6666666666666666,0.5619047619047619
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,regularized_bt,42,0.4,0.7668091220635322,0.0069754889603356185,0.5384615384615384,0.6666666666666666,0.5238095238095238
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,exhaustive,42,0.4,0.9438661545147249,0.18403252141152826,1.0,0.42857142857142855,1.0
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,initial_bm25,63,0.6,0.7598336331031966,0.0,0.42857142857142855,1.0,0.3142857142857143
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,sparse_copeland,63,0.6,0.7486761295186739,-0.011157503584522721,1.0,0.42857142857142855,0.7904761904761904
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,pure_bt_no_prior,63,0.6,0.8927537907700456,0.13292015766684895,1.0,0.42857142857142855,0.9047619047619048
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,fixed_blend,63,0.6,0.9267582364714126,0.16692460336821602,0.8181818181818182,0.42857142857142855,0.8095238095238095
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,regularized_bt,63,0.6,0.9267582364714126,0.16692460336821602,0.8181818181818182,0.42857142857142855,0.8285714285714286
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,exhaustive,63,0.6,0.9438661545147249,0.18403252141152826,1.0,0.42857142857142855,1.0
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,initial_bm25,105,1.0,0.7598336331031966,0.0,0.42857142857142855,1.0,0.3142857142857143
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,sparse_copeland,105,1.0,0.9438661545147249,0.18403252141152826,1.0,0.42857142857142855,1.0
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,pure_bt_no_prior,105,1.0,0.9438661545147249,0.18403252141152826,1.0,0.42857142857142855,1.0
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,fixed_blend,105,1.0,0.9267582364714126,0.16692460336821602,0.8181818181818182,0.5384615384615384,0.9047619047619048
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,regularized_bt,105,1.0,0.9438661545147249,0.18403252141152826,1.0,0.42857142857142855,1.0
random,7526f88d4ee7a380fecd05c1f92208ad94605cec,dev,exhaustive,105,1.0,0.9438661545147249,0.18403252141152826,1.0,0.42857142857142855,1.0
random,78495383450e02c5fe817e408726134b3084905d,test,initial_bm25,0,0.0,0.6601396023754075,0.0,0.5384615384615384,1.0,0.08571428571428572
random,78495383450e02c5fe817e408726134b3084905d,test,sparse_copeland,0,0.0,0.6601396023754075,0.0,0.5384615384615384,1.0,0.08571428571428572
random,78495383450e02c5fe817e408726134b3084905d,test,pure_bt_no_prior,0,0.0,0.6601396023754075,0.0,0.5384615384615384,1.0,0.08571428571428572
random,78495383450e02c5fe817e408726134b3084905d,test,fixed_blend,0,0.0,0.6601396023754075,0.0,0.5384615384615384,1.0,0.08571428571428572
random,78495383450e02c5fe817e408726134b3084905d,test,regularized_bt,0,0.0,0.6601396023754075,0.0,0.5384615384615384,1.0,0.08571428571428572
random,78495383450e02c5fe817e408726134b3084905d,test,exhaustive,0,0.0,0.9512312000626861,0.29109159768727866,1.0,0.5384615384615384,1.0
random,78495383450e02c5fe817e408726134b3084905d,test,initial_bm25,1,0.009523809523809525,0.6601396023754075,0.0,0.5384615384615384,1.0,0.08571428571428572
random,78495383450e02c5fe817e408726134b3084905d,test,sparse_copeland,1,0.009523809523809525,0.49055949973859936,-0.16958010263680812,0.5384615384615384,0.8181818181818182,0.10476190476190476
random,78495383450e02c5fe817e408726134b3084905d,test,pure_bt_no_prior,1,0.009523809523809525,0.49055949973859936,-0.16958010263680812,0.5384615384615384,0.8181818181818182,0.10476190476190476
random,78495383450e02c5fe817e408726134b3084905d,test,fixed_blend,1,0.009523809523809525,0.6661998717660157,0.0060602693906082195,0.5384615384615384,0.8181818181818182,0.14285714285714285
random,78495383450e02c5fe817e408726134b3084905d,test,regularized_bt,1,0.009523809523809525,0.6601396023754075,0.0,0.5384615384615384,1.0,0.10476190476190476
random,78495383450e02c5fe817e408726134b3084905d,test,exhaustive,1,0.009523809523809525,0.9512312000626861,0.29109159768727866,1.0,0.5384615384615384,1.0
random,78495383450e02c5fe817e408726134b3084905d,test,initial_bm25,5,0.047619047619047616,0.6601396023754075,0.0,0.5384615384615384,1.0,0.08571428571428572
random,78495383450e02c5fe817e408726134b3084905d,test,sparse_copeland,5,0.047619047619047616,0.61207099478907,-0.048068607586337464,0.5384615384615384,0.6666666666666666,0.3523809523809524
random,78495383450e02c5fe817e408726134b3084905d,test,pure_bt_no_prior,5,0.047619047619047616,0.7607566881222602,0.10061708574685269,0.5384615384615384,0.6666666666666666,0.37142857142857144
random,78495383450e02c5fe817e408726134b3084905d,test,fixed_blend,5,0.047619047619047616,0.7913446798877494,0.1312050775123419,0.5384615384615384,0.6666666666666666,0.3523809523809524
random,78495383450e02c5fe817e408726134b3084905d,test,regularized_bt,5,0.047619047619047616,0.6739577727076379,0.013818170332230428,0.5384615384615384,1.0,0.2
random,78495383450e02c5fe817e408726134b3084905d,test,exhaustive,5,0.047619047619047616,0.9512312000626861,0.29109159768727866,1.0,0.5384615384615384,1.0
random,78495383450e02c5fe817e408726134b3084905d,test,initial_bm25,10,0.09523809523809523,0.6601396023754075,0.0,0.5384615384615384,1.0,0.08571428571428572
random,78495383450e02c5fe817e408726134b3084905d,test,sparse_copeland,10,0.09523809523809523,0.7634994216714083,0.1033598192960008,0.5384615384615384,0.5384615384615384,0.4666666666666667
random,78495383450e02c5fe817e408726134b3084905d,test,pure_bt_no_prior,10,0.09523809523809523,0.9374130297304558,0.27727342735504834,0.5384615384615384,0.5384615384615384,0.5047619047619047
random,78495383450e02c5fe817e408726134b3084905d,test,fixed_blend,10,0.09523809523809523,0.8051628502199798,0.14502324784457232,0.5384615384615384,0.6666666666666666,0.4095238095238095
random,78495383450e02c5fe817e408726134b3084905d,test,regularized_bt,10,0.09523809523809523,0.7823908333518426,0.12225123097643509,0.6666666666666666,0.8181818181818182,0.2761904761904762
random,78495383450e02c5fe817e408726134b3084905d,test,exhaustive,10,0.09523809523809523,0.9512312000626861,0.29109159768727866,1.0,0.5384615384615384,1.0
random,78495383450e02c5fe817e408726134b3084905d,test,initial_bm25,21,0.2,0.6601396023754075,0.0,0.5384615384615384,1.0,0.08571428571428572
random,78495383450e02c5fe817e408726134b3084905d,test,sparse_copeland,21,0.2,0.8990671370233444,0.23892753464793692,0.8181818181818182,0.6666666666666666,0.6571428571428571
random,78495383450e02c5fe817e408726134b3084905d,test,pure_bt_no_prior,21,0.2,0.943473299121064,0.28333369674565656,0.6666666666666666,0.5384615384615384,0.6
random,78495383450e02c5fe817e408726134b3084905d,test,fixed_blend,21,0.2,0.9325172924861036,0.2723776901106961,0.8181818181818182,0.6666666666666666,0.5619047619047619
random,78495383450e02c5fe817e408726134b3084905d,test,regularized_bt,21,0.2,0.8051628502199798,0.14502324784457232,0.6666666666666666,0.6666666666666666,0.4666666666666667
random,78495383450e02c5fe817e408726134b3084905d,test,exhaustive,21,0.2,0.9512312000626861,0.29109159768727866,1.0,0.5384615384615384,1.0
random,78495383450e02c5fe817e408726134b3084905d,test,initial_bm25,42,0.4,0.6601396023754075,0.0,0.5384615384615384,1.0,0.08571428571428572
random,78495383450e02c5fe817e408726134b3084905d,test,sparse_copeland,42,0.4,0.9505310077117098,0.29039140533630237,0.8181818181818182,0.5384615384615384,0.7333333333333333
random,78495383450e02c5fe817e408726134b3084905d,test,pure_bt_no_prior,42,0.4,0.943473299121064,0.28333369674565656,1.0,0.5384615384615384,0.8666666666666667
random,78495383450e02c5fe817e408726134b3084905d,test,fixed_blend,42,0.4,0.9192613539759861,0.2591217516005786,0.8181818181818182,0.5384615384615384,0.6761904761904762
random,78495383450e02c5fe817e408726134b3084905d,test,regularized_bt,42,0.4,0.9043980816456215,0.24425847927021405,0.8181818181818182,0.6666666666666666,0.6761904761904762
random,78495383450e02c5fe817e408726134b3084905d,test,exhaustive,42,0.4,0.9512312000626861,0.29109159768727866,1.0,0.5384615384615384,1.0
random,78495383450e02c5fe817e408726134b3084905d,test,initial_bm25,63,0.6,0.6601396023754075,0.0,0.5384615384615384,1.0,0.08571428571428572
random,78495383450e02c5fe817e408726134b3084905d,test,sparse_copeland,63,0.6,0.8886733622104969,0.2285337598350894,1.0,0.5384615384615384,0.8476190476190476
random,78495383450e02c5fe817e408726134b3084905d,test,pure_bt_no_prior,63,0.6,0.9512312000626861,0.29109159768727866,1.0,0.5384615384615384,0.9238095238095239
random,78495383450e02c5fe817e408726134b3084905d,test,fixed_blend,63,0.6,0.8886733622104969,0.2285337598350894,0.8181818181818182,0.6666666666666666,0.8285714285714286
random,78495383450e02c5fe817e408726134b3084905d,test,regularized_bt,63,0.6,0.9330795243082165,0.272939921932809,0.8181818181818182,0.6666666666666666,0.8095238095238095
random,78495383450e02c5fe817e408726134b3084905d,test,exhaustive,63,0.6,0.9512312000626861,0.29109159768727866,1.0,0.5384615384615384,1.0
random,78495383450e02c5fe817e408726134b3084905d,test,initial_bm25,105,1.0,0.6601396023754075,0.0,0.5384615384615384,1.0,0.08571428571428572
random,78495383450e02c5fe817e408726134b3084905d,test,sparse_copeland,105,1.0,0.9512312000626861,0.29109159768727866,1.0,0.5384615384615384,1.0
random,78495383450e02c5fe817e408726134b3084905d,test,pure_bt_no_prior,105,1.0,0.9512312000626861,0.29109159768727866,1.0,0.5384615384615384,1.0
random,78495383450e02c5fe817e408726134b3084905d,test,fixed_blend,105,1.0,0.943473299121064,0.28333369674565656,1.0,0.5384615384615384,0.9619047619047619
random,78495383450e02c5fe817e408726134b3084905d,test,regularized_bt,105,1.0,0.9512312000626861,0.29109159768727866,1.0,0.5384615384615384,1.0
random,78495383450e02c5fe817e408726134b3084905d,test,exhaustive,105,1.0,0.9512312000626861,0.29109159768727866,1.0,0.5384615384615384,1.0
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,initial_bm25,0,0.0,0.7682972668889274,0.0,0.5384615384615384,1.0,0.047619047619047616
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,sparse_copeland,0,0.0,0.7682972668889274,0.0,0.5384615384615384,1.0,0.047619047619047616
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,pure_bt_no_prior,0,0.0,0.7682972668889274,0.0,0.5384615384615384,1.0,0.047619047619047616
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,fixed_blend,0,0.0,0.7682972668889274,0.0,0.5384615384615384,1.0,0.047619047619047616
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,regularized_bt,0,0.0,0.7682972668889274,0.0,0.5384615384615384,1.0,0.047619047619047616
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,exhaustive,0,0.0,0.9068250379649666,0.1385277710760392,1.0,0.5384615384615384,1.0
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,initial_bm25,1,0.009523809523809525,0.7682972668889274,0.0,0.5384615384615384,1.0,0.047619047619047616
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,sparse_copeland,1,0.009523809523809525,0.7809509050749017,0.012653638185974314,0.42857142857142855,0.8181818181818182,0.047619047619047616
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,pure_bt_no_prior,1,0.009523809523809525,0.7809509050749017,0.012653638185974314,0.42857142857142855,0.8181818181818182,0.047619047619047616
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,fixed_blend,1,0.009523809523809525,0.7682972668889274,0.0,0.5384615384615384,1.0,0.06666666666666667
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,regularized_bt,1,0.009523809523809525,0.7682972668889274,0.0,0.5384615384615384,1.0,0.047619047619047616
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,exhaustive,1,0.009523809523809525,0.9068250379649666,0.1385277710760392,1.0,0.5384615384615384,1.0
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,initial_bm25,5,0.047619047619047616,0.7682972668889274,0.0,0.5384615384615384,1.0,0.047619047619047616
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,sparse_copeland,5,0.047619047619047616,0.9669850519151657,0.1986877850262383,0.6666666666666666,0.5384615384615384,0.3904761904761905
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,pure_bt_no_prior,5,0.047619047619047616,0.9669850519151657,0.1986877850262383,0.6666666666666666,0.5384615384615384,0.3904761904761905
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,fixed_blend,5,0.047619047619047616,0.8891085695884217,0.12081130269949425,0.6666666666666666,0.8181818181818182,0.29523809523809524
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,regularized_bt,5,0.047619047619047616,0.8891085695884217,0.12081130269949425,0.6666666666666666,0.8181818181818182,0.23809523809523808
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,exhaustive,5,0.047619047619047616,0.9068250379649666,0.1385277710760392,1.0,0.5384615384615384,1.0
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,initial_bm25,10,0.09523809523809523,0.7682972668889274,0.0,0.5384615384615384,1.0,0.047619047619047616
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,sparse_copeland,10,0.09523809523809523,0.8297197050122157,0.06142243812328829,0.6666666666666666,0.42857142857142855,0.42857142857142855
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,pure_bt_no_prior,10,0.09523809523809523,0.8248239677678635,0.056526700878936076,0.6666666666666666,0.42857142857142855,0.4666666666666667
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,fixed_blend,10,0.09523809523809523,0.7719970585389948,0.0036997916500673966,0.6666666666666666,0.5384615384615384,0.3523809523809524
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,regularized_bt,10,0.09523809523809523,0.6739577727076379,-0.09433949418128951,0.6666666666666666,0.5384615384615384,0.3333333333333333
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,exhaustive,10,0.09523809523809523,0.9068250379649666,0.1385277710760392,1.0,0.5384615384615384,1.0
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,initial_bm25,21,0.2,0.7682972668889274,0.0,0.5384615384615384,1.0,0.047619047619047616
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,sparse_copeland,21,0.2,0.7860137352654724,0.017716468376544947,0.8181818181818182,0.6666666666666666,0.7142857142857143
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,pure_bt_no_prior,21,0.2,0.8777173555755364,0.10942008868660902,0.8181818181818182,0.5384615384615384,0.638095238095238
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,fixed_blend,21,0.2,0.7731930041332795,0.004895737244352105,0.8181818181818182,0.6666666666666666,0.4857142857142857
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,regularized_bt,21,0.2,0.8712322899646365,0.10293502307570912,0.8181818181818182,0.5384615384615384,0.5238095238095238
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,exhaustive,21,0.2,0.9068250379649666,0.1385277710760392,1.0,0.5384615384615384,1.0
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,initial_bm25,42,0.4,0.7682972668889274,0.0,0.5384615384615384,1.0,0.047619047619047616
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,sparse_copeland,42,0.4,0.9669850519151657,0.1986877850262383,0.8181818181818182,0.42857142857142855,0.7904761904761904
random,7dcb308b9292a8bc87d6f7793d2ca5e0e19dfa40,test,pure_bt_no_prior,42,0.4,0.8990671370233444,0.130769870134417,0.6666666666666666,0.3333333333333333,0.7904761904761904
